Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-06,NYY,TEX,NYY,TEX,0,-1.5,138,-147,3.0,2.0,1.0,1,1,138,-147,3.0,2.0,-1.0
2025-08-06,MIA,HOU,HOU,MIA,1,-1.5,186,-202,6.0,4.0,2.0,1,1,-202,186,4.0,6.0,2.0
2025-08-06,TB,LAA,TB,LAA,0,-1.5,143,-161,5.0,4.0,1.0,1,1,143,-161,5.0,4.0,-1.0
2025-08-06,NYM,CLE,NYM,CLE,0,-1.5,133,-143,1.0,4.0,-3.0,0,0,133,-143,1.0,4.0,3.0
2025-08-06,OAK,WAS,OAK,WAS,0,-1.5,122,-130,1.0,2.0,-1.0,1,0,122,-130,1.0,2.0,1.0
2025-08-06,CHC,CIN,CHC,CIN,0,-1.5,172,-179,6.0,1.0,5.0,1,1,172,-179,6.0,1.0,-5.0
2025-08-06,TOR,COL,TOR,COL,0,-1.5,-160,152,20.0,1.0,19.0,1,1,-160,152,20.0,1.0,-19.0
2025-08-06,SD,ARI,SD,ARI,0,-1.5,117,-127,3.0,2.0,1.0,1,1,117,-127,3.0,2.0,-1.0
2025-08-06,LAD,STL,LAD,STL,0,-1.5,-105,-106,3.0,5.0,-2.0,0,0,-105,-106,3.0,5.0,2.0
2025-08-06,SEA,CWS,CWS,SEA,1,-1.5,-114,108,8.0,6.0,2.0,1,1,108,-114,6.0,8.0,2.0
2025-08-06,BOS,KAN,KAN,BOS,1,-1.5,153,-172,3.0,7.0,-4.0,0,0,-172,153,7.0,3.0,-4.0
2025-08-06,ATL,MIL,MIL,ATL,1,-1.5,165,-182,4.0,5.0,-1.0,1,0,-182,165,5.0,4.0,-1.0
2025-08-06,DET,MIN,MIN,DET,1,-1.5,105,-114,4.0,9.0,-5.0,0,0,-114,105,9.0,4.0,-5.0
