Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-23,TEX,CLE,CLE,TEX,1,-1.5,170,-199,10.0,0.0,10.0,1,1,-199,170,0.0,10.0,10.0
2025-08-23,NYM,ATL,NYM,ATL,0,-1.5,134,-149,9.0,2.0,7.0,1,1,134,-149,9.0,2.0,-7.0
2025-08-23,PHI,WAS,WAS,PHI,1,-1.5,-124,117,6.0,4.0,2.0,1,1,117,-124,4.0,6.0,2.0
2025-08-23,DET,KAN,KAN,DET,1,-1.5,178,-192,4.0,2.0,2.0,1,1,-192,178,2.0,4.0,2.0
2025-08-23,BAL,HOU,HOU,BAL,1,-1.5,176,-196,8.0,9.0,-1.0,1,0,-196,176,9.0,8.0,-1.0
2025-08-23,MIL,SF,SF,MIL,1,-1.5,166,-175,1.0,7.0,-6.0,0,0,-175,166,7.0,1.0,-6.0
2025-08-23,CIN,ARI,CIN,ARI,0,-1.5,139,-156,1.0,10.0,-9.0,0,0,139,-156,1.0,10.0,9.0
2025-08-23,CHC,LAA,CHC,LAA,0,-1.5,112,-116,12.0,1.0,11.0,1,1,112,-116,12.0,1.0,-11.0
2025-08-23,SEA,OAK,OAK,SEA,1,-1.5,134,-137,1.0,2.0,-1.0,1,0,-137,134,2.0,1.0,-1.0
2025-08-23,PIT,COL,COL,PIT,1,-1.5,123,-129,5.0,1.0,4.0,1,1,-129,123,1.0,5.0,4.0
2025-08-23,TOR,MIA,TOR,MIA,0,-1.5,125,-136,7.0,6.0,1.0,1,1,125,-136,7.0,6.0,-1.0
2025-08-23,LAD,SD,LAD,SD,0,-1.5,129,-144,1.0,5.0,-4.0,0,0,129,-144,1.0,5.0,4.0
2025-08-23,CWS,MIN,CWS,MIN,0,-1.5,198,-214,7.0,3.0,4.0,1,1,198,-214,7.0,3.0,-4.0
2025-08-23,BOS,NYY,BOS,NYY,0,-1.5,146,-155,12.0,1.0,11.0,1,1,146,-155,12.0,1.0,-11.0
