Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-16,SF,TB,SF,TB,0,-1.5,179,-191,1.0,2.0,-1.0,1,0,179,-191,1.0,2.0,1.0
2025-08-16,KAN,CWS,CWS,KAN,1,-1.5,144,-158,6.0,2.0,4.0,1,1,-158,144,2.0,6.0,4.0
2025-08-16,NYY,STL,NYY,STL,0,-1.5,127,-140,12.0,8.0,4.0,1,1,127,-140,12.0,8.0,-4.0
2025-08-16,ARI,COL,ARI,COL,0,-1.5,-105,100,7.0,10.0,-3.0,0,0,-105,100,7.0,10.0,3.0
2025-08-16,DET,MIN,DET,MIN,0,-1.5,163,-173,8.0,5.0,3.0,1,1,163,-173,8.0,5.0,-3.0
2025-08-16,LAD,SD,LAD,SD,0,-1.5,172,-188,6.0,0.0,6.0,1,1,172,-188,6.0,0.0,-6.0
2025-08-16,OAK,LAA,LAA,OAK,1,-1.5,159,-171,7.0,2.0,5.0,1,1,-171,159,2.0,7.0,5.0
2025-08-16,CHC,PIT,CHC,PIT,0,-1.5,100,-103,3.0,1.0,2.0,1,1,100,-103,3.0,1.0,-2.0
2025-08-16,CLE,ATL,ATL,CLE,1,-1.5,190,-205,1.0,10.0,-9.0,0,0,-205,190,10.0,1.0,-9.0
2025-08-16,MIL,CIN,MIL,CIN,0,-1.5,141,-150,6.0,5.0,1.0,1,1,141,-150,6.0,5.0,-1.0
2025-08-16,HOU,BAL,BAL,HOU,1,-1.5,148,-159,5.0,4.0,1.0,1,1,-159,148,4.0,5.0,1.0
2025-08-16,TOR,TEX,TEX,TOR,1,-1.5,132,-142,14.0,2.0,12.0,1,1,-142,132,2.0,14.0,12.0
2025-08-16,BOS,MIA,MIA,BOS,1,-1.5,118,-124,7.0,5.0,2.0,1,1,-124,118,5.0,7.0,2.0
2025-08-16,PHI,WAS,PHI,WAS,0,-1.5,122,-129,0.0,2.0,-2.0,0,0,122,-129,0.0,2.0,2.0
2025-08-16,SEA,NYM,SEA,NYM,0,-1.5,153,-159,1.0,3.0,-2.0,0,0,153,-159,1.0,3.0,2.0
