Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-22,TB,STL,TB,STL,0,-1.5,156,-159,10.0,6.0,4.0,1,1,156,-159,10.0,6.0,-4.0
2025-08-22,MIL,SF,SF,MIL,1,-1.5,127,-133,5.0,4.0,1.0,1,1,-133,127,4.0,5.0,1.0
2025-08-22,ARI,CIN,CIN,ARI,1,-1.5,159,-174,6.0,5.0,1.0,1,1,-174,159,5.0,6.0,1.0
2025-08-22,LAD,SD,LAD,SD,0,-1.5,144,-163,1.0,2.0,-1.0,1,0,144,-163,1.0,2.0,1.0
2025-08-22,PIT,COL,COL,PIT,1,-1.5,111,-115,9.0,0.0,9.0,1,1,-115,111,0.0,9.0,9.0
2025-08-22,SEA,OAK,OAK,SEA,1,-1.5,-101,-113,3.0,2.0,1.0,1,1,-113,-101,2.0,3.0,1.0
2025-08-22,MIN,CWS,MIN,CWS,0,-1.5,136,-137,9.0,7.0,2.0,1,1,136,-137,9.0,7.0,-2.0
2025-08-22,CHC,LAA,CHC,LAA,0,-1.5,115,-125,3.0,2.0,1.0,1,1,115,-125,3.0,2.0,-1.0
2025-08-22,TEX,CLE,CLE,TEX,1,-1.5,140,-148,4.0,3.0,1.0,1,1,-148,140,3.0,4.0,1.0
2025-08-22,BAL,HOU,HOU,BAL,1,-1.5,174,-197,7.0,10.0,-3.0,0,0,-197,174,10.0,7.0,-3.0
2025-08-22,ATL,NYM,NYM,ATL,1,-1.5,171,-179,7.0,12.0,-5.0,0,0,-179,171,12.0,7.0,-5.0
2025-08-22,TOR,MIA,TOR,MIA,0,-1.5,100,-109,5.0,2.0,3.0,1,1,100,-109,5.0,2.0,-3.0
2025-08-22,NYY,BOS,NYY,BOS,0,-1.5,121,-129,0.0,1.0,-1.0,1,0,121,-129,0.0,1.0,1.0
2025-08-22,PHI,WAS,WAS,PHI,1,-1.5,118,-123,4.0,5.0,-1.0,1,0,-123,118,5.0,4.0,-1.0
2025-08-22,DET,KAN,KAN,DET,1,-1.5,142,-155,7.0,5.0,2.0,1,1,-155,142,5.0,7.0,2.0
