Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-18,CHC,MIL,CHC,MIL,0,-1.5,162,-186,0.0,7.0,-7.0,0,0,162,-186,0.0,7.0,7.0
2025-08-18,PIT,TOR,TOR,PIT,1,-1.5,205,-226,5.0,2.0,3.0,1,1,-226,205,2.0,5.0,3.0
2025-08-18,DET,HOU,HOU,DET,1,-1.5,149,-157,10.0,0.0,10.0,1,1,-157,149,0.0,10.0,10.0
2025-08-18,LAD,COL,LAD,COL,0,-1.5,-181,173,3.0,4.0,-1.0,1,0,-181,173,3.0,4.0,1.0
2025-08-18,SEA,PHI,SEA,PHI,0,-1.5,177,-184,7.0,12.0,-5.0,0,0,177,-184,7.0,12.0,5.0
2025-08-18,KAN,TEX,TEX,KAN,1,-1.5,161,-178,4.0,3.0,1.0,1,1,-178,161,3.0,4.0,1.0
2025-08-18,CIN,LAA,CIN,LAA,0,-1.5,146,-157,4.0,1.0,3.0,1,1,146,-157,4.0,1.0,-3.0
2025-08-18,MIA,STL,STL,MIA,1,-1.5,154,-164,3.0,8.0,-5.0,0,0,-164,154,8.0,3.0,-5.0
2025-08-18,ATL,CWS,CWS,ATL,1,-1.5,-101,-106,9.0,13.0,-4.0,0,0,-106,-101,13.0,9.0,-4.0
2025-08-18,SD,SF,SD,SF,0,-1.5,153,-170,,,,0,0,153,-170,,,
2025-08-18,BOS,BAL,BAL,BOS,1,-1.5,184,-187,3.0,6.0,-3.0,0,0,-187,184,6.0,3.0,-3.0
2025-08-18,ARI,CLE,CLE,ARI,1,-1.5,178,-203,1.0,3.0,-2.0,0,0,-203,178,3.0,1.0,-2.0
