Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-10,LAA,MIN,LAA,MIN,0,-1.5,157,-175,4.0,3.0,1.0,1,1,157,-175,4.0,3.0,-1.0
2025-09-10,NYY,DET,NYY,DET,0,-1.5,132,-146,1.0,11.0,-10.0,0,0,132,-146,1.0,11.0,10.0
2025-09-10,SD,CIN,SD,CIN,0,-1.5,157,-170,1.0,2.0,-1.0,1,0,157,-170,1.0,2.0,1.0
2025-09-10,SEA,STL,STL,SEA,1,-1.5,102,-110,4.0,2.0,2.0,1,1,-110,102,2.0,4.0,2.0
2025-09-10,PHI,NYM,NYM,PHI,1,-1.5,142,-149,11.0,3.0,8.0,1,1,-149,142,3.0,11.0,8.0
2025-09-10,SF,ARI,SF,ARI,0,-1.5,188,-190,3.0,5.0,-2.0,0,0,188,-190,3.0,5.0,2.0
2025-09-10,LAD,COL,LAD,COL,0,-1.5,-142,130,9.0,0.0,9.0,1,1,-142,130,9.0,0.0,-9.0
2025-09-10,MIA,WAS,WAS,MIA,1,-1.5,144,-154,8.0,3.0,5.0,1,1,-154,144,3.0,8.0,5.0
2025-09-10,MIL,TEX,MIL,TEX,0,-1.5,153,-162,3.0,6.0,-3.0,0,0,153,-162,3.0,6.0,3.0
2025-09-10,PIT,BAL,PIT,BAL,0,-1.5,125,-135,1.0,2.0,-1.0,1,0,125,-135,1.0,2.0,1.0
2025-09-10,CLE,KAN,KAN,CLE,1,-1.5,193,-217,3.0,4.0,-1.0,1,0,-217,193,4.0,3.0,-1.0
2025-09-10,TB,CWS,TB,CWS,0,-1.5,125,-139,5.0,6.0,-1.0,1,0,125,-139,5.0,6.0,1.0
2025-09-10,BOS,OAK,BOS,OAK,0,-1.5,127,-133,4.0,5.0,-1.0,1,0,127,-133,4.0,5.0,1.0
2025-09-10,TOR,HOU,HOU,TOR,1,-1.5,150,-163,2.0,3.0,-1.0,1,0,-163,150,3.0,2.0,-1.0
2025-09-10,ATL,CHC,CHC,ATL,1,-1.5,135,-137,2.0,3.0,-1.0,1,0,-137,135,3.0,2.0,-1.0
