Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-28,SF,COL,SF,COL,0,-1.5,-131,116,4.0,0.0,4.0,1,1,-131,116,4.0,0.0,-4.0
2025-09-28,PHI,MIN,MIN,PHI,1,-1.5,-102,-105,2.0,1.0,1.0,1,1,-105,-102,1.0,2.0,1.0
2025-09-28,SEA,LAD,LAD,SEA,1,-1.5,194,-212,1.0,6.0,-5.0,0,0,-212,194,6.0,1.0,-5.0
2025-09-28,KAN,OAK,KAN,OAK,0,-1.5,116,-128,9.0,2.0,7.0,1,1,116,-128,9.0,2.0,-7.0
2025-09-28,NYY,BAL,NYY,BAL,0,-1.5,127,-133,3.0,2.0,1.0,1,1,127,-133,3.0,2.0,-1.0
2025-09-28,DET,BOS,DET,BOS,0,-1.5,136,-159,3.0,4.0,-1.0,1,0,136,-159,3.0,4.0,1.0
2025-09-28,NYM,MIA,NYM,MIA,0,-1.5,136,-151,0.0,4.0,-4.0,0,0,136,-151,0.0,4.0,4.0
2025-09-28,ATL,PIT,PIT,ATL,1,-1.5,114,-124,4.0,1.0,3.0,1,1,-124,114,1.0,4.0,3.0
2025-09-28,TOR,TB,TB,TOR,1,-1.5,110,-123,13.0,4.0,9.0,1,1,-123,110,4.0,13.0,9.0
2025-09-28,CLE,TEX,TEX,CLE,1,-1.5,162,-174,9.0,8.0,1.0,1,1,-174,162,8.0,9.0,1.0
2025-09-28,SD,ARI,SD,ARI,0,-1.5,173,-195,12.0,4.0,8.0,1,1,173,-195,12.0,4.0,-8.0
2025-09-28,MIL,CIN,CIN,MIL,1,-1.5,160,-181,4.0,2.0,2.0,1,1,-181,160,2.0,4.0,2.0
2025-09-28,WAS,CWS,CWS,WAS,1,-1.5,180,-206,0.0,8.0,-8.0,0,0,-206,180,8.0,0.0,-8.0
2025-09-28,HOU,LAA,HOU,LAA,0,-1.5,132,-142,6.0,2.0,4.0,1,1,132,-142,6.0,2.0,-4.0
2025-09-28,CHC,STL,CHC,STL,0,-1.5,163,-172,2.0,0.0,2.0,1,1,163,-172,2.0,0.0,-2.0
