Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-26,CHC,STL,CHC,STL,0,-1.5,114,-117,12.0,1.0,11.0,1,1,114,-117,12.0,1.0,-11.0
2025-09-26,TOR,TB,TB,TOR,1,-1.5,122,-135,4.0,2.0,2.0,1,1,-135,122,2.0,4.0,2.0
2025-09-26,MIL,CIN,CIN,MIL,1,-1.5,130,-139,1.0,3.0,-2.0,0,0,-139,130,3.0,1.0,-2.0
2025-09-26,NYM,MIA,NYM,MIA,0,-1.5,128,-140,2.0,6.0,-4.0,0,0,128,-140,2.0,6.0,4.0
2025-09-26,CLE,TEX,TEX,CLE,1,-1.5,140,-160,3.0,7.0,-4.0,0,0,-160,140,7.0,3.0,-4.0
2025-09-26,ATL,PIT,PIT,ATL,1,-1.5,133,-152,3.0,9.0,-6.0,0,0,-152,133,9.0,3.0,-6.0
2025-09-26,SD,ARI,SD,ARI,0,-1.5,158,-181,7.0,4.0,3.0,1,1,158,-181,7.0,4.0,-3.0
2025-09-26,PHI,MIN,MIN,PHI,1,-1.5,143,-157,3.0,1.0,2.0,1,1,-157,143,1.0,3.0,2.0
2025-09-26,WAS,CWS,CWS,WAS,1,-1.5,161,-181,9.0,10.0,-1.0,1,0,-181,161,10.0,9.0,-1.0
2025-09-26,BOS,DET,DET,BOS,1,-1.5,171,-199,4.0,3.0,1.0,1,1,-199,171,3.0,4.0,1.0
2025-09-26,HOU,LAA,HOU,LAA,0,-1.5,119,-133,3.0,4.0,-1.0,1,0,119,-133,3.0,4.0,1.0
2025-09-26,SEA,LAD,LAD,SEA,1,-1.5,173,-198,2.0,3.0,-1.0,1,0,-198,173,3.0,2.0,-1.0
2025-09-26,KAN,OAK,KAN,OAK,0,-1.5,135,-206,3.0,4.0,-1.0,1,0,135,-206,3.0,4.0,1.0
2025-09-26,SF,COL,SF,COL,0,-1.5,-106,100,6.0,3.0,3.0,1,1,-106,100,6.0,3.0,-3.0
2025-09-26,NYY,BAL,NYY,BAL,0,-1.5,144,-161,8.0,4.0,4.0,1,1,144,-161,8.0,4.0,-4.0
