Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-04,BOS,KAN,KAN,BOS,1,-1.5,132,-141,8.0,5.0,3.0,1,1,-141,132,5.0,8.0,3.0
2025-08-04,PHI,BAL,BAL,PHI,1,-1.5,105,-116,13.0,3.0,10.0,1,1,-116,105,3.0,13.0,10.0
2025-08-04,MIL,ATL,MIL,ATL,0,-1.5,123,-133,3.0,1.0,2.0,1,1,123,-133,3.0,1.0,-2.0
2025-08-04,SD,ARI,SD,ARI,0,-1.5,131,-144,2.0,6.0,-4.0,0,0,131,-144,2.0,6.0,4.0
2025-08-04,LAA,TB,LAA,TB,0,-1.5,162,-172,5.0,1.0,4.0,1,1,162,-172,5.0,1.0,-4.0
2025-08-04,LAD,STL,LAD,STL,0,-1.5,113,-125,2.0,3.0,-1.0,1,0,113,-125,2.0,3.0,1.0
2025-08-04,NYY,TEX,NYY,TEX,0,-1.5,128,-138,5.0,8.0,-3.0,0,0,128,-138,5.0,8.0,3.0
2025-08-04,TOR,COL,TOR,COL,0,-1.5,-135,126,15.0,1.0,14.0,1,1,-135,126,15.0,1.0,-14.0
2025-08-04,DET,MIN,MIN,DET,1,-1.5,114,-129,6.0,3.0,3.0,1,1,-129,114,3.0,6.0,3.0
2025-08-04,MIA,HOU,HOU,MIA,1,-1.5,169,-183,2.0,8.0,-6.0,0,0,-183,169,8.0,2.0,-6.0
2025-08-04,NYM,CLE,NYM,CLE,0,-1.5,115,-125,6.0,7.0,-1.0,1,0,115,-125,6.0,7.0,1.0
2025-08-04,CHC,CIN,CHC,CIN,0,-1.5,167,-175,2.0,3.0,-1.0,1,0,167,-175,2.0,3.0,1.0
2025-08-04,SF,PIT,SF,PIT,0,-1.5,136,-150,4.0,5.0,-1.0,1,0,136,-150,4.0,5.0,1.0
