Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-13,KAN,WAS,WAS,KAN,1,-1.5,130,-134,7.0,8.0,-1.0,1,0,-134,130,8.0,7.0,-1.0
2025-08-13,KAN,WAS,WAS,KAN,1,-0.5,-122,103,7.0,8.0,-1.0,0,0,103,-122,8.0,7.0,-1.0
2025-08-13,TB,OAK,TB,OAK,0,-1.5,131,-143,8.0,2.0,6.0,1,1,131,-143,8.0,2.0,-6.0
2025-08-13,TB,OAK,TB,OAK,0,-0.5,102,-130,8.0,2.0,6.0,1,1,102,-130,8.0,2.0,-6.0
2025-08-13,LAD,LAA,LAD,LAA,0,-1.5,-124,116,5.0,6.0,-1.0,1,0,-124,116,5.0,6.0,1.0
2025-08-13,HOU,BOS,BOS,HOU,1,-1.5,139,-147,4.0,1.0,3.0,1,1,-147,139,1.0,4.0,3.0
2025-08-13,HOU,BOS,BOS,HOU,1,-0.5,-141,116,4.0,1.0,3.0,1,1,116,-141,1.0,4.0,3.0
2025-08-13,NYM,ATL,NYM,ATL,0,-1.5,107,-113,6.0,11.0,-5.0,0,0,107,-113,6.0,11.0,5.0
2025-08-13,TOR,CHC,CHC,TOR,1,-1.5,170,-176,1.0,4.0,-3.0,0,0,-176,170,4.0,1.0,-3.0
2025-08-13,TOR,CHC,CHC,TOR,1,-0.5,105,-130,1.0,4.0,-3.0,0,0,-130,105,4.0,1.0,-3.0
2025-08-13,STL,COL,STL,COL,0,-1.5,-105,101,5.0,6.0,-1.0,1,0,-105,101,5.0,6.0,1.0
2025-08-13,NYY,MIN,NYY,MIN,0,-0.5,115,-139,1.0,4.0,-3.0,0,0,115,-139,1.0,4.0,3.0
2025-08-13,NYY,MIN,NYY,MIN,0,-1.5,147,-164,1.0,4.0,-3.0,0,0,147,-164,1.0,4.0,3.0
2025-08-13,SEA,BAL,SEA,BAL,0,-0.5,100,-127,3.0,4.0,-1.0,0,0,100,-127,3.0,4.0,1.0
2025-08-13,SEA,BAL,SEA,BAL,0,-1.5,121,-134,3.0,4.0,-1.0,1,0,121,-134,3.0,4.0,1.0
2025-08-13,PHI,CIN,PHI,CIN,0,-1.5,140,-150,0.0,8.0,-8.0,0,0,140,-150,0.0,8.0,8.0
2025-08-13,PHI,CIN,PHI,CIN,0,-0.5,121,-150,0.0,8.0,-8.0,0,0,121,-150,0.0,8.0,8.0
2025-08-13,DET,CWS,DET,CWS,0,-0.5,116,-136,1.0,0.0,1.0,1,1,116,-136,1.0,0.0,-1.0
2025-08-13,DET,CWS,DET,CWS,0,-1.5,134,-144,1.0,0.0,1.0,1,1,134,-144,1.0,0.0,-1.0
2025-08-13,MIL,PIT,PIT,MIL,1,-1.5,-118,110,12.0,5.0,7.0,1,1,110,-118,5.0,12.0,7.0
2025-08-13,TEX,ARI,ARI,TEX,1,-0.5,101,-119,4.0,6.0,-2.0,0,0,-119,101,6.0,4.0,-2.0
2025-08-13,TEX,ARI,ARI,TEX,1,-1.5,148,-164,4.0,6.0,-2.0,0,0,-164,148,6.0,4.0,-2.0
2025-08-13,SD,SF,SD,SF,0,-0.5,-115,100,11.0,1.0,10.0,1,1,-115,100,11.0,1.0,-10.0
2025-08-13,SD,SF,SD,SF,0,-1.5,114,-122,11.0,1.0,10.0,1,1,114,-122,11.0,1.0,-10.0
2025-08-13,CLE,MIA,MIA,CLE,1,-0.5,121,-155,4.0,13.0,-9.0,0,0,-155,121,13.0,4.0,-9.0
2025-08-13,CLE,MIA,MIA,CLE,1,-1.5,173,-184,4.0,13.0,-9.0,0,0,-184,173,13.0,4.0,-9.0
