Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-12,NYM,TEX,NYM,TEX,0,-1.5,196,-210,3.0,8.0,-5.0,0,0,196,-210,3.0,8.0,5.0
2025-09-12,ATL,HOU,HOU,ATL,1,-1.5,182,-199,3.0,11.0,-8.0,0,0,-199,182,11.0,3.0,-8.0
2025-09-12,CHC,TB,CHC,TB,0,-1.5,143,-152,6.0,4.0,2.0,1,1,143,-152,6.0,4.0,-2.0
2025-09-12,CLE,CWS,CWS,CLE,1,-1.5,152,-169,4.0,0.0,4.0,1,1,-169,152,0.0,4.0,4.0
2025-09-12,OAK,CIN,CIN,OAK,1,-1.5,162,-185,3.0,0.0,3.0,1,1,-185,162,0.0,3.0,3.0
2025-09-12,LAD,SF,LAD,SF,0,-1.5,113,-123,1.0,5.0,-4.0,0,0,113,-123,1.0,5.0,4.0
2025-09-12,TOR,BAL,BAL,TOR,1,-1.5,165,-185,6.0,1.0,5.0,1,1,-185,165,1.0,6.0,5.0
2025-09-12,DET,MIA,DET,MIA,0,-1.5,101,-104,2.0,8.0,-6.0,0,0,101,-104,2.0,8.0,6.0
2025-09-12,NYY,BOS,NYY,BOS,0,-1.5,142,-148,4.0,1.0,3.0,1,1,142,-148,4.0,1.0,-3.0
2025-09-12,MIN,ARI,ARI,MIN,1,-1.5,159,-165,9.0,8.0,1.0,1,1,-165,159,8.0,9.0,1.0
2025-09-12,MIL,STL,STL,MIL,1,-1.5,112,-123,8.0,2.0,6.0,1,1,-123,112,2.0,8.0,6.0
2025-09-12,SD,COL,SD,COL,0,-1.5,-123,119,2.0,4.0,-2.0,0,0,-123,119,2.0,4.0,2.0
2025-09-12,PHI,KAN,KAN,PHI,1,-1.5,153,-168,8.0,2.0,6.0,1,1,-168,153,2.0,8.0,6.0
2025-09-12,WAS,PIT,PIT,WAS,1,-1.5,199,-218,6.0,5.0,1.0,1,1,-218,199,5.0,6.0,1.0
2025-09-12,SEA,LAA,LAA,SEA,1,-1.5,123,-129,2.0,1.0,1.0,1,1,-129,123,1.0,2.0,1.0
