Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-03,LAD,PIT,LAD,PIT,0,-1.5,106,-109,0.0,3.0,-3.0,0,0,106,-109,0.0,3.0,3.0
2025-09-03,STL,OAK,STL,OAK,0,-1.5,189,-218,5.0,1.0,4.0,1,1,189,-218,5.0,1.0,-4.0
2025-09-03,SEA,TB,SEA,TB,0,-1.5,125,-134,4.0,9.0,-5.0,0,0,125,-134,4.0,9.0,5.0
2025-09-03,SD,BAL,SD,BAL,0,-1.5,134,-143,5.0,7.0,-2.0,0,0,134,-143,5.0,7.0,2.0
2025-09-03,ARI,TEX,TEX,ARI,1,-1.5,168,-174,2.0,0.0,2.0,1,1,-174,168,0.0,2.0,2.0
2025-09-03,TOR,CIN,TOR,CIN,0,-1.5,106,-116,13.0,9.0,4.0,1,1,106,-116,13.0,9.0,-4.0
2025-09-03,MIA,WAS,MIA,WAS,0,-1.5,114,-124,5.0,10.0,-5.0,0,0,114,-124,5.0,10.0,5.0
2025-09-03,NYM,DET,NYM,DET,0,-1.5,147,-159,2.0,6.0,-4.0,0,0,147,-159,2.0,6.0,4.0
2025-09-03,CHC,ATL,CHC,ATL,0,-1.5,142,-154,1.0,5.0,-4.0,0,0,142,-154,1.0,5.0,4.0
2025-09-03,MIN,CWS,CWS,MIN,1,-1.5,125,-136,3.0,4.0,-1.0,1,0,-136,125,4.0,3.0,-1.0
2025-09-03,MIL,PHI,PHI,MIL,1,-1.5,181,-202,6.0,3.0,3.0,1,1,-202,181,3.0,6.0,3.0
2025-09-03,NYY,HOU,NYY,HOU,0,-1.5,133,-149,7.0,8.0,-1.0,1,0,133,-149,7.0,8.0,1.0
2025-09-03,KAN,LAA,LAA,KAN,1,-1.5,121,-128,3.0,4.0,-1.0,1,0,-128,121,4.0,3.0,-1.0
2025-09-03,SF,COL,SF,COL,0,-1.5,-128,118,10.0,8.0,2.0,1,1,-128,118,10.0,8.0,-2.0
2025-09-03,BOS,CLE,CLE,BOS,1,-1.5,142,-150,1.0,8.0,-7.0,0,0,-150,142,8.0,1.0,-7.0
