Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-20,OAK,PIT,OAK,PIT,0,-1.5,154,-170,,,,0,0,154,-170,,,
2025-09-20,ARI,PHI,PHI,ARI,1,-1.5,178,-206,,,,0,0,-206,178,,,
2025-09-20,TOR,KAN,TOR,KAN,0,-1.5,133,-135,,,,0,0,133,-135,,,
