Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-02,LAD,TB,LAD,TB,0,-1.5,141,-155,0.0,4.0,-4.0,0,0,141,-155,0.0,4.0,4.0
2025-08-02,CHC,BAL,CHC,BAL,0,-1.5,-102,-102,3.0,4.0,-1.0,1,0,-102,-102,3.0,4.0,1.0
2025-08-02,BOS,HOU,HOU,BOS,1,-1.5,170,-181,7.0,3.0,4.0,1,1,-181,170,3.0,7.0,4.0
2025-08-02,TOR,KAN,KAN,TOR,1,-1.5,152,-164,4.0,2.0,2.0,1,1,-164,152,2.0,4.0,2.0
2025-08-02,MIL,WAS,MIL,WAS,0,-1.5,-111,106,8.0,2.0,6.0,1,1,-111,106,8.0,2.0,-6.0
2025-08-02,PIT,COL,PIT,COL,0,-1.5,-150,133,5.0,8.0,-3.0,0,0,-150,133,5.0,8.0,3.0
2025-08-02,SEA,TEX,TEX,SEA,1,-1.5,186,-193,4.0,6.0,-2.0,0,0,-193,186,6.0,4.0,-2.0
2025-08-02,ATL,CIN,ATL,CIN,0,-1.5,143,-160,,,,0,0,143,-160,,,
2025-08-02,SD,STL,SD,STL,0,-1.5,151,-162,5.0,8.0,-3.0,0,0,151,-162,5.0,8.0,3.0
2025-08-02,LAA,CWS,LAA,CWS,0,-1.5,149,-157,0.0,1.0,-1.0,1,0,149,-157,0.0,1.0,1.0
2025-08-02,DET,PHI,DET,PHI,0,-1.5,191,-201,7.0,5.0,2.0,1,1,191,-201,7.0,5.0,-2.0
2025-08-02,NYY,MIA,NYY,MIA,0,-1.5,169,-178,0.0,2.0,-2.0,0,0,169,-178,0.0,2.0,2.0
2025-08-02,CLE,MIN,MIN,CLE,1,-1.5,150,-159,5.0,4.0,1.0,1,1,-159,150,4.0,5.0,1.0
2025-08-02,OAK,ARI,ARI,OAK,1,-1.5,169,-188,2.0,7.0,-5.0,0,0,-188,169,7.0,2.0,-5.0
2025-08-02,NYM,SF,NYM,SF,0,-1.5,112,-120,12.0,6.0,6.0,1,1,112,-120,12.0,6.0,-6.0
