Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-23,KAN,LAA,KAN,LAA,0,-1.5,105,-109,8.0,4.0,4.0,1,1,105,-109,8.0,4.0,-4.0
2025-09-23,CHC,NYM,CHC,NYM,0,-1.5,197,-204,7.0,9.0,-2.0,0,0,197,-204,7.0,9.0,2.0
2025-09-23,LAD,ARI,LAD,ARI,0,-1.5,110,-118,4.0,5.0,-1.0,1,0,110,-118,4.0,5.0,1.0
2025-09-23,TOR,BOS,BOS,TOR,1,-1.5,137,-151,1.0,4.0,-3.0,0,0,-151,137,4.0,1.0,-3.0
2025-09-23,ATL,WAS,WAS,ATL,1,-1.5,107,-111,3.0,2.0,1.0,1,1,-111,107,2.0,3.0,1.0
2025-09-23,OAK,HOU,HOU,OAK,1,-1.5,179,-205,5.0,1.0,4.0,1,1,-205,179,1.0,5.0,4.0
2025-09-23,CIN,PIT,PIT,CIN,1,-1.5,135,-137,2.0,4.0,-2.0,0,0,-137,135,4.0,2.0,-2.0
2025-09-23,SF,STL,SF,STL,0,-1.5,121,-131,8.0,9.0,-1.0,1,0,121,-131,8.0,9.0,1.0
2025-09-23,DET,CLE,DET,CLE,0,-1.5,129,-137,2.0,5.0,-3.0,0,0,129,-137,2.0,5.0,3.0
2025-09-23,TB,BAL,TB,BAL,0,-1.5,147,-162,0.0,6.0,-6.0,0,0,147,-162,0.0,6.0,6.0
2025-09-23,NYY,CWS,NYY,CWS,0,-1.5,-108,105,3.0,2.0,1.0,1,1,-108,105,3.0,2.0,-1.0
2025-09-23,PHI,MIA,MIA,PHI,1,-1.5,-105,102,5.0,6.0,-1.0,1,0,102,-105,6.0,5.0,-1.0
2025-09-23,TEX,MIN,MIN,TEX,1,-1.5,157,-171,1.0,4.0,-3.0,0,0,-171,157,4.0,1.0,-3.0
2025-09-23,SD,MIL,SD,MIL,0,-1.5,187,-215,7.0,0.0,7.0,1,1,187,-215,7.0,0.0,-7.0
2025-09-23,SEA,COL,COL,SEA,1,-1.5,-126,119,4.0,3.0,1.0,1,1,119,-126,3.0,4.0,1.0
