Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-29,HOU,LAA,LAA,HOU,1,-1.5,128,-138,2.0,0.0,2.0,1,1,-138,128,0.0,2.0,2.0
2025-08-29,CIN,STL,STL,CIN,1,-1.5,167,-178,5.0,7.0,-2.0,0,0,-178,167,7.0,5.0,-2.0
2025-08-29,LAD,ARI,LAD,ARI,0,-1.5,113,-122,0.0,3.0,-3.0,0,0,113,-122,0.0,3.0,3.0
2025-08-29,SEA,CLE,SEA,CLE,0,-1.5,113,-127,4.0,5.0,-1.0,1,0,113,-127,4.0,5.0,1.0
2025-08-29,KAN,DET,DET,KAN,1,-1.5,172,-189,3.0,5.0,-2.0,0,0,-189,172,5.0,3.0,-2.0
2025-08-29,OAK,TEX,TEX,OAK,1,-1.5,141,-154,2.0,5.0,-3.0,0,0,-154,141,5.0,2.0,-3.0
2025-08-29,CHC,COL,CHC,COL,0,-1.5,-148,138,11.0,7.0,4.0,1,1,-148,138,11.0,7.0,-4.0
2025-08-29,NYM,MIA,NYM,MIA,0,-1.5,125,-135,19.0,9.0,10.0,1,1,125,-135,19.0,9.0,-10.0
2025-08-29,NYY,CWS,NYY,CWS,0,-1.5,-126,119,10.0,2.0,8.0,1,1,-126,119,10.0,2.0,-8.0
2025-08-29,TOR,MIL,MIL,TOR,1,-1.5,174,-185,2.0,7.0,-5.0,0,0,-185,174,7.0,2.0,-5.0
2025-08-29,PHI,ATL,ATL,PHI,1,-1.5,114,-123,2.0,1.0,1.0,1,1,-123,114,1.0,2.0,1.0
2025-08-29,TB,WAS,TB,WAS,0,-1.5,122,-128,4.0,1.0,3.0,1,1,122,-128,4.0,1.0,-3.0
2025-08-29,SD,MIN,SD,MIN,0,-1.5,128,-145,4.0,7.0,-3.0,0,0,128,-145,4.0,7.0,3.0
2025-08-29,SF,BAL,SF,BAL,0,-1.5,157,-174,15.0,8.0,7.0,1,1,157,-174,15.0,8.0,-7.0
2025-08-29,PIT,BOS,PIT,BOS,0,-1.5,172,-188,4.0,2.0,2.0,1,1,172,-188,4.0,2.0,-2.0
