Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-15,BOS,MIA,MIA,BOS,1,-1.5,131,-144,2.0,1.0,1.0,1,1,-144,131,1.0,2.0,1.0
2025-08-15,HOU,BAL,BAL,HOU,1,-1.5,103,-110,0.0,7.0,-7.0,0,0,-110,103,7.0,0.0,-7.0
2025-08-15,LAD,SD,LAD,SD,0,-1.5,126,-134,3.0,2.0,1.0,1,1,126,-134,3.0,2.0,-1.0
2025-08-15,DET,MIN,DET,MIN,0,-1.5,134,-140,7.0,0.0,7.0,1,1,134,-140,7.0,0.0,-7.0
2025-08-15,CLE,ATL,ATL,CLE,1,-1.5,182,-199,0.0,2.0,-2.0,0,0,-199,182,2.0,0.0,-2.0
2025-08-15,MIL,CIN,MIL,CIN,0,-1.5,119,-131,10.0,8.0,2.0,1,1,119,-131,10.0,8.0,-2.0
2025-08-15,ARI,COL,ARI,COL,0,-1.5,-127,121,3.0,4.0,-1.0,1,0,-127,121,3.0,4.0,1.0
2025-08-15,KAN,CWS,CWS,KAN,1,-1.5,122,-130,3.0,1.0,2.0,1,1,-130,122,1.0,3.0,2.0
2025-08-15,SF,TB,SF,TB,0,-1.5,167,-180,6.0,7.0,-1.0,1,0,167,-180,6.0,7.0,1.0
2025-08-15,NYY,STL,NYY,STL,0,-1.5,125,-141,4.0,3.0,1.0,1,1,125,-141,4.0,3.0,-1.0
2025-08-15,OAK,LAA,LAA,OAK,1,-1.5,191,-215,10.0,3.0,7.0,1,1,-215,191,3.0,10.0,7.0
2025-08-15,PHI,WAS,PHI,WAS,0,-1.5,-104,101,6.0,2.0,4.0,1,1,-104,101,6.0,2.0,-4.0
2025-08-15,NYM,SEA,NYM,SEA,0,-1.5,186,-199,9.0,11.0,-2.0,0,0,186,-199,9.0,11.0,2.0
2025-08-15,TEX,TOR,TEX,TOR,0,-1.5,161,-181,5.0,6.0,-1.0,1,0,161,-181,5.0,6.0,1.0
