Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-09,CLE,KAN,KAN,CLE,1,-1.5,183,-212,2.0,0.0,2.0,1,1,-212,183,0.0,2.0,2.0
2025-09-09,NYY,DET,NYY,DET,0,-1.5,132,-150,2.0,12.0,-10.0,0,0,132,-150,2.0,12.0,10.0
2025-09-09,LAD,COL,LAD,COL,0,-1.5,-142,130,7.0,2.0,5.0,1,1,-142,130,7.0,2.0,-5.0
2025-09-09,SEA,STL,STL,SEA,1,-1.5,103,-116,5.0,3.0,2.0,1,1,-116,103,3.0,5.0,2.0
2025-09-09,SF,ARI,SF,ARI,0,-1.5,161,-169,5.0,3.0,2.0,1,1,161,-169,5.0,3.0,-2.0
2025-09-09,ATL,CHC,CHC,ATL,1,-1.5,199,-222,1.0,6.0,-5.0,0,0,-222,199,6.0,1.0,-5.0
2025-09-09,BAL,PIT,PIT,BAL,1,-1.5,146,-158,3.0,2.0,1.0,1,1,-158,146,2.0,3.0,1.0
2025-09-09,OAK,BOS,BOS,OAK,1,-1.5,175,-199,0.0,6.0,-6.0,0,0,-199,175,6.0,0.0,-6.0
2025-09-09,MIN,LAA,MIN,LAA,0,-1.5,136,-159,2.0,12.0,-10.0,0,0,136,-159,2.0,12.0,10.0
2025-09-09,TOR,HOU,HOU,TOR,1,-1.5,137,-155,4.0,3.0,1.0,1,1,-155,137,3.0,4.0,1.0
2025-09-09,MIA,WAS,WAS,MIA,1,-1.5,174,-195,5.0,7.0,-2.0,0,0,-195,174,7.0,5.0,-2.0
2025-09-09,PHI,NYM,NYM,PHI,1,-1.5,162,-182,9.0,3.0,6.0,1,1,-182,162,3.0,9.0,6.0
2025-09-09,TB,CWS,TB,CWS,0,-1.5,124,-135,5.0,4.0,1.0,1,1,124,-135,5.0,4.0,-1.0
2025-09-09,SD,CIN,SD,CIN,0,-1.5,118,-129,2.0,4.0,-2.0,0,0,118,-129,2.0,4.0,2.0
2025-09-09,MIL,TEX,MIL,TEX,0,-1.5,151,-169,4.0,5.0,-1.0,1,0,151,-169,4.0,5.0,1.0
