Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-13,NYM,TEX,NYM,TEX,0,-1.5,133,-143,2.0,3.0,-1.0,1,0,133,-143,2.0,3.0,1.0
2025-09-13,SEA,LAA,LAA,SEA,1,-1.5,-100,-110,5.0,3.0,2.0,1,1,-110,-100,3.0,5.0,2.0
2025-09-13,LAD,SF,LAD,SF,0,-1.5,152,-175,13.0,7.0,6.0,1,1,152,-175,13.0,7.0,-6.0
2025-09-13,WAS,PIT,PIT,WAS,1,-1.5,197,-214,1.0,5.0,-4.0,0,0,-214,197,5.0,1.0,-4.0
2025-09-13,TOR,BAL,BAL,TOR,1,-1.5,124,-134,5.0,4.0,1.0,1,1,-134,124,4.0,5.0,1.0
2025-09-13,MIL,STL,STL,MIL,1,-1.5,136,-149,9.0,8.0,1.0,1,1,-149,136,8.0,9.0,1.0
2025-09-13,NYY,BOS,NYY,BOS,0,-1.5,123,-128,5.0,3.0,2.0,1,1,123,-128,5.0,3.0,-2.0
2025-09-13,HOU,ATL,HOU,ATL,0,-1.5,132,-139,6.0,2.0,4.0,1,1,132,-139,6.0,2.0,-4.0
2025-09-13,DET,MIA,DET,MIA,0,-1.5,132,-144,4.0,6.0,-2.0,0,0,132,-144,4.0,6.0,2.0
2025-09-13,MIN,ARI,ARI,MIN,1,-1.5,155,-171,2.0,5.0,-3.0,0,0,-171,155,5.0,2.0,-3.0
2025-09-13,CHC,TB,CHC,TB,0,-1.5,192,-199,4.0,5.0,-1.0,1,0,192,-199,4.0,5.0,1.0
2025-09-13,PHI,KAN,KAN,PHI,1,-1.5,145,-161,8.0,6.0,2.0,1,1,-161,145,6.0,8.0,2.0
2025-09-13,CLE,CWS,CWS,CLE,1,-1.5,131,-146,3.0,1.0,2.0,1,1,-146,131,1.0,3.0,2.0
2025-09-13,SD,COL,SD,COL,0,-1.5,-150,135,11.0,3.0,8.0,1,1,-150,135,11.0,3.0,-8.0
2025-09-13,CIN,OAK,CIN,OAK,0,-1.5,140,-158,5.0,11.0,-6.0,0,0,140,-158,5.0,11.0,6.0
