Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-26,DET,OAK,DET,OAK,0,-1.5,121,-128,6.0,7.0,-1.0,1,0,121,-128,6.0,7.0,1.0
2025-08-26,LAD,CIN,LAD,CIN,0,-1.5,120,-133,6.0,3.0,3.0,1,1,120,-133,6.0,3.0,-3.0
2025-08-26,KAN,CWS,KAN,CWS,0,-1.5,144,-164,5.0,4.0,1.0,1,1,144,-164,5.0,4.0,-1.0
2025-08-26,NYY,WAS,NYY,WAS,0,-1.5,123,-127,5.0,1.0,4.0,1,1,123,-127,5.0,1.0,-4.0
2025-08-26,ATL,MIA,ATL,MIA,0,-1.5,137,-148,11.0,2.0,9.0,1,1,137,-148,11.0,2.0,-9.0
2025-08-26,CLE,TB,TB,CLE,1,-1.5,182,-209,3.0,0.0,3.0,1,1,-209,182,0.0,3.0,3.0
2025-08-26,MIL,ARI,ARI,MIL,1,-1.5,151,-158,9.0,8.0,1.0,1,1,-158,151,8.0,9.0,1.0
2025-08-26,TOR,MIN,MIN,TOR,1,-1.5,118,-133,5.0,7.0,-2.0,0,0,-133,118,7.0,5.0,-2.0
2025-08-26,PHI,NYM,PHI,NYM,0,-1.5,155,-173,5.0,6.0,-1.0,1,0,155,-173,5.0,6.0,1.0
2025-08-26,HOU,COL,COL,HOU,1,-1.5,-161,153,1.0,6.0,-5.0,0,0,153,-161,6.0,1.0,-5.0
2025-08-26,BOS,BAL,BOS,BAL,0,-1.5,152,-165,5.0,0.0,5.0,1,1,152,-165,5.0,0.0,-5.0
2025-08-26,TEX,LAA,LAA,TEX,1,-1.5,199,-229,7.0,3.0,4.0,1,1,-229,199,3.0,7.0,4.0
2025-08-26,STL,PIT,STL,PIT,0,-1.5,175,-190,3.0,8.0,-5.0,0,0,175,-190,3.0,8.0,5.0
2025-08-26,SEA,SD,SD,SEA,1,-1.5,183,-207,6.0,7.0,-1.0,1,0,-207,183,7.0,6.0,-1.0
2025-08-26,CHC,SF,CHC,SF,0,-1.5,128,-137,2.0,5.0,-3.0,0,0,128,-137,2.0,5.0,3.0
