Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-05,CHC,WAS,CHC,WAS,0,-1.5,-103,-102,11.0,5.0,6.0,1,1,-103,-102,11.0,5.0,-6.0
2025-09-05,NYM,CIN,NYM,CIN,0,-1.5,141,-155,5.0,4.0,1.0,1,1,141,-155,5.0,4.0,-1.0
2025-09-05,DET,CWS,CWS,DET,1,-1.5,114,-126,5.0,7.0,-2.0,0,0,-126,114,7.0,5.0,-2.0
2025-09-05,ATL,SEA,SEA,ATL,1,-1.5,167,-185,4.0,1.0,3.0,1,1,-185,167,1.0,4.0,3.0
2025-09-05,STL,SF,STL,SF,0,-1.5,178,-201,2.0,8.0,-6.0,0,0,178,-201,2.0,8.0,6.0
2025-09-05,BOS,ARI,BOS,ARI,0,-1.5,127,-143,5.0,10.0,-5.0,0,0,127,-143,5.0,10.0,5.0
2025-09-05,TB,CLE,TB,CLE,0,-1.5,155,-170,1.0,7.0,-6.0,0,0,155,-170,1.0,7.0,6.0
2025-09-05,MIL,PIT,MIL,PIT,0,-1.5,125,-134,5.0,2.0,3.0,1,1,125,-134,5.0,2.0,-3.0
2025-09-05,LAD,BAL,LAD,BAL,0,-1.5,108,-118,1.0,2.0,-1.0,1,0,108,-118,1.0,2.0,1.0
2025-09-05,KAN,MIN,MIN,KAN,1,-1.5,162,-180,2.0,1.0,1.0,1,1,-180,162,1.0,2.0,1.0
2025-09-05,NYY,TOR,NYY,TOR,0,-1.5,160,-178,1.0,7.0,-6.0,0,0,160,-178,1.0,7.0,6.0
2025-09-05,LAA,OAK,LAA,OAK,0,-1.5,135,-143,4.0,10.0,-6.0,0,0,135,-143,4.0,10.0,6.0
2025-09-05,PHI,MIA,PHI,MIA,0,-1.5,-145,131,9.0,3.0,6.0,1,1,-145,131,9.0,3.0,-6.0
2025-09-05,SD,COL,SD,COL,0,-1.5,-138,126,0.0,3.0,-3.0,0,0,-138,126,0.0,3.0,3.0
2025-09-05,HOU,TEX,HOU,TEX,0,-1.5,136,-153,3.0,4.0,-1.0,1,0,136,-153,3.0,4.0,1.0
