Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-25,SEA,COL,COL,SEA,1,-1.5,-106,-104,6.0,2.0,4.0,1,1,-104,-106,2.0,6.0,4.0
2025-09-25,TB,BAL,TB,BAL,0,-1.5,156,-160,5.0,6.0,-1.0,1,0,156,-160,5.0,6.0,1.0
2025-09-25,TEX,MIN,MIN,TEX,1,-1.5,153,-166,0.0,4.0,-4.0,0,0,-166,153,4.0,0.0,-4.0
2025-09-25,KAN,LAA,KAN,LAA,0,-1.5,141,-151,9.0,4.0,5.0,1,1,141,-151,9.0,4.0,-5.0
2025-09-25,NYY,CWS,NYY,CWS,0,-1.5,-139,133,5.0,3.0,2.0,1,1,-139,133,5.0,3.0,-2.0
2025-09-25,NYM,CHC,NYM,CHC,0,-1.5,156,-178,8.0,5.0,3.0,1,1,156,-178,8.0,5.0,-3.0
2025-09-25,TOR,BOS,BOS,TOR,1,-1.5,159,-174,6.0,1.0,5.0,1,1,-174,159,1.0,6.0,5.0
2025-09-25,HOU,OAK,HOU,OAK,0,-1.5,144,-154,11.0,5.0,6.0,1,1,144,-154,11.0,5.0,-6.0
2025-09-25,LAD,ARI,LAD,ARI,0,-1.5,106,-114,8.0,0.0,8.0,1,1,106,-114,8.0,0.0,-8.0
2025-09-25,PHI,MIA,MIA,PHI,1,-1.5,133,-142,1.0,0.0,1.0,1,1,-142,133,0.0,1.0,1.0
2025-09-25,CLE,DET,DET,CLE,1,-1.5,158,-173,2.0,4.0,-2.0,0,0,-173,158,4.0,2.0,-2.0
