Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-06,NYY,TOR,NYY,TOR,0,-1.5,154,-161,3.0,1.0,2.0,1,1,154,-161,3.0,1.0,-2.0
2025-09-06,CHC,WAS,CHC,WAS,0,-1.5,-108,-103,1.0,2.0,-1.0,1,0,-108,-103,1.0,2.0,1.0
2025-09-06,PHI,MIA,PHI,MIA,0,-1.5,109,-124,4.0,2.0,2.0,1,1,109,-124,4.0,2.0,-2.0
2025-09-06,NYM,CIN,NYM,CIN,0,-1.5,132,-143,3.0,6.0,-3.0,0,0,132,-143,3.0,6.0,3.0
2025-09-06,MIL,PIT,MIL,PIT,0,-1.5,124,-134,4.0,1.0,3.0,1,1,124,-134,4.0,1.0,-3.0
2025-09-06,SF,STL,SF,STL,0,-1.5,140,-148,2.0,3.0,-1.0,1,0,140,-148,2.0,3.0,1.0
2025-09-06,DET,CWS,CWS,DET,1,-1.5,-123,109,6.0,0.0,6.0,1,1,109,-123,0.0,6.0,6.0
2025-09-06,TB,CLE,TB,CLE,0,-1.5,155,-173,2.0,3.0,-1.0,1,0,155,-173,2.0,3.0,1.0
2025-09-06,ATL,SEA,SEA,ATL,1,-1.5,157,-174,2.0,10.0,-8.0,0,0,-174,157,10.0,2.0,-8.0
2025-09-06,BOS,ARI,BOS,ARI,0,-1.5,138,-159,1.0,5.0,-4.0,0,0,138,-159,1.0,5.0,4.0
2025-09-06,LAD,BAL,LAD,BAL,0,-1.5,117,-132,3.0,4.0,-1.0,1,0,117,-132,3.0,4.0,1.0
2025-09-06,MIN,KAN,MIN,KAN,0,-1.5,146,-167,2.0,11.0,-9.0,0,0,146,-167,2.0,11.0,9.0
2025-09-06,LAA,OAK,LAA,OAK,0,-1.5,168,-192,4.0,17.0,-13.0,0,0,168,-192,4.0,17.0,13.0
2025-09-06,TEX,HOU,HOU,TEX,1,-1.5,193,-219,0.0,11.0,-11.0,0,0,-219,193,11.0,0.0,-11.0
2025-09-06,SD,COL,SD,COL,0,-1.5,-128,120,10.0,8.0,2.0,1,1,-128,120,10.0,8.0,-2.0
