Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-18,TOR,TB,TOR,TB,0,-1.5,143,-148,0.0,4.0,-4.0,0,0,143,-148,0.0,4.0,4.0
2025-09-18,BOS,OAK,OAK,BOS,1,-1.5,151,-156,3.0,5.0,-2.0,0,0,-156,151,5.0,3.0,-2.0
2025-09-18,MIA,COL,MIA,COL,0,-1.5,-110,106,9.0,7.0,2.0,1,1,-110,106,9.0,7.0,-2.0
2025-09-18,MIL,LAA,LAA,MIL,1,-1.5,-101,-108,5.0,2.0,3.0,1,1,-108,-101,2.0,5.0,3.0
2025-09-18,DET,CLE,CLE,DET,1,-1.5,103,-105,1.0,3.0,-2.0,0,0,-105,103,3.0,1.0,-2.0
2025-09-18,NYM,SD,NYM,SD,0,-1.5,153,-163,6.0,1.0,5.0,1,1,153,-163,6.0,1.0,-5.0
2025-09-18,SEA,KAN,SEA,KAN,0,-1.5,142,-149,2.0,0.0,2.0,1,1,142,-149,2.0,0.0,-2.0
2025-09-18,CIN,CHC,CHC,CIN,1,-1.5,148,-165,1.0,0.0,1.0,1,1,-165,148,0.0,1.0,1.0
2025-09-18,LAD,SF,LAD,SF,0,-1.5,129,-141,2.0,1.0,1.0,1,1,129,-141,2.0,1.0,-1.0
2025-09-18,NYY,BAL,NYY,BAL,0,-1.5,-122,119,7.0,0.0,7.0,1,1,-122,119,7.0,0.0,-7.0
