Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-02,SD,BAL,SD,BAL,0,-1.5,131,-142,2.0,6.0,-4.0,0,0,131,-142,2.0,6.0,4.0
2025-09-02,LAD,PIT,LAD,PIT,0,-1.5,107,-114,7.0,9.0,-2.0,0,0,107,-114,7.0,9.0,2.0
2025-09-02,BOS,CLE,CLE,BOS,1,-1.5,-119,109,11.0,7.0,4.0,1,1,109,-119,7.0,11.0,4.0
2025-09-02,MIA,WAS,MIA,WAS,0,-1.5,163,-183,2.0,5.0,-3.0,0,0,163,-183,2.0,5.0,3.0
2025-09-02,TB,SEA,TB,SEA,0,-1.5,205,-232,6.0,5.0,1.0,1,1,205,-232,6.0,5.0,-1.0
2025-09-02,NYY,HOU,NYY,HOU,0,-1.5,155,-169,7.0,1.0,6.0,1,1,155,-169,7.0,1.0,-6.0
2025-09-02,KAN,LAA,LAA,KAN,1,-1.5,135,-148,1.0,5.0,-4.0,0,0,-148,135,5.0,1.0,-4.0
2025-09-02,SF,COL,SF,COL,0,-1.5,-140,129,7.0,4.0,3.0,1,1,-140,129,7.0,4.0,-3.0
2025-09-02,STL,OAK,STL,OAK,0,-1.5,197,-214,2.0,1.0,1.0,1,1,197,-214,2.0,1.0,-1.0
2025-09-02,NYM,DET,NYM,DET,0,-1.5,134,-145,12.0,5.0,7.0,1,1,134,-145,12.0,5.0,-7.0
2025-09-02,ARI,TEX,TEX,ARI,1,-1.5,182,-205,5.0,3.0,2.0,1,1,-205,182,3.0,5.0,2.0
2025-09-02,CIN,TOR,TOR,CIN,1,-1.5,183,-205,9.0,12.0,-3.0,0,0,-205,183,12.0,9.0,-3.0
2025-09-02,MIN,CWS,CWS,MIN,1,-1.5,140,-155,3.0,12.0,-9.0,0,0,-155,140,12.0,3.0,-9.0
2025-09-02,CHC,ATL,CHC,ATL,0,-1.5,127,-141,4.0,3.0,1.0,1,1,127,-141,4.0,3.0,-1.0
