Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-27,SEA,LAD,LAD,SEA,1,-1.5,185,-214,3.0,5.0,-2.0,0,0,-214,185,5.0,3.0,-2.0
2025-09-27,HOU,LAA,HOU,LAA,0,-1.5,115,-131,6.0,1.0,5.0,1,1,115,-131,6.0,1.0,-5.0
2025-09-27,MIL,CIN,CIN,MIL,1,-1.5,160,-178,4.0,7.0,-3.0,0,0,-178,160,7.0,4.0,-3.0
2025-09-27,CLE,TEX,TEX,CLE,1,-1.5,153,-175,3.0,2.0,1.0,1,1,-175,153,2.0,3.0,1.0
2025-09-27,NYY,BAL,NYY,BAL,0,-1.5,-112,109,6.0,1.0,5.0,1,1,-112,109,6.0,1.0,-5.0
2025-09-27,CHC,STL,CHC,STL,0,-1.5,118,-124,7.0,3.0,4.0,1,1,118,-124,7.0,3.0,-4.0
2025-09-27,SF,COL,SF,COL,0,-1.5,-105,-110,4.0,3.0,1.0,1,1,-105,-110,4.0,3.0,-1.0
2025-09-27,TOR,TB,TB,TOR,1,-1.5,138,-145,5.0,1.0,4.0,1,1,-145,138,1.0,5.0,4.0
2025-09-27,ATL,PIT,PIT,ATL,1,-1.5,126,-143,1.0,3.0,-2.0,0,0,-143,126,3.0,1.0,-2.0
2025-09-27,OAK,KAN,KAN,OAK,1,-1.5,167,-178,2.0,4.0,-2.0,0,0,-178,167,4.0,2.0,-2.0
2025-09-27,WAS,CWS,CWS,WAS,1,-1.5,174,-201,6.0,5.0,1.0,1,1,-201,174,5.0,6.0,1.0
2025-09-27,PHI,MIN,MIN,PHI,1,-1.5,101,-107,0.0,5.0,-5.0,0,0,-107,101,5.0,0.0,-5.0
2025-09-27,SD,ARI,SD,ARI,0,-1.5,160,-183,5.0,1.0,4.0,1,1,160,-183,5.0,1.0,-4.0
2025-09-27,NYM,MIA,NYM,MIA,0,-1.5,129,-140,5.0,0.0,5.0,1,1,129,-140,5.0,0.0,-5.0
2025-09-27,BOS,DET,DET,BOS,1,-1.5,170,-179,1.0,2.0,-1.0,1,0,-179,170,2.0,1.0,-1.0
