Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-19,CHC,MIL,CHC,MIL,0,-1.5,154,-164,6.0,4.0,2.0,1,1,154,-164,6.0,4.0,-2.0
2025-08-19,SD,SF,SD,SF,0,-1.5,104,-107,4.0,1.0,3.0,1,1,104,-107,4.0,1.0,-3.0
2025-08-19,CIN,LAA,CIN,LAA,0,-1.5,130,-139,6.0,4.0,2.0,1,1,130,-139,6.0,4.0,-2.0
2025-08-19,LAD,COL,LAD,COL,0,-1.5,-184,173,11.0,4.0,7.0,1,1,-184,173,11.0,4.0,-7.0
2025-08-19,ARI,CLE,CLE,ARI,1,-1.5,170,-189,6.0,5.0,1.0,1,1,-189,170,5.0,6.0,1.0
2025-08-19,KAN,TEX,TEX,KAN,1,-1.5,190,-214,5.0,2.0,3.0,1,1,-214,190,2.0,5.0,3.0
2025-08-19,MIN,OAK,OAK,MIN,1,-1.5,157,-169,3.0,6.0,-3.0,0,0,-169,157,6.0,3.0,-3.0
2025-08-19,NYY,TB,NYY,TB,0,-1.5,142,-154,13.0,3.0,10.0,1,1,142,-154,13.0,3.0,-10.0
2025-08-19,ATL,CWS,CWS,ATL,1,-1.5,130,-142,11.0,10.0,1.0,1,1,-142,130,10.0,11.0,1.0
2025-08-19,TOR,PIT,TOR,PIT,0,-1.5,119,-123,7.0,3.0,4.0,1,1,119,-123,7.0,3.0,-4.0
2025-08-19,DET,HOU,HOU,DET,1,-1.5,146,-150,1.0,0.0,1.0,1,1,-150,146,0.0,1.0,1.0
2025-08-19,PHI,SEA,SEA,PHI,1,-1.5,116,-122,6.0,4.0,2.0,1,1,-122,116,4.0,6.0,2.0
2025-08-19,MIA,STL,STL,MIA,1,-1.5,154,-162,4.0,7.0,-3.0,0,0,-162,154,7.0,4.0,-3.0
2025-08-19,NYM,WAS,NYM,WAS,0,-1.5,-117,111,8.0,1.0,7.0,1,1,-117,111,8.0,1.0,-7.0
2025-08-19,BOS,BAL,BAL,BOS,1,-1.5,160,-168,3.0,4.0,-1.0,1,0,-168,160,4.0,3.0,-1.0
