Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-14,DET,MIN,DET,MIN,0,-1.5,-113,107,4.0,3.0,1.0,1,1,-113,107,4.0,3.0,-1.0
2025-08-14,PHI,WAS,PHI,WAS,0,-0.5,-137,107,2.0,3.0,-1.0,0,0,-137,107,2.0,3.0,1.0
2025-08-14,PHI,WAS,PHI,WAS,0,-1.5,-113,110,2.0,3.0,-1.0,1,0,-113,110,2.0,3.0,1.0
2025-08-14,SEA,BAL,SEA,BAL,0,-0.5,117,-138,3.0,5.0,-2.0,0,0,117,-138,3.0,5.0,2.0
2025-08-14,SEA,BAL,SEA,BAL,0,-1.5,131,-139,3.0,5.0,-2.0,0,0,131,-139,3.0,5.0,2.0
2025-08-14,ARI,COL,ARI,COL,0,-1.5,-115,106,8.0,2.0,6.0,1,1,-115,106,8.0,2.0,-6.0
2025-08-14,ARI,COL,ARI,COL,0,-0.5,-125,-102,8.0,2.0,6.0,1,1,-125,-102,8.0,2.0,-6.0
2025-08-14,CLE,MIA,MIA,CLE,1,-1.5,194,-195,9.0,4.0,5.0,1,1,-195,194,4.0,9.0,5.0
2025-08-14,CLE,MIA,MIA,CLE,1,-0.5,130,-160,9.0,4.0,5.0,1,1,-160,130,4.0,9.0,5.0
2025-08-14,TOR,CHC,CHC,TOR,1,-1.5,210,-212,2.0,1.0,1.0,1,1,-212,210,1.0,2.0,1.0
2025-08-14,CHC,TOR,CHC,TOR,0,-0.5,123,-148,1.0,2.0,-1.0,0,0,123,-148,1.0,2.0,1.0
2025-08-14,NYM,ATL,NYM,ATL,0,-1.5,121,-156,3.0,4.0,-1.0,1,0,121,-156,3.0,4.0,1.0
