Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-08,MIL,TEX,MIL,TEX,0,-1.5,144,-159,0.0,5.0,-5.0,0,0,144,-159,0.0,5.0,5.0
2025-09-08,SD,CIN,SD,CIN,0,-1.5,160,-178,4.0,3.0,1.0,1,1,160,-178,4.0,3.0,-1.0
2025-09-08,NYM,PHI,NYM,PHI,0,-1.5,140,-148,0.0,1.0,-1.0,1,0,140,-148,0.0,1.0,1.0
2025-09-08,CLE,KAN,KAN,CLE,1,-1.5,192,-207,10.0,2.0,8.0,1,1,-207,192,2.0,10.0,8.0
2025-09-08,LAA,MIN,LAA,MIN,0,-1.5,165,-182,3.0,12.0,-9.0,0,0,165,-182,3.0,12.0,9.0
2025-09-08,SEA,STL,STL,SEA,1,-1.5,-104,-104,4.0,2.0,2.0,1,1,-104,-104,2.0,4.0,2.0
2025-09-08,SF,ARI,SF,ARI,0,-1.5,121,-137,11.0,5.0,6.0,1,1,121,-137,11.0,5.0,-6.0
2025-09-08,BOS,OAK,BOS,OAK,0,-1.5,101,-110,7.0,0.0,7.0,1,1,101,-110,7.0,0.0,-7.0
2025-09-08,CHC,ATL,CHC,ATL,0,-1.5,149,-155,1.0,4.0,-3.0,0,0,149,-155,1.0,4.0,3.0
2025-09-08,LAD,COL,LAD,COL,0,-1.5,-154,135,3.0,1.0,2.0,1,1,-154,135,3.0,1.0,-2.0
2025-09-08,MIA,WAS,WAS,MIA,1,-1.5,168,-184,7.0,15.0,-8.0,0,0,-184,168,15.0,7.0,-8.0
