Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-24,CHC,LAA,CHC,LAA,0,-1.5,118,-134,4.0,3.0,1.0,1,1,118,-134,4.0,3.0,-1.0
2025-08-24,DET,KAN,KAN,DET,1,-1.5,141,-156,8.0,10.0,-2.0,0,0,-156,141,10.0,8.0,-2.0
2025-08-24,SEA,OAK,OAK,SEA,1,-1.5,138,-147,11.0,4.0,7.0,1,1,-147,138,4.0,11.0,7.0
2025-08-24,MIL,SF,SF,MIL,1,-1.5,163,-185,3.0,4.0,-1.0,1,0,-185,163,4.0,3.0,-1.0
2025-08-24,NYY,BOS,NYY,BOS,0,-1.5,132,-148,7.0,2.0,5.0,1,1,132,-148,7.0,2.0,-5.0
2025-08-24,NYM,ATL,NYM,ATL,0,-1.5,123,-133,3.0,4.0,-1.0,1,0,123,-133,3.0,4.0,1.0
2025-08-24,BAL,HOU,HOU,BAL,1,-1.5,155,-174,3.0,2.0,1.0,1,1,-174,155,2.0,3.0,1.0
2025-08-24,PHI,WAS,WAS,PHI,1,-1.5,-129,123,3.0,2.0,1.0,1,1,123,-129,2.0,3.0,1.0
2025-08-24,TOR,MIA,TOR,MIA,0,-1.5,136,-147,3.0,5.0,-2.0,0,0,136,-147,3.0,5.0,2.0
2025-08-24,MIN,CWS,MIN,CWS,0,-1.5,142,-155,0.0,8.0,-8.0,0,0,142,-155,0.0,8.0,8.0
2025-08-24,ARI,CIN,CIN,ARI,1,-1.5,168,-186,1.0,6.0,-5.0,0,0,-186,168,6.0,1.0,-5.0
2025-08-24,TEX,CLE,CLE,TEX,1,-1.5,181,-193,5.0,0.0,5.0,1,1,-193,181,0.0,5.0,5.0
2025-08-24,SD,LAD,SD,LAD,0,-1.5,204,-215,2.0,8.0,-6.0,0,0,204,-215,2.0,8.0,6.0
