Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-11,DET,CWS,DET,CWS,0,-0.5,-101,-126,2.0,1.0,1.0,1,1,-101,-126,2.0,1.0,-1.0
2025-08-11,DET,CWS,DET,CWS,0,-1.5,119,-126,2.0,1.0,1.0,1,1,119,-126,2.0,1.0,-1.0
2025-08-11,BOS,HOU,BOS,HOU,0,-1.5,105,-112,6.0,7.0,-1.0,1,0,105,-112,6.0,7.0,1.0
2025-08-11,BOS,HOU,BOS,HOU,0,-0.5,-135,107,6.0,7.0,-1.0,0,0,-135,107,6.0,7.0,1.0
2025-08-11,SF,SD,SF,SD,0,-1.5,164,-181,1.0,4.0,-3.0,0,0,164,-181,1.0,4.0,3.0
2025-08-11,SF,SD,SF,SD,0,-0.5,-105,-122,1.0,4.0,-3.0,0,0,-105,-122,1.0,4.0,3.0
2025-08-11,LAD,LAA,LAD,LAA,0,-0.5,-117,-109,4.0,7.0,-3.0,0,0,-117,-109,4.0,7.0,3.0
2025-08-11,LAD,LAA,LAD,LAA,0,-1.5,-106,102,4.0,7.0,-3.0,0,0,-106,102,4.0,7.0,3.0
2025-08-11,KAN,WAS,WAS,KAN,1,-0.5,113,-145,7.0,4.0,3.0,1,1,-145,113,4.0,7.0,3.0
2025-08-11,KAN,WAS,WAS,KAN,1,-1.5,148,-155,7.0,4.0,3.0,1,1,-155,148,4.0,7.0,3.0
2025-08-11,MIL,PIT,PIT,MIL,1,-0.5,-126,100,7.0,1.0,6.0,1,1,100,-126,1.0,7.0,6.0
2025-08-11,MIL,PIT,PIT,MIL,1,-1.5,106,-110,7.0,1.0,6.0,1,1,-110,106,1.0,7.0,6.0
2025-08-11,OAK,TB,TB,OAK,1,-0.5,103,-132,4.0,7.0,-3.0,0,0,-132,103,7.0,4.0,-3.0
2025-08-11,OAK,TB,TB,OAK,1,-1.5,178,-196,4.0,7.0,-3.0,0,0,-196,178,7.0,4.0,-3.0
2025-08-11,NYY,MIN,NYY,MIN,0,-0.5,-101,-127,6.0,2.0,4.0,1,1,-101,-127,6.0,2.0,-4.0
2025-08-11,NYY,MIN,NYY,MIN,0,-1.5,119,-131,6.0,2.0,4.0,1,1,119,-131,6.0,2.0,-4.0
2025-08-11,CIN,PHI,PHI,CIN,1,-0.5,100,-127,1.0,4.0,-3.0,0,0,-127,100,4.0,1.0,-3.0
2025-08-11,CIN,PHI,PHI,CIN,1,-1.5,175,-180,1.0,4.0,-3.0,0,0,-180,175,4.0,1.0,-3.0
2025-08-11,TEX,ARI,ARI,TEX,1,-0.5,-115,-111,7.0,6.0,1.0,1,1,-111,-115,6.0,7.0,1.0
2025-08-11,TEX,ARI,ARI,TEX,1,-1.5,147,-152,7.0,6.0,1.0,1,1,-152,147,6.0,7.0,1.0
2025-08-11,STL,COL,STL,COL,0,-0.5,-142,111,3.0,2.0,1.0,1,1,-142,111,3.0,2.0,-1.0
2025-08-11,STL,COL,STL,COL,0,-1.5,-103,-102,3.0,2.0,1.0,1,1,-103,-102,3.0,2.0,-1.0
