game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
287136,2011-04-18,111,141,Boston Red Sox,Toronto Blue Jays,14,14,44.0,49.3,41,32,0.93,0.65,30,17,0.68,0.34,18,25,0.41,0.51,37,46,0.84,0.93,7,3,0.16,0.06,6.14,3.1,1.34,1.16,7.57,8.39,2.06,1.84,1.43,0.55,3.68,4.56
287135,2011-04-18,115,137,Colorado Rockies,San Francisco Giants,14,15,51.7,53.7,51,42,0.99,0.78,18,19,0.35,0.35,16,15,0.31,0.28,46,49,0.89,0.91,5,2,0.1,0.04,3.14,3.19,1.3,1.06,8.01,8.22,2.88,3.27,0.87,0.34,2.79,2.52
287134,2011-04-18,112,135,Chicago Cubs,San Diego Padres,15,15,45.0,53.0,40,45,0.89,0.85,21,16,0.47,0.3,27,20,0.6,0.38,52,48,1.16,0.91,3,2,0.07,0.04,4.2,2.72,1.49,1.23,10.4,8.15,1.93,2.4,0.6,0.34,5.4,3.4
287133,2011-04-18,113,134,Cincinnati Reds,Pittsburgh Pirates,15,14,48.7,48.0,46,47,0.95,0.98,17,17,0.35,0.35,26,24,0.53,0.5,46,43,0.95,0.9,4,3,0.08,0.06,3.14,3.19,1.48,1.48,8.51,8.06,1.77,1.79,0.74,0.56,4.81,4.5
287131,2011-04-18,143,158,Philadelphia Phillies,Milwaukee Brewers,12,14,37.7,40.7,29,37,0.77,0.91,9,17,0.24,0.42,15,18,0.4,0.44,28,29,0.74,0.71,0,8,0.0,0.2,2.15,3.76,1.17,1.35,6.69,6.42,1.87,1.61,0.0,1.77,3.58,3.98
287132,2011-04-18,110,142,Baltimore Orioles,Minnesota Twins,14,15,47.7,42.0,44,40,0.92,0.95,23,19,0.48,0.45,23,20,0.48,0.48,37,25,0.78,0.6,9,3,0.19,0.07,4.34,4.07,1.41,1.43,6.99,5.36,1.61,1.25,1.7,0.64,4.34,4.29
287129,2011-04-18,118,114,Kansas City Royals,Cleveland Indians,14,15,52.7,40.0,58,29,1.1,0.72,19,13,0.36,0.33,20,16,0.38,0.4,36,34,0.68,0.85,4,2,0.08,0.05,3.25,2.92,1.48,1.12,6.15,7.65,1.8,2.12,0.68,0.45,3.42,3.6
287128,2011-04-18,139,145,Tampa Bay Rays,Chicago White Sox,15,15,39.0,45.7,33,56,0.85,1.23,12,26,0.31,0.57,14,16,0.36,0.35,26,44,0.67,0.96,3,7,0.08,0.15,2.77,5.12,1.21,1.58,6.0,8.67,1.86,2.75,0.69,1.38,3.23,3.15
287127,2011-04-18,119,144,Los Angeles Dodgers,Atlanta Braves,16,16,49.3,45.0,53,39,1.07,0.87,27,11,0.55,0.24,22,19,0.45,0.42,36,46,0.73,1.02,8,1,0.16,0.02,4.93,2.2,1.52,1.29,6.57,9.2,1.64,2.42,1.46,0.2,4.01,3.8
287126,2011-04-18,140,108,Texas Rangers,Los Angeles Angels,15,14,35.7,47.0,27,32,0.76,0.68,12,12,0.34,0.26,18,29,0.5,0.62,21,32,0.59,0.68,3,7,0.08,0.15,3.03,2.3,1.26,1.3,5.3,6.13,1.17,1.1,0.76,1.34,4.54,5.55
287130,2011-04-18,136,116,Seattle Mariners,Detroit Tigers,14,15,40.7,42.0,38,38,0.93,0.9,23,22,0.57,0.52,17,14,0.42,0.33,29,24,0.71,0.57,2,3,0.05,0.07,5.09,4.71,1.35,1.24,6.42,5.14,1.71,1.71,0.44,0.64,3.76,3.0
