game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds
565963,2019-09-02,605452,592789,Joe Ross,Noah Syndergaard,Washington Nationals,New York Mets,3.2,7.0,8,3,7,0,7,0,3,0,4,10,1,0,0.00,0.00,0.00,0.00,85,90,53,64,0,0,0,1,0,0,22,24,3,7,4,4,0,1,1,0,0,0,0,0,0,0
567528,2019-09-02,547888,501985,Masahiro Tanaka,Mike Minor,New York Yankees,Texas Rangers,6.0,7.1,7,5,2,0,2,0,2,1,5,5,1,0,0.00,0.00,0.00,0.00,103,111,68,67,0,0,0,0,0,0,26,27,7,7,5,9,0,1,1,0,0,0,0,0,0,0
566732,2019-09-02,642232,592879,Ryan Yarbrough,Asher Wojciechowski,Tampa Bay Rays,Baltimore Orioles,6.0,7.0,9,5,4,4,4,4,0,1,4,5,1,1,0.00,0.00,0.00,0.00,98,95,69,60,0,1,0,0,0,0,26,28,5,8,8,8,0,0,0,0,0,0,0,0,0,0
565577,2019-09-02,519455,543606,Jordan Zimmermann,Jake Odorizzi,Detroit Tigers,Minnesota Twins,6.0,5.0,9,5,2,3,2,3,0,0,3,7,1,1,0.00,0.00,0.00,0.00,90,91,57,63,0,0,0,0,0,0,26,20,6,6,8,2,0,0,0,0,0,0,0,0,0,0
567236,2019-09-02,647336,621097,Michael Soroka,Jacob Waguespack,Atlanta Braves,Toronto Blue Jays,5.0,4.0,5,1,3,4,3,2,2,5,6,4,2,1,0.00,0.00,0.00,0.00,89,87,52,54,0,0,0,0,0,0,22,19,5,6,4,3,1,0,0,1,0,0,0,0,0,0
565288,2019-09-02,543101,592767,Anthony DeSclafani,Drew Smyly,Cincinnati Reds,Philadelphia Phillies,7.0,5.1,3,4,4,1,4,1,2,3,8,8,2,1,0.00,0.00,0.00,0.00,104,94,71,55,0,0,0,0,0,0,26,20,6,3,7,2,0,1,1,0,0,0,0,0,0,0
566635,2019-09-02,425794,595881,Adam Wainwright,Tyler Beede,St. Louis Cardinals,San Francisco Giants,7.0,4.0,4,5,0,3,0,3,0,1,1,2,0,0,0.00,0.00,0.00,0.00,96,72,62,44,0,0,1,0,0,0,25,18,8,3,12,7,1,0,0,1,0,0,0,0,0,0
565193,2019-09-02,543294,656954,Kyle Hendricks,Justus Sheffield,Chicago Cubs,Seattle Mariners,6.0,5.0,3,5,1,0,1,0,1,2,7,7,0,0,0.00,0.00,0.00,0.00,81,91,57,54,0,2,0,1,0,0,21,24,4,5,6,3,0,0,0,0,0,0,0,0,0,0
564899,2019-09-02,502190,615698,Mike Leake,Cal Quantrill,Arizona Diamondbacks,San Diego Padres,6.1,5.0,8,10,4,8,0,8,1,1,1,4,1,1,0.00,0.00,0.00,0.00,94,90,68,61,0,0,0,1,0,0,26,27,10,6,6,6,1,0,0,1,0,0,0,0,0,0
567620,2019-09-02,605288,543037,Adrian Houser,Gerrit Cole,Milwaukee Brewers,Houston Astros,4.1,6.0,5,3,1,1,1,1,2,2,6,14,0,1,0.00,0.00,0.00,0.00,98,105,59,65,0,0,0,1,0,1,20,23,3,2,4,2,0,0,0,0,0,0,0,0,0,0
565384,2019-09-02,650644,446321,Aaron Civale,Ross Detwiler,Cleveland Indians,Chicago White Sox,5.0,2.2,7,4,3,4,1,4,3,6,4,0,0,0,0.00,0.00,0.00,0.00,88,81,59,41,0,0,0,0,0,0,23,18,2,4,7,4,1,0,0,1,0,0,0,0,0,0
565869,2019-09-02,621111,663567,Walker Buehler,Peter Lambert,Los Angeles Dodgers,Colorado Rockies,5.0,1.2,8,8,6,6,6,6,0,2,5,2,2,1,0.00,0.00,0.00,0.00,89,56,58,33,1,1,0,0,0,0,24,15,3,2,7,0,1,0,0,1,0,0,0,0,0,0
