game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
744892,2024-08-25,2.0,1,1,0,3,1,4.5,0.5,13.5,0.0,4.5,0.0,3.0,3,6,4,4,2,18.0,2.33,12.0,1.0,6.0,12.0
745212,2024-08-25,2.0,1,1,4,4,1,4.5,2.5,18.0,1.0,4.5,18.0,5.0,6,3,1,4,0,5.4,1.4,7.2,4.0,0.0,1.8
745376,2024-08-25,5.3333,3,1,0,10,1,1.69,0.56,16.88,0.0,1.69,0.0,2.0,3,3,1,2,2,13.5,2.0,9.0,2.0,9.0,4.5
745459,2024-08-25,3.0,4,2,2,4,0,6.0,2.0,12.0,2.0,0.0,6.0,5.3333,5,2,0,1,1,3.38,0.94,1.69,0.0,1.69,0.0
745618,2024-08-25,3.3333,2,1,1,4,1,2.7,0.9,10.8,4.0,2.7,2.7,2.0,0,0,1,2,0,0.0,0.5,9.0,2.0,0.0,4.5
745706,2024-08-25,4.0,1,0,2,3,0,0.0,0.75,6.75,1.5,0.0,4.5,2.0,6,6,0,2,4,27.0,3.0,9.0,0.0,18.0,0.0
745863,2024-08-25,4.0,4,0,0,6,0,0.0,1.0,13.5,0.0,0.0,0.0,3.0,4,1,1,0,0,3.0,1.67,0.0,0.0,0.0,3.0
746023,2024-08-25,3.3333,2,1,3,4,0,2.7,1.5,10.8,1.33,0.0,8.1,1.0,5,4,0,0,0,36.0,5.0,0.0,0.0,0.0,0.0
746106,2024-08-25,2.0,2,0,0,2,0,0.0,1.0,9.0,0.0,0.0,0.0,3.0,3,2,2,5,1,6.0,1.67,15.0,2.5,3.0,6.0
746263,2024-08-25,3.6667,5,5,3,1,1,12.27,2.18,2.45,0.33,2.45,7.36,4.0,2,1,0,3,1,2.25,0.5,6.75,0.0,2.25,0.0
746595,2024-08-25,3.0,1,1,1,5,1,3.0,0.67,15.0,5.0,3.0,3.0,2.0,2,1,0,3,1,4.5,1.0,13.5,0.0,4.5,0.0
746754,2024-08-25,5.0,6,4,1,7,1,7.2,1.4,12.6,7.0,1.8,1.8,8.0,7,2,3,6,1,2.25,1.25,6.75,2.0,1.12,3.38
746918,2024-08-25,3.0,3,1,0,3,1,3.0,1.0,9.0,0.0,3.0,0.0,3.0,2,1,0,5,1,3.0,0.67,15.0,0.0,3.0,0.0
746994,2024-08-25,3.0,3,2,1,5,2,6.0,1.33,15.0,5.0,6.0,3.0,3.3333,0,0,1,3,0,0.0,0.3,8.1,3.0,0.0,2.7
747078,2024-08-25,3.0,5,3,0,4,0,9.0,1.67,12.0,0.0,0.0,0.0,4.0,3,1,1,4,1,2.25,1.0,9.0,4.0,2.25,2.25
