game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
415068,2015-07-22,116,136,DET,SEA,Tigers,Mariners,Detroit Tigers,Seattle Mariners,0,0,regular,regular,2015,2015,93,94,3239,3165,422,335,903,747,163,135,28,14,94,100,400,316,1404,1210,266,262,713,750,57,40,0.279,0.236,0.334,0.294,0.433,0.382,0.767,0.677,46,43,47,51,4.4,3.87,0,0,0,0,0,0,0,0,836.3,842.3,862,791,409,362,104,101,270,268,652,729,0.266,0.25,1.35,1.26,47,48,0.0,0.0,0,0,0,0,0,0
415073,2015-07-22,133,141,OAK,TOR,Athletics,Blue Jays,Oakland Athletics,Toronto Blue Jays,0,0,regular,regular,2015,2015,95,95,3277,3205,408,505,838,842,161,187,24,10,80,123,388,487,1287,1418,277,312,627,670,54,54,0.256,0.263,0.314,0.328,0.393,0.442,0.706,0.771,43,48,52,47,3.38,4.07,0,0,0,0,0,0,0,0,843.0,839.0,748,817,317,379,77,99,264,256,717,658,0.228,0.255,1.2,1.28,85,56,0.0,0.0,0,0,0,0,0,0
415072,2015-07-22,115,140,COL,TEX,Rockies,Rangers,Colorado Rockies,Texas Rangers,0,0,regular,regular,2015,2015,92,93,3145,3184,403,395,855,798,161,163,25,18,100,99,391,372,1366,1294,221,265,710,739,49,58,0.272,0.251,0.32,0.308,0.434,0.406,0.754,0.715,40,44,52,49,4.84,4.28,0,0,0,0,0,0,0,0,805.3,829.0,875,844,433,394,104,97,308,302,614,599,0.278,0.265,1.47,1.38,56,71,0.0,0.0,0,0,0,0,0,0
415071,2015-07-22,143,139,PHI,TB,Phillies,Rays,Philadelphia Phillies,Tampa Bay Rays,0,0,regular,regular,2015,2015,96,96,3255,3175,330,341,800,753,158,148,19,22,63,82,312,322,1185,1191,218,257,693,782,55,63,0.246,0.237,0.293,0.294,0.364,0.375,0.657,0.669,33,48,63,48,4.72,3.55,0,0,0,0,0,0,0,0,843.0,858.3,946,750,442,339,106,97,300,290,692,777,0.291,0.236,1.48,1.21,68,50,0.0,0.0,0,0,0,0,0,0
415070,2015-07-22,145,138,CWS,STL,White Sox,Cardinals,Chicago White Sox,St. Louis Cardinals,0,0,regular,regular,2015,2015,91,93,3070,3197,308,379,741,824,129,167,15,18,66,75,294,363,1098,1252,204,289,681,729,28,45,0.241,0.258,0.289,0.319,0.358,0.392,0.646,0.711,42,59,49,34,3.92,2.68,0,0,0,0,0,0,0,0,815.0,852.3,822,775,355,254,86,66,258,266,759,766,0.268,0.242,1.33,1.22,59,55,0.0,0.0,0,0,0,0,0,0
415069,2015-07-22,135,137,SD,SF,Padres,Giants,San Diego Padres,San Francisco Giants,0,0,regular,regular,2015,2015,94,94,3194,3253,368,404,758,882,145,161,20,25,80,77,352,381,1183,1324,246,256,790,663,57,39,0.237,0.271,0.292,0.324,0.37,0.407,0.662,0.731,44,50,50,44,3.95,3.76,0,0,0,0,0,0,0,0,841.0,838.7,804,798,369,350,98,89,284,260,776,663,0.252,0.245,1.29,1.26,54,47,0.0,0.0,0,0,0,0,0,0
415067,2015-07-22,118,134,KC,PIT,Royals,Pirates,Kansas City Royals,Pittsburgh Pirates,0,0,regular,regular,2015,2015,92,93,3146,3221,405,374,864,821,163,170,22,12,74,69,385,353,1293,1222,200,246,537,751,59,67,0.275,0.255,0.318,0.308,0.411,0.379,0.729,0.687,56,54,36,39,3.49,2.96,0,0,0,0,0,0,0,0,819.0,856.7,751,788,318,282,75,62,270,256,632,736,0.239,0.245,1.25,1.22,56,69,0.0,0.0,0,0,0,0,0,0
415066,2015-07-22,120,121,WSH,NYM,Nationals,Mets,Washington Nationals,New York Mets,0,0,regular,regular,2015,2015,92,94,3084,3152,388,326,775,740,153,146,10,9,91,77,365,313,1221,1135,277,260,728,730,33,37,0.251,0.235,0.313,0.293,0.396,0.36,0.709,0.653,50,49,42,45,3.59,3.22,0,0,0,0,0,0,0,0,815.0,840.3,816,755,325,301,67,78,201,230,719,744,0.265,0.24,1.25,1.17,59,59,0.0,0.0,0,0,0,0,0,0
415064,2015-07-22,109,146,AZ,MIA,D-backs,Marlins,Arizona Diamondbacks,Miami Marlins,0,0,regular,regular,2015,2015,92,94,3214,3180,405,345,840,816,153,131,24,18,82,75,382,323,1287,1208,283,220,730,713,84,64,0.261,0.257,0.321,0.305,0.4,0.38,0.722,0.685,43,39,49,55,4.19,3.76,0,0,0,0,0,0,0,0,838.3,825.3,837,776,390,345,104,75,272,258,654,655,0.26,0.244,1.32,1.25,44,44,0.0,0.0,0,0,0,0,0,0
415063,2015-07-22,144,119,ATL,LAD,Braves,Dodgers,Atlanta Braves,Los Angeles Dodgers,0,0,regular,regular,2015,2015,94,95,3164,3139,363,396,804,798,161,159,11,15,58,118,344,383,1161,1341,278,328,651,707,45,19,0.254,0.254,0.314,0.325,0.367,0.427,0.681,0.752,45,53,49,42,3.97,3.3,0,0,0,0,0,0,0,0,831.3,840.3,838,763,367,308,89,79,300,241,684,829,0.265,0.243,1.37,1.19,53,40,0.0,0.0,0,0,0,0,0,0
415062,2015-07-22,158,114,MIL,CLE,Brewers,Indians,Milwaukee Brewers,Cleveland Indians,0,0,regular,regular,2015,2015,94,92,3188,3082,386,363,803,767,164,170,21,13,88,74,369,351,1273,1185,232,328,706,640,43,43,0.252,0.249,0.303,0.321,0.399,0.384,0.702,0.706,42,44,52,48,4.09,3.8,0,0,0,0,0,0,0,0,837.7,814.3,835,754,381,344,101,92,271,252,730,837,0.262,0.245,1.32,1.24,73,50,0.0,0.0,0,0,0,0,0,0
415061,2015-07-22,113,112,CIN,CHC,Reds,Cubs,Cincinnati Reds,Chicago Cubs,0,0,regular,regular,2015,2015,91,92,3128,3131,353,354,777,748,134,146,16,15,103,81,335,336,1252,1167,275,319,650,853,88,60,0.248,0.239,0.309,0.309,0.4,0.373,0.709,0.682,41,50,50,42,4.07,3.26,0,0,0,0,0,0,0,0,822.0,834.7,774,724,372,302,90,75,316,238,665,792,0.247,0.231,1.33,1.15,50,64,0.0,0.0,0,0,0,0,0,0
415060,2015-07-22,117,111,HOU,BOS,Astros,Red Sox,Houston Astros,Boston Red Sox,0,0,regular,regular,2015,2015,95,94,3179,3222,422,383,769,816,163,142,10,21,129,85,397,362,1339,1255,294,285,863,619,72,39,0.242,0.253,0.306,0.314,0.421,0.39,0.727,0.703,52,42,43,52,3.56,4.5,0,0,0,0,0,0,0,0,847.0,834.7,755,857,335,417,79,101,252,269,727,683,0.237,0.266,1.19,1.35,48,54,0.0,0.0,0,0,0,0,0,0
415059,2015-07-22,147,110,NYY,BAL,Yankees,Orioles,New York Yankees,Baltimore Orioles,0,0,regular,regular,2015,2015,92,92,3163,3081,421,404,802,791,161,134,10,17,120,113,401,387,1343,1298,299,229,671,751,39,27,0.254,0.257,0.318,0.308,0.425,0.421,0.743,0.729,51,46,41,46,3.89,3.73,0,0,0,0,0,0,0,0,827.7,806.3,801,757,358,334,92,96,238,269,775,700,0.253,0.246,1.26,1.27,64,39,0.0,0.0,0,0,0,0,0,0
413902,2015-07-22,113,112,CIN,CHC,Reds,Cubs,Cincinnati Reds,Chicago Cubs,0,0,regular,regular,2015,2015,92,93,3165,3162,362,355,790,753,137,147,16,15,104,81,344,337,1271,1173,279,321,661,860,89,61,0.25,0.238,0.31,0.308,0.402,0.371,0.712,0.679,42,50,50,43,4.04,3.32,0,0,0,0,0,0,0,0,831.0,842.7,779,737,373,311,90,76,318,242,672,803,0.246,0.233,1.32,1.16,50,65,0.0,0.0,0,0,0,0,0,0
415065,2015-07-22,108,142,LAA,MIN,Angels,Twins,Los Angeles Angels,Minnesota Twins,0,0,regular,regular,2015,2015,93,93,3105,3098,397,391,776,777,138,159,5,26,107,78,378,371,1245,1222,266,227,665,690,25,45,0.25,0.251,0.309,0.302,0.401,0.394,0.71,0.696,53,50,40,43,3.48,3.88,0,0,0,0,0,0,0,0,826.7,823.7,750,862,320,355,87,95,239,221,680,558,0.242,0.278,1.2,1.31,51,52,0.0,0.0,0,0,0,0,0,0
