Date,Favorite,Underdog,Fav Price (Decimal),Dog Price (Decimal),Fav Price (American),Dog Price (American),Line,Fav at Home?,Game Time (EST),Market,Market Timestamp
2025-05-27,CHC,COL,0.568,0.467,-131,+114,-1.5,0,2025-05-27T20:05:00-04:00,CHC -1.5,2025-05-27T23:52:51.457+00:00
2025-05-27,NYY,LAA,0.56,0.455,-127,+120,-1.5,0,2025-05-27T21:38:00-04:00,LAA +1.5,2025-05-27T23:46:22.267+00:00
2025-05-27,SD,MIA,0.419,0.595,+139,-147,-1.5,0,2025-05-27T21:40:00-04:00,SD -1.5,2025-05-27T23:53:04.06+00:00
2025-05-27,HOU,OAK,0.51,0.512,-104,-105,-1.5,1,2025-05-27T20:10:00-04:00,HOU -1.5,2025-05-27T23:52:50.372+00:00
2025-05-27,ARI,PIT,0.555,0.474,-125,+111,-1.5,1,2025-05-27T21:40:00-04:00,ARI -1.5,2025-05-27T23:29:38.253+00:00
2025-05-27,SEA,WAS,0.431,0.597,+132,-148,-1.5,1,2025-05-27T21:40:00-04:00,SEA -1.5,2025-05-27T23:47:49.789+00:00
2025-05-27,TEX,TOR,0.402,0.621,+149,-164,-1.5,1,2025-05-27T20:05:00-04:00,TEX -1.5,2025-05-27T23:50:15.57+00:00
