id,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
47114,2023,2023-09-10T01:05:00.000Z,False,regular,STATUS_FINAL,Oracle Park,False,24,9,san-francisco-giants,colorado-rockies,SF,COL,San Francisco Giants,Colorado Rockies,Giants,Rockies,Giants,Rockies,San Francisco,Colorado,National,National,West,West,9,1,,,,,,
47115,2023,2023-09-10T01:07:00.000Z,False,regular,STATUS_FINAL,Angel Stadium,False,13,8,los-angeles-angels,cleveland-guardians,LAA,CLE,Los Angeles Angels,Cleveland Guardians,Angels,Guardians,Angels,Guardians,Los Angeles,Cleveland,American,American,West,Central,6,2,,,,,,
47523,2023,2023-09-10T17:05:00.000Z,False,regular,STATUS_FINAL,Citizens Bank Park,False,21,15,philadelphia-phillies,miami-marlins,PHI,MIA,Philadelphia Phillies,Miami Marlins,Phillies,Marlins,Phillies,Marlins,Philadelphia,Miami,National,National,East,East,4,5,,,,,,
47524,2023,2023-09-10T17:10:00.000Z,False,regular,STATUS_FINAL,Comerica Park,False,10,6,detroit-tigers,chicago-white-sox,DET,CHW,Detroit Tigers,Chicago White Sox,Tigers,White Sox,Tigers,White Sox,Detroit,Chicago,American,American,Central,Central,3,2,,,,,,
47525,2023,2023-09-10T17:10:00.000Z,False,regular,STATUS_FINAL,Tropicana Field,False,27,25,tampa-bay-rays,seattle-mariners,TB,SEA,Tampa Bay Rays,Seattle Mariners,Rays,Mariners,Rays,Mariners,Tampa Bay,Seattle,American,American,East,West,6,3,,,,,,
47526,2023,2023-09-10T17:35:00.000Z,False,regular,STATUS_FINAL,Fenway Park,False,4,3,boston-red-sox,baltimore-orioles,BOS,BAL,Boston Red Sox,Baltimore Orioles,Red Sox,Orioles,Red Sox,Orioles,Boston,Baltimore,American,American,East,East,7,3,,,,,,
47527,2023,2023-09-10T17:35:00.000Z,False,regular,STATUS_FINAL,Nationals Park,False,30,14,washington-nationals,los-angeles-dodgers,WSH,LAD,Washington Nationals,Los Angeles Dodgers,Nationals,Dodgers,Nationals,Dodgers,Washington,Los Angeles,National,National,East,West,3,7,,,,,,
47528,2023,2023-09-10T17:35:00.000Z,False,regular,STATUS_FINAL,Yankee Stadium,False,19,16,new-york-yankees,milwaukee-brewers,NYY,MIL,New York Yankees,Milwaukee Brewers,Yankees,Brewers,Yankees,Brewers,New York,Milwaukee,American,National,East,Central,4,3,,,,,,
47529,2023,2023-09-10T17:35:00.000Z,False,regular,STATUS_FINAL,Truist Park,False,2,22,atlanta-braves,pittsburgh-pirates,ATL,PIT,Atlanta Braves,Pittsburgh Pirates,Braves,Pirates,Braves,Pirates,Atlanta,Pittsburgh,National,National,East,Central,5,2,,,,,,
47530,2023,2023-09-10T17:37:00.000Z,False,regular,STATUS_FINAL,Rogers Centre,False,29,12,toronto-blue-jays,kansas-city-royals,TOR,KC,Toronto Blue Jays,Kansas City Royals,Blue Jays,Royals,Blue Jays,Royals,Toronto,Kansas City,American,American,East,Central,5,2,,,,,,
47531,2023,2023-09-10T17:40:00.000Z,False,regular,STATUS_FINAL,Great American Ball Park,False,7,26,cincinnati-reds,st-louis-cardinals,CIN,STL,Cincinnati Reds,St. Louis Cardinals,Reds,Cardinals,Reds,Cardinals,Cincinnati,St. Louis,National,National,Central,Central,7,1,,,,,,
47532,2023,2023-09-10T18:10:00.000Z,False,regular,STATUS_FINAL,Target Field,False,17,18,minnesota-twins,new-york-mets,MIN,NYM,Minnesota Twins,New York Mets,Twins,Mets,Twins,Mets,Minnesota,New York,American,National,Central,East,0,2,,,,,,
47533,2023,2023-09-10T18:10:00.000Z,False,regular,STATUS_FINAL,Minute Maid Park,False,11,23,houston-astros,san-diego-padres,HOU,SD,Houston Astros,San Diego Padres,Astros,Padres,Astros,Padres,Houston,San Diego,American,National,West,West,12,2,,,,,,
47534,2023,2023-09-10T18:20:00.000Z,False,regular,STATUS_FINAL,Wrigley Field,False,5,1,chicago-cubs,arizona-diamondbacks,CHC,ARI,Chicago Cubs,Arizona Diamondbacks,Cubs,Diamondbacks,Cubs,Diamondbacks,Chicago,Arizona,National,National,Central,West,5,2,,,,,,
47535,2023,2023-09-10T18:35:00.000Z,False,regular,STATUS_FINAL,Globe Life Field,False,28,20,texas-rangers,oakland-athletics,TEX,OAK,Texas Rangers,Oakland Athletics,Rangers,Athletics,Rangers,Athletics,Texas,Oakland,American,American,West,West,9,4,,,,,,
47536,2023,2023-09-10T20:07:00.000Z,False,regular,STATUS_FINAL,Angel Stadium,False,13,8,los-angeles-angels,cleveland-guardians,LAA,CLE,Los Angeles Angels,Cleveland Guardians,Angels,Guardians,Angels,Guardians,Los Angeles,Cleveland,American,American,West,Central,2,1,,,,,,
