game_time_est,fav_team,fav_score,dog_team,dog_score,home_team,home_score,away_team,away_score,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,market,fav_pitcher,dog_pitcher,fav_pitcher_era,dog_pitcher_era,fav_pitcher_whip,dog_pitcher_whip,fav_pitcher_so,dog_pitcher_so,fav_pitcher_ip,dog_pitcher_ip,fav_pitcher_avg,dog_pitcher_avg,fav_win_pct,dog_win_pct,fav_ba,dog_ba,fav_era_p,dog_era_p,fav_W,dog_W,fav_L,dog_L,fav_Strk,dog_Strk,fav_R,dog_R,fav_RA,dog_RA,fav_SOS,dog_SOS,fav_SRS,dog_SRS,fav_pythWL,dog_pythWL,fav_Luck,dog_Luck,fav_last10,dog_last10,fav_last20,dog_last20,fav_last30,dog_last30,fav_R/G,dog_R/G,fav_PA,dog_PA,fav_AB,dog_AB,fav_R_b,dog_R_b,fav_H_b,dog_H_b,fav_2B,dog_2B,fav_3B,dog_3B,fav_HR,dog_HR,fav_RBI,dog_RBI,fav_SB,dog_SB,fav_BB_b,dog_BB_b,fav_SO_b,dog_SO_b,fav_BA,dog_BA,fav_OBP,dog_OBP,fav_SLG,dog_SLG,fav_OPS,dog_OPS,fav_OPS+,dog_OPS+,fav_RA/G,dog_RA/G,fav_ERA,dog_ERA,fav_SV,dog_SV,fav_H_p,dog_H_p,fav_R_p,dog_R_p,fav_ER,dog_ER,fav_BB_p,dog_BB_p,fav_SO_p,dog_SO_p,fav_ERA+,dog_ERA+,fav_FIP,dog_FIP,fav_WHIP,dog_WHIP,fav_H9,dog_H9,fav_pitcher_so_in,dog_pitcher_so_in,fav_pythWL_pct,dog_pythWL_pct,fav_last10_pct,dog_last10_pct,fav_last20_pct,dog_last20_pct,fav_last30_pct,dog_last30_pct,fav_2B_pct,dog_2B_pct,fav_3B_pct,dog_3B_pct,fav_HR_pct,dog_HR_pct,fav_RBI_pct,dog_RBI_pct
2025-06-10T18:40:00-04:00,CLE,0,CIN,1,CLE,0,CIN,1,-1.5,1.5,0.346,0.677,189,-210,1,CLE -1.5,Slade Cecconi,Andrew Abbott,4.87,2.18,1.43,1.06,20.0,59.0,20.1,53.2,0.272,0.197,0.523,0.507,0.234,0.247,3.98,3.71,34,34,31,33,-1,4,3.9,4.6,4.2,4.0,0.1,-0.1,-0.2,0.5,30-35,38-29,4.0,-4.0,4-6,6-4,9-11,11-9,14-16,16-14,3.91,4.6,2388,2526,2120,2249,254,308,496,555,89,113,6,7,71,76,240,296,52,58,210,235,530,589,0.234,0.247,0.307,0.322,0.376,0.401,0.684,0.722,93,96,4.25,3.99,3.98,3.71,19,19,553,506,276,267,254,245,237,203,550,536,103,119,4.09,4.08,1.377,1.194,8.7,7.7,0.9950248756218905,1.1090225563909775,0.46153846153846156,0.5671641791044776,0.4,0.6,0.45,0.55,0.4666666666666667,0.5333333333333333,0.041981132075471696,0.05024455313472655,0.002830188679245283,0.0031124944419742106,0.03349056603773585,0.03379279679857715,0.11320754716981132,0.1316140506891952
2025-06-10T19:40:00-04:00,MIN,4,TEX,16,MIN,4,TEX,16,-1.5,1.5,0.375,0.655,167,-190,1,MIN -1.5,TBD,Tyler Mahle,,2.02,,1.07,,53.0,,71.1,,0.196,0.538,0.47,0.242,0.221,3.51,3.1,35,31,30,35,1,2,4.2,3.3,3.7,3.3,-0.1,0.0,0.4,0.0,37-28,33-33,-2.0,-2.0,5-5,4-6,10-10,7-13,20-10,13-17,4.25,3.35,2438,2342,2184,2133,276,221,528,472,102,77,7,6,64,56,264,215,33,58,195,168,536,543,0.242,0.221,0.314,0.283,0.387,0.356,0.701,0.639,96,84,3.68,3.32,3.51,3.1,14,18,508,465,239,219,223,198,164,182,575,516,118,122,3.53,3.59,1.175,1.127,8.0,7.3,,0.7454289732770746,0.5692307692307692,0.5,0.5,0.4,0.5,0.35,0.6666666666666666,0.43333333333333335,0.046703296703296704,0.03609939052977028,0.003205128205128205,0.0028129395218002813,0.029304029304029304,0.02625410220346929,0.12087912087912088,0.10079699953117674
2025-06-10T21:40:00-04:00,ARI,10,SEA,3,ARI,10,SEA,3,-1.5,1.5,0.369,0.654,171,-189,1,ARI -1.5,Brandon Pfaadt,Logan Evans,5.51,2.83,1.36,1.26,51.0,25.0,65.1,35.0,0.275,0.256,0.485,0.508,0.252,0.24,4.83,3.94,32,33,34,32,1,-1,5.0,4.4,5.2,4.5,0.2,-0.2,0.0,-0.3,32-34,32-33,0.0,1.0,5-5,3-7,8-12,7-13,13-17,12-18,5.02,4.4,2550,2510,2239,2222,331,286,565,533,123,81,12,4,86,73,324,277,51,63,246,232,503,587,0.252,0.24,0.331,0.319,0.443,0.393,0.774,0.713,115,109,5.23,4.46,4.83,3.94,20,19,564,576,345,290,316,259,225,204,563,530,86,94,4.36,4.05,1.34,1.32,8.6,8.8,0.783410138248848,0.7142857142857143,0.48484848484848486,0.49230769230769234,0.5,0.3,0.4,0.35,0.43333333333333335,0.4,0.05493523894595802,0.036453645364536456,0.005359535506922733,0.0018001800180018,0.03841000446627959,0.03285328532853286,0.14470745868691381,0.12466246624662466
2025-06-10T21:40:00-04:00,SD,1,LAD,11,LAD,11,SD,1,-1.5,1.5,0.353,0.667,183,-200,0,SD -1.5,Dylan Cease,TBD,4.72,,1.31,,85.0,,68.2,,0.252,,0.569,0.597,0.246,0.266,3.46,4.12,37,40,28,27,-1,2,4.1,5.6,3.8,4.5,-0.1,0.0,0.2,1.1,34-31,40-27,3.0,0.0,5-5,5-5,10-10,11-9,14-16,15-15,4.09,5.6,2415,2606,2162,2306,266,375,531,614,92,117,9,11,64,85,245,359,51,42,201,249,461,553,0.246,0.266,0.312,0.341,0.374,0.461,0.686,0.801,92,127,3.83,4.48,3.46,4.12,24,20,484,544,249,300,222,274,216,236,561,601,117,95,3.82,4.23,1.211,1.302,7.5,8.2,1.2463343108504399,,0.5230769230769231,0.5970149253731343,0.5,0.5,0.5,0.55,0.4666666666666667,0.5,0.0425531914893617,0.05073720728534258,0.004162812210915819,0.004770164787510842,0.02960222016651249,0.03686036426712923,0.11332099907493062,0.1556808326105811
2025-06-10T21:38:00-04:00,LAA,1,OAK,2,OAK,2,LAA,1,-1.5,1.5,0.407,0.62,146,-163,0,LAA -1.5,José Soriano,Mitch Spence,4.11,4.09,1.59,1.27,52.0,41.0,72.1,44.0,0.285,0.243,0.477,0.382,0.226,0.256,4.84,5.69,31,26,34,42,1,-1,4.3,4.3,5.1,6.0,0.0,-0.1,-0.8,-1.8,27-38,24-44,4.0,2.0,6-4,3-7,11-9,4-16,16-14,6-24,4.26,4.31,2375,2588,2158,2331,277,293,487,596,91,114,7,8,84,102,267,284,30,38,164,222,631,556,0.226,0.256,0.287,0.323,0.405,0.417,0.692,0.74,94,108,5.06,6.04,4.84,5.69,17,15,597,654,329,411,307,381,265,268,480,541,86,73,4.81,4.99,1.509,1.531,9.4,9.8,0.7212205270457698,0.9318181818181818,0.4153846153846154,0.35294117647058826,0.6,0.3,0.55,0.2,0.5333333333333333,0.2,0.04216867469879518,0.0489060489060489,0.003243744207599629,0.003432003432003432,0.03892493049119555,0.043758043758043756,0.123725671918443,0.12183612183612183
2025-06-10T18:40:00-04:00,PIT,2,MIA,3,PIT,2,MIA,3,-1.5,1.5,0.394,0.63,154,-170,1,PIT -1.5,Mitch Keller,TBD,4.13,,1.27,,61.0,,76.1,,0.257,,0.403,0.375,0.23,0.248,3.83,5.12,27,24,40,40,4,-2,3.3,4.0,4.1,5.5,0.2,0.1,-0.6,-1.3,27-40,23-41,0.0,1.0,6-4,2-8,12-8,7-13,15-15,11-19,3.25,4.05,2489,2420,2216,2182,218,259,509,541,84,109,13,8,54,78,209,249,62,50,228,194,587,523,0.23,0.248,0.307,0.312,0.342,0.381,0.649,0.693,82,91,4.06,5.47,3.83,5.12,14,11,516,583,272,350,253,323,204,230,497,507,109,85,3.73,4.41,1.21,1.431,7.8,9.2,0.8015768725361367,,0.40298507462686567,0.359375,0.6,0.2,0.6,0.35,0.5,0.36666666666666664,0.03790613718411552,0.04995417048579285,0.0058664259927797835,0.0036663611365719525,0.024368231046931407,0.035747021081576534,0.09431407942238267,0.11411549037580201
2025-06-10T19:10:00-04:00,TB,1,BOS,3,BOS,3,TB,1,-1.5,1.5,0.394,0.634,154,-173,0,BOS +1.5,Ryan Pepiot,Lucas Giolito,3.2,6.42,1.13,1.63,64.0,27.0,76.0,33.2,0.23,0.324,0.545,0.471,0.247,0.255,3.53,4.16,36,32,30,36,2,-1,4.5,5.0,3.7,4.8,0.0,0.0,0.7,0.2,39-27,35-33,-3.0,-3.0,7-3,5-5,15-5,9-11,20-10,13-17,4.5,4.97,2454,2670,2209,2380,297,338,546,607,106,131,3,9,85,69,282,324,93,59,200,239,558,629,0.247,0.255,0.313,0.329,0.393,0.422,0.705,0.752,102,109,3.74,4.75,3.53,4.16,16,15,518,600,247,323,233,283,176,229,522,570,111,101,4.19,3.94,1.17,1.354,7.9,8.8,0.8421052631578947,0.8132530120481927,0.5909090909090909,0.5147058823529411,0.7,0.5,0.75,0.45,0.6666666666666666,0.43333333333333335,0.04798551380715256,0.05504201680672269,0.001358080579447714,0.003781512605042017,0.03847894975101856,0.028991596638655463,0.1276595744680851,0.1361344537815126
2025-06-10T19:40:00-04:00,NYY,10,KAN,2,KAN,2,NYY,10,-1.5,1.5,0.541,0.483,-118,107,0,KAN +1.5,Max Fried,Noah Cameron,1.78,0.85,0.94,0.79,77.0,19.0,81.0,31.2,0.196,0.138,0.609,0.515,0.259,0.253,3.78,3.31,39,34,25,32,-2,1,5.5,3.4,4.0,3.6,-0.1,0.1,1.4,0.0,41-23,32-34,-2.0,2.0,5-5,5-5,13-7,9-11,20-10,14-16,5.45,3.42,2492,2439,2169,2223,349,226,562,562,113,110,10,12,66,64,336,223,48,53,262,156,564,456,0.259,0.253,0.344,0.305,0.466,0.372,0.809,0.678,126,90,3.97,3.56,3.78,3.31,19,22,464,512,254,235,238,216,216,191,607,538,107,125,3.67,3.73,1.201,1.196,7.4,7.8,0.9506172839506173,0.608974358974359,0.640625,0.48484848484848486,0.5,0.5,0.65,0.45,0.6666666666666666,0.4666666666666667,0.052097740894421395,0.04948268106162843,0.004610419548178884,0.005398110661268556,0.030428769017980636,0.028789923526765633,0.15491009681881052,0.100314889788574
2025-06-10T18:35:00-04:00,BAL,3,DET,5,BAL,3,DET,5,-1.5,1.5,0.382,0.632,162,-172,1,BAL -1.5,Cade Povich,Brant Hurter,5.11,1.62,1.47,0.96,58.0,31.0,56.1,33.1,0.279,0.202,0.406,0.642,0.238,0.25,5.08,3.15,26,43,38,24,-1,1,3.8,4.9,5.2,3.5,0.0,0.0,-1.4,1.3,23-41,43-24,3.0,0.0,7-3,6-4,11-9,12-8,13-17,19-11,3.84,4.85,2365,2535,2133,2268,246,325,507,568,92,103,9,11,91,63,229,311,46,24,183,218,562,595,0.238,0.25,0.303,0.321,0.388,0.406,0.691,0.728,99,106,5.23,3.48,5.08,3.15,15,21,590,502,335,233,316,209,214,189,514,568,76,128,4.6,3.63,1.437,1.159,9.5,7.6,1.0338680926916222,0.9365558912386707,0.359375,0.6417910447761194,0.7,0.6,0.55,0.6,0.43333333333333335,0.6333333333333333,0.04313173933427098,0.045414462081128745,0.004219409282700422,0.0048500881834215165,0.0426629160806376,0.027777777777777776,0.10736052508204406,0.1371252204585538
2025-06-10T18:45:00-04:00,PHI,4,CHC,8,PHI,4,CHC,8,-1.5,1.5,0.351,0.671,185,-204,1,PHI -1.5,Mick Abel,Colin Rea,0.79,3.59,0.71,1.35,11.0,43.0,11.1,57.2,0.195,0.276,0.576,0.606,0.253,0.257,3.97,3.64,38,40,28,26,1,-2,4.6,5.5,4.3,4.0,-0.2,-0.1,0.0,1.5,35-31,43-23,3.0,-3.0,2-8,5-5,10-10,13-7,17-13,18-12,4.56,5.55,2526,2581,2247,2296,301,366,568,590,101,122,9,15,68,70,285,358,58,82,234,240,516,523,0.253,0.257,0.328,0.329,0.397,0.441,0.724,0.77,102,121,4.32,3.97,3.97,3.64,20,15,567,546,285,262,261,239,202,187,620,508,105,106,3.59,3.95,1.299,1.241,8.6,8.3,0.990990990990991,0.7517482517482517,0.5303030303030303,0.6515151515151515,0.2,0.5,0.5,0.65,0.5666666666666667,0.6,0.04494882064975523,0.05313588850174216,0.004005340453938585,0.006533101045296167,0.030262572318647086,0.03048780487804878,0.1268357810413885,0.1559233449477352
2025-06-10T19:10:00-04:00,NYM,4,WAS,5,WAS,5,NYM,4,-1.5,1.5,0.412,0.611,143,-157,0,NYM -1.5,Griffin Canning,MacKenzie Gore,2.9,2.87,1.32,1.14,57.0,108.0,59.0,75.1,0.232,0.231,0.636,0.462,0.249,0.239,2.85,4.89,42,30,24,35,3,-2,4.6,4.2,3.3,5.0,-0.2,-0.1,1.1,-0.9,43-23,27-38,-1.0,3.0,8-2,5-5,13-7,12-8,19-11,14-16,4.62,4.23,2523,2387,2208,2149,305,275,550,513,111,107,13,10,46,63,296,262,54,57,243,180,508,496,0.249,0.239,0.332,0.306,0.424,0.386,0.756,0.691,117,98,3.29,5.02,2.85,4.89,21,19,494,568,217,326,186,311,233,221,590,515,133,81,3.4,4.08,1.236,1.379,7.6,8.9,0.9661016949152542,1.4380825565912119,0.6515151515151515,0.4153846153846154,0.8,0.5,0.65,0.6,0.6333333333333333,0.4666666666666667,0.050271739130434784,0.049790600279199626,0.00588768115942029,0.004653327128897162,0.020833333333333332,0.029315960912052116,0.13405797101449277,0.12191717077710564
2025-06-10T19:45:00-04:00,TOR,10,STL,9,STL,9,TOR,10,-1.5,1.5,0.377,0.645,165,-182,0,STL +1.5,Chris Bassitt,Miles Mikolas,3.56,3.96,1.32,1.27,75.0,36.0,73.1,61.1,0.27,0.255,0.545,0.545,0.253,0.257,4.01,3.87,36,36,30,30,1,-2,4.3,4.6,4.3,4.2,0.0,0.1,0.0,0.6,33-33,36-30,3.0,0.0,8-2,4-6,14-6,10-10,20-10,19-11,4.26,4.62,2505,2512,2224,2240,281,305,563,576,117,120,3,4,91,53,271,290,37,37,222,213,451,513,0.253,0.257,0.324,0.327,0.399,0.393,0.723,0.721,102,103,4.26,4.21,4.01,3.87,21,17,520,561,281,278,263,252,198,183,595,469,105,105,4.21,3.69,1.218,1.268,7.9,8.6,1.0259917920656636,0.5891980360065466,0.5,0.5454545454545454,0.8,0.4,0.7,0.5,0.6666666666666666,0.6333333333333333,0.05260791366906475,0.05357142857142857,0.0013489208633093526,0.0017857142857142857,0.04091726618705036,0.023660714285714285,0.12185251798561152,0.12946428571428573
