game_time_est,fav_team,fav_score,dog_team,dog_score,home_team,home_score,away_team,away_score,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,market,fav_pitcher,dog_pitcher,fav_pitcher_era,dog_pitcher_era,fav_pitcher_whip,dog_pitcher_whip,fav_pitcher_so,dog_pitcher_so,fav_pitcher_ip,dog_pitcher_ip,fav_pitcher_avg,dog_pitcher_avg,fav_win_pct,dog_win_pct,fav_ba,dog_ba,fav_era_p,dog_era_p,fav_pitcher_so_in,dog_pitcher_so_in,fav_W,dog_W,fav_L,dog_L,fav_Strk,dog_Strk,fav_R,dog_R,fav_RA,dog_RA,fav_SOS,dog_SOS,fav_SRS,dog_SRS,fav_Luck,dog_Luck,fav_pythWL_pct,dog_pythWL_pct,fav_last10_pct,dog_last10_pct,fav_last20_pct,dog_last20_pct,fav_last30_pct,dog_last30_pct,fav_R/G,dog_R/G,fav_PA,dog_PA,fav_AB,dog_AB,fav_R_b,dog_R_b,fav_H_b,dog_H_b,fav_2B,dog_2B,fav_3B,dog_3B,fav_HR,dog_HR,fav_RBI,dog_RBI,fav_SB,dog_SB,fav_BB_b,dog_BB_b,fav_SO_b,dog_SO_b,fav_BA,dog_BA,fav_OBP,dog_OBP,fav_SLG,dog_SLG,fav_OPS,dog_OPS,fav_OPS+,dog_OPS+,fav_2B_pct,dog_2B_pct,fav_3B_pct,dog_3B_pct,fav_HR_pct,dog_HR_pct,fav_RBI_pct,dog_RBI_pct,fav_RA/G,dog_RA/G,fav_ERA,dog_ERA,fav_SV,dog_SV,fav_H_p,dog_H_p,fav_R_p,dog_R_p,fav_ER,dog_ER,fav_BB_p,dog_BB_p,fav_SO_p,dog_SO_p,fav_ERA+,dog_ERA+,fav_FIP,dog_FIP,fav_WHIP,dog_WHIP,fav_H9,dog_H9
2025-06-05T15:40:00-04:00,SEA,3,BAL,4,SEA,3,BAL,4,-1.5,1.5,0.4,0.609,150,-156,1,SEA -1.5,Bryan Woo,Zach Eflin,2.82,4.46,0.95,1.09,63,24,70.1,40.1,0.221,0.252,0.533,0.4,0.235,0.237,3.87,5.14,0.899,0.599,32,24,28,36,-2,5,4.4,3.8,4.4,5.3,-0.2,0.1,-0.2,-1.4,2.0,3.0,0.5,0.35,0.3,0.8,0.5,0.45,0.467,0.4,4.43,3.83,2309,2211,2034,1996,266,230,479,474,72,86,3,9,64,89,257,216,55,43,222,169,539,526,0.235,0.237,0.319,0.303,0.392,0.386,0.711,0.689,109,99,0.035,0.043,0.001,0.005,0.039,0.032,0.126,0.108,4.38,5.3,3.87,5.14,18,13,540,553,263,318,235,300,186,204,479,475,96,75,3.99,4.74,1.328,1.441,8.9,9.5
2025-06-05T15:07:00-04:00,PHI,1,TOR,9,TOR,9,PHI,1,-1.5,1.5,0.402,0.617,149,-161,0,TOR +1.5,Jesús Luzardo,Chris Bassitt,3.58,3.8,1.34,1.36,81,69,70.1,66.1,0.266,0.278,0.607,0.525,0.256,0.251,3.96,4.03,1.155,1.044,37,32,24,29,-1,1,4.8,4.1,4.3,4.3,-0.2,-0.1,0.2,-0.2,4.0,2.0,0.541,0.492,0.4,0.7,0.65,0.6,0.667,0.567,4.75,4.15,2350,2312,2085,2045,290,253,533,514,92,102,9,3,62,85,275,243,56,36,223,211,481,424,0.256,0.251,0.332,0.325,0.405,0.392,0.737,0.717,105,102,0.044,0.05,0.004,0.001,0.032,0.029,0.132,0.119,4.33,4.3,3.96,4.03,20,18,525,482,264,262,241,244,187,177,582,555,105,104,3.54,4.19,1.298,1.21,8.6,8.0
2025-06-05T16:10:00-04:00,LAD,5,NYM,6,NYM,6,LAD,5,-1.5,1.5,0.392,0.634,155,-173,0,LAD -1.5,Landon Knack,David Peterson,4.58,2.69,1.36,1.26,34,59,35.1,63.2,0.255,0.237,0.597,0.629,0.265,0.243,4.12,2.83,0.969,0.934,37,39,25,23,-1,1,5.7,4.4,4.5,3.3,0.0,-0.1,1.2,1.1,-1.0,0.0,0.613,0.629,0.5,0.8,0.5,0.6,0.5,0.6,5.69,4.44,2405,2344,2125,2054,353,275,564,500,106,104,9,13,80,44,340,266,40,47,234,223,515,476,0.265,0.243,0.341,0.326,0.466,0.41,0.807,0.737,129,112,0.05,0.051,0.004,0.006,0.048,0.035,0.16,0.13,4.48,3.27,4.12,2.83,18,19,499,456,278,203,254,174,218,222,563,558,95,134,4.23,3.42,1.292,1.225,8.1,7.4
2025-06-05T18:45:00-04:00,CHC,7,WAS,1,WAS,1,CHC,7,-1.5,1.5,0.481,0.556,108,-125,0,WAS +1.5,Drew Pomeranz,Jake Irvin,0.0,3.93,0.51,1.17,15,47,13.2,73.1,0.091,0.235,0.623,0.475,0.26,0.243,3.8,4.99,1.136,0.643,38,29,23,32,-1,1,5.7,4.4,4.1,5.1,-0.2,-0.1,1.5,-0.8,-2.0,2.0,0.656,0.443,0.7,0.6,0.75,0.6,0.667,0.533,5.72,4.43,2390,2259,2116,2028,349,270,550,492,115,104,15,10,68,59,341,257,80,57,229,176,481,473,0.26,0.243,0.334,0.311,0.443,0.394,0.777,0.705,123,102,0.054,0.051,0.007,0.005,0.038,0.03,0.161,0.127,4.08,5.08,3.8,4.99,15,18,499,532,249,310,231,297,178,210,483,485,101,80,4.01,4.1,1.238,1.384,8.2,8.9
2025-06-05T19:35:00-04:00,TB,3,TEX,4,TEX,4,TB,3,-1.5,1.5,0.394,0.628,154,-169,0,TB -1.5,Ryan Pepiot,Jack Leiter,3.21,3.66,1.16,1.2,56,36,70.0,46.2,0.236,0.195,0.525,0.468,0.246,0.222,3.43,3.17,0.8,0.779,32,29,29,33,2,-2,4.4,3.4,3.6,3.4,0.0,0.0,0.8,-0.1,-4.0,-2.0,0.59,0.5,0.7,0.4,0.65,0.4,0.6,0.433,4.36,3.37,2256,2198,2034,2000,266,209,501,443,95,73,3,6,79,53,253,204,86,55,185,158,514,507,0.246,0.222,0.312,0.283,0.389,0.356,0.701,0.639,101,85,0.047,0.036,0.001,0.003,0.031,0.03,0.124,0.102,3.61,3.4,3.43,3.17,15,17,469,444,220,211,208,190,161,177,475,483,113,119,4.23,3.65,1.155,1.151,7.7,7.4
2025-06-05T15:45:00-04:00,SF,2,SD,3,SD,3,SF,2,-1.5,1.5,0.346,0.677,189,-210,0,SF -1.5,Robbie Ray,Dylan Cease,2.43,4.66,1.11,1.29,78,78,70.1,63.2,0.194,0.251,0.548,0.583,0.231,0.249,3.06,3.56,1.113,1.234,34,35,28,25,1,-1,4.1,4.2,3.5,3.9,-0.1,-0.2,0.6,0.1,-2.0,3.0,0.581,0.533,0.4,0.7,0.5,0.5,0.5,0.533,4.13,4.18,2305,2232,2045,1997,256,251,473,498,92,88,9,8,41,62,245,231,37,46,215,186,521,415,0.231,0.249,0.309,0.315,0.372,0.381,0.68,0.697,95,95,0.045,0.044,0.004,0.004,0.029,0.027,0.12,0.116,3.47,3.9,3.06,3.56,18,22,472,449,215,234,186,211,186,192,535,523,126,113,3.23,3.83,1.203,1.2,7.8,7.6
2025-06-05T18:40:00-04:00,HOU,8,PIT,2,PIT,2,HOU,8,-1.5,1.5,0.441,0.571,127,-133,0,PIT +1.5,Framber Valdez,Mitch Keller,3.12,3.73,1.06,1.26,73,56,78.0,70.0,0.213,0.253,0.541,0.371,0.251,0.227,3.59,3.88,0.936,0.8,33,23,28,39,-1,1,4.0,3.2,3.7,4.1,0.1,0.3,0.4,-0.7,1.0,-1.0,0.525,0.387,0.7,0.5,0.6,0.45,0.567,0.367,3.97,3.18,2249,2308,2024,2055,242,197,509,466,83,77,6,10,59,50,231,190,30,61,174,211,469,540,0.251,0.227,0.317,0.305,0.389,0.337,0.706,0.642,99,80,0.041,0.037,0.003,0.005,0.03,0.021,0.114,0.092,3.72,4.11,3.59,3.88,17,13,435,485,227,255,214,237,188,192,576,456,113,108,3.53,3.78,1.162,1.231,7.3,7.9
2025-06-05T15:35:00-04:00,MIN,3,OAK,14,OAK,14,MIN,3,-1.5,1.5,0.541,0.465,-118,115,0,OAK +1.5,David Festa,Mitch Spence,1.38,4.38,1.31,1.33,15,37,13.0,39.0,0.245,0.25,0.557,0.365,0.242,0.253,3.28,5.84,1.154,0.949,34,23,27,40,3,-9,4.2,4.1,3.5,6.2,-0.1,0.0,0.7,-2.0,-2.0,3.0,0.59,0.317,0.5,0.1,0.65,0.05,0.7,0.167,4.25,4.14,2285,2393,2054,2155,259,261,497,546,97,105,7,8,56,96,247,252,33,34,174,204,504,515,0.242,0.253,0.312,0.32,0.385,0.414,0.697,0.734,95,107,0.047,0.049,0.003,0.004,0.03,0.035,0.12,0.117,3.46,6.17,3.28,5.84,13,14,469,614,211,389,196,362,152,250,548,499,126,71,3.4,5.05,1.156,1.547,7.9,9.9
2025-06-05T19:45:00-04:00,STL,7,KAN,5,KAN,5,STL,7,-1.5,1.5,0.35,0.684,186,-216,0,STL -1.5,Miles Mikolas,Noah Cameron,3.9,0.91,1.28,0.81,36,19,60.0,29.2,0.256,0.137,0.55,0.525,0.259,0.248,3.88,3.19,0.6,0.651,33,32,27,29,-2,1,4.7,3.3,4.2,3.4,0.1,0.2,0.6,0.1,0.0,2.0,0.55,0.492,0.6,0.4,0.6,0.4,0.667,0.533,4.67,3.34,2286,2243,2038,2042,280,204,527,507,112,101,4,12,47,58,265,201,35,48,197,144,465,424,0.259,0.248,0.329,0.302,0.397,0.362,0.726,0.664,104,87,0.055,0.049,0.002,0.006,0.026,0.018,0.13,0.098,4.22,3.41,3.88,3.19,17,20,495,477,253,208,229,193,167,171,431,496,105,130,3.65,3.67,1.247,1.19,8.4,7.9
2025-06-05T19:05:00-04:00,NYY,0,CLE,4,CLE,4,NYY,0,-1.5,1.5,0.569,0.459,-132,118,0,NYY -1.5,Max Fried,Slade Cecconi,1.92,5.28,0.97,1.43,70,17,75.0,15.1,0.205,0.274,0.617,0.55,0.257,0.236,3.58,3.98,0.933,1.126,37,33,23,27,-1,1,5.4,4.0,3.8,4.2,-0.1,0.1,1.5,-0.1,-2.0,4.0,0.65,0.483,0.7,0.5,0.7,0.5,0.633,0.533,5.37,4.02,2333,2206,2030,1961,322,241,521,462,108,85,10,6,58,66,309,228,42,45,246,191,528,482,0.257,0.236,0.342,0.308,0.463,0.381,0.805,0.689,128,95,0.053,0.043,0.005,0.003,0.048,0.032,0.152,0.116,3.78,4.23,3.58,3.98,18,18,429,504,227,254,211,234,200,222,568,518,111,102,3.55,4.09,1.187,1.373,7.3,8.6
