game_time_est,fav_team,fav_score,dog_team,dog_score,home_team,home_score,away_team,away_score,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,market,fav_pitcher,dog_pitcher,fav_pitcher_era,dog_pitcher_era,fav_pitcher_whip,dog_pitcher_whip,fav_pitcher_so,dog_pitcher_so,fav_pitcher_ip,dog_pitcher_ip,fav_pitcher_avg,dog_pitcher_avg,fav_win_pct,dog_win_pct,fav_ba,dog_ba,fav_era_p,dog_era_p,fav_pitcher_so_in,dog_pitcher_so_in,fav_W,dog_W,fav_L,dog_L,fav_Strk,dog_Strk,fav_R,dog_R,fav_RA,dog_RA,fav_SOS,dog_SOS,fav_SRS,dog_SRS,fav_Luck,dog_Luck,fav_pythWL_pct,dog_pythWL_pct,fav_last10_pct,dog_last10_pct,fav_last20_pct,dog_last20_pct,fav_last30_pct,dog_last30_pct,fav_R/G,dog_R/G,fav_PA,dog_PA,fav_AB,dog_AB,fav_R_b,dog_R_b,fav_H_b,dog_H_b,fav_2B,dog_2B,fav_3B,dog_3B,fav_HR,dog_HR,fav_RBI,dog_RBI,fav_SB,dog_SB,fav_BB_b,dog_BB_b,fav_SO_b,dog_SO_b,fav_BA,dog_BA,fav_OBP,dog_OBP,fav_SLG,dog_SLG,fav_OPS,dog_OPS,fav_OPS+,dog_OPS+,fav_2B_pct,dog_2B_pct,fav_3B_pct,dog_3B_pct,fav_HR_pct,dog_HR_pct,fav_RBI_pct,dog_RBI_pct,fav_RA/G,dog_RA/G,fav_ERA,dog_ERA,fav_SV,dog_SV,fav_H_p,dog_H_p,fav_R_p,dog_R_p,fav_ER,dog_ER,fav_BB_p,dog_BB_p,fav_SO_p,dog_SO_p,fav_ERA+,dog_ERA+,fav_FIP,dog_FIP,fav_WHIP,dog_WHIP,fav_H9,dog_H9
2025-06-13T14:20:00-04:00,CHC,2,PIT,1,PIT,1,CHC,2,-1.5,1.5,0.326,0.687,207,-219,0,CHC -1.5,Cade Horton,Paul Skenes,4.11,1.88,1.3,0.84,25.0,92,30.2,91.0,0.273,0.173,0.609,0.4,0.256,0.228,3.68,3.78,0.828,1.011,42,28,27,42,1,-1,5.5,3.2,4.0,4.0,-0.1,0.2,1.4,-0.6,-2.0,0.0,0.638,0.4,0.5,0.6,0.65,0.55,0.667,0.5,5.49,3.24,2690,2592,2398,2307,379,227,615,526,126,88,15,13,73,58,371,217,84,65,247,236,550,613,0.256,0.228,0.327,0.306,0.442,0.341,0.769,0.647,120,81,0.053,0.038,0.006,0.006,0.04,0.021,0.155,0.094,3.99,4.0,3.68,3.78,16,15,571,535,275,280,252,261,194,208,537,521,104,110,3.93,3.74,1.241,1.196,8.3,7.8
2025-06-13T18:45:00-04:00,PHI,8,TOR,0,PHI,8,TOR,0,-1.5,1.5,0.362,0.67,176,-203,1,PHI -1.5,Ranger Suárez,Kevin Gausman,2.7,3.87,1.13,1.03,38.0,73,43.1,76.2,0.232,0.221,0.574,0.559,0.254,0.256,4.0,4.06,0.882,0.958,39,38,29,30,1,3,4.6,4.4,4.3,4.3,-0.2,0.0,0.1,0.1,3.0,4.0,0.529,0.5,0.3,0.8,0.45,0.7,0.567,0.667,4.59,4.35,2600,2586,2316,2297,312,296,588,589,104,119,10,3,72,95,296,285,62,38,238,225,535,462,0.254,0.256,0.328,0.326,0.399,0.402,0.727,0.728,101,103,0.045,0.052,0.004,0.001,0.031,0.03,0.128,0.124,4.34,4.29,4.0,4.06,20,23,588,539,295,292,271,274,208,202,638,610,105,104,3.64,4.25,1.305,1.219,8.7,8.0
2025-06-13T19:15:00-04:00,ATL,12,COL,4,ATL,12,COL,4,-1.5,1.5,0.598,0.417,-149,140,1,ATL -1.5,Bryce Elder,Germán Márquez,4.08,7.0,1.17,1.68,49.0,41,57.1,63.0,0.238,0.318,0.433,0.191,0.244,0.223,3.73,5.63,0.858,0.651,29,13,38,55,1,1,4.1,3.3,3.9,6.3,0.0,0.3,0.2,-2.6,-6.0,-3.0,0.522,0.235,0.2,0.4,0.25,0.25,0.367,0.233,4.07,3.29,2549,2487,2278,2259,273,224,555,503,94,108,6,22,75,88,263,221,36,32,230,186,580,648,0.244,0.223,0.317,0.286,0.386,0.368,0.704,0.655,97,76,0.041,0.048,0.003,0.01,0.032,0.026,0.115,0.098,3.93,6.25,3.73,5.63,10,10,505,695,263,425,245,370,218,242,595,457,110,82,3.96,4.81,1.223,1.585,7.7,10.6
2025-06-13T19:10:00-04:00,DET,11,CIN,5,DET,11,CIN,5,-1.5,1.5,0.379,0.654,164,-189,1,DET -1.5,TBD,Nick Martinez,,3.7,,1.17,,53,,75.1,,0.256,0.643,0.507,0.25,0.245,3.22,3.77,,0.706,45,35,25,34,1,-1,4.8,4.5,3.5,4.0,-0.1,-0.1,1.2,0.4,0.0,-3.0,0.643,0.551,0.6,0.6,0.6,0.5,0.633,0.533,4.79,4.51,2643,2594,2370,2311,335,311,593,566,107,114,13,7,67,78,321,299,25,59,223,240,622,608,0.25,0.245,0.32,0.32,0.406,0.398,0.726,0.718,105,95,0.045,0.049,0.005,0.003,0.033,0.032,0.135,0.129,3.53,4.03,3.22,3.77,23,19,528,522,247,278,223,256,197,206,597,553,125,118,3.65,4.07,1.165,1.191,7.6,7.7
2025-06-13T19:10:00-04:00,BOS,2,NYY,1,BOS,2,NYY,1,-1.5,1.5,0.398,0.624,151,-166,1,BOS -1.5,Garrett Crochet,Ryan Yarbrough,2.35,4.17,1.07,1.15,110.0,43,88.0,45.1,0.207,0.229,0.486,0.627,0.255,0.26,4.08,3.67,1.25,0.953,34,42,36,25,2,3,4.9,5.5,4.7,3.9,0.0,0.0,0.3,1.6,-3.0,-2.0,0.529,0.657,0.6,0.7,0.45,0.7,0.467,0.7,4.93,5.46,2737,2612,2444,2276,345,366,623,591,136,120,9,11,70,68,331,352,61,51,241,274,650,587,0.255,0.26,0.328,0.344,0.426,0.464,0.754,0.808,110,125,0.056,0.053,0.004,0.005,0.036,0.047,0.135,0.155,4.67,3.87,4.08,3.67,17,21,611,486,327,259,286,242,234,223,587,626,102,112,3.92,3.67,1.341,1.196,8.7,7.4
2025-06-13T20:05:00-04:00,TEX,3,CWS,1,TEX,3,CWS,1,-1.5,1.5,0.464,0.573,116,-134,1,TEX -1.5,TBD,Adrian Houser,,1.48,,1.03,,20,,24.1,,0.221,0.478,0.333,0.227,0.223,3.17,4.19,,0.83,33,23,36,46,1,-2,3.7,3.5,3.4,4.3,0.0,0.0,0.3,-0.8,-4.0,-5.0,0.536,0.406,0.5,0.5,0.4,0.4,0.5,0.4,3.7,3.51,2481,2521,2254,2246,255,242,512,500,85,106,6,4,58,74,249,232,62,49,183,229,559,592,0.227,0.223,0.29,0.296,0.37,0.346,0.66,0.642,91,82,0.038,0.047,0.003,0.002,0.033,0.024,0.11,0.103,3.36,4.35,3.17,4.19,18,7,496,577,232,300,211,277,191,248,534,501,119,99,3.6,4.47,1.145,1.387,7.4,8.7
2025-06-13T20:10:00-04:00,KAN,4,OAK,6,KAN,4,OAK,6,-1.5,1.5,0.417,0.602,140,-151,1,KAN -1.5,Michael Wacha,Luis Severino,3.01,4.77,1.17,1.33,55.0,60,74.2,83.0,0.24,0.256,0.493,0.371,0.251,0.254,3.4,5.63,0.741,0.723,34,26,35,44,-3,-3,3.3,4.3,3.7,6.0,0.1,-0.1,-0.2,-1.8,2.0,1.0,0.464,0.357,0.3,0.3,0.35,0.2,0.367,0.167,3.35,4.27,2547,2663,2324,2400,231,299,584,610,111,121,13,8,67,104,227,290,53,38,163,227,475,577,0.251,0.254,0.304,0.321,0.37,0.416,0.673,0.737,89,106,0.048,0.05,0.006,0.003,0.02,0.035,0.098,0.121,3.65,5.99,3.4,5.63,22,15,541,670,252,419,232,388,203,273,561,559,122,74,3.75,4.96,1.21,1.521,7.9,9.7
2025-06-13T20:10:00-04:00,HOU,10,MIN,3,HOU,10,MIN,3,-1.5,1.5,0.346,0.678,189,-211,1,HOU -1.5,Colton Gordon,Chris Paddack,5.11,3.53,1.38,1.12,25.0,52,24.2,71.1,0.304,0.221,0.559,0.529,0.254,0.244,3.5,3.83,1.033,0.731,38,36,30,32,2,-1,4.1,4.3,3.6,4.0,0.0,-0.1,0.5,0.1,0.0,0.0,0.559,0.529,0.7,0.5,0.65,0.45,0.633,0.6,4.07,4.25,2513,2550,2265,2287,277,289,576,558,99,110,6,8,64,73,264,277,41,34,193,204,517,554,0.254,0.244,0.319,0.316,0.392,0.39,0.711,0.705,99,96,0.044,0.048,0.003,0.003,0.03,0.03,0.117,0.121,3.63,4.01,3.5,3.83,20,14,486,548,247,273,233,255,212,179,664,591,117,109,3.43,3.74,1.165,1.214,7.3,8.2
2025-06-13T21:40:00-04:00,ARI,5,SD,1,ARI,5,SD,1,-1.5,1.5,0.379,0.639,164,-177,1,ARI -1.5,Ryne Nelson,Stephen Kolek,4.6,3.0,1.11,1.24,38.0,29,45.0,42.0,0.207,0.237,0.5,0.567,0.255,0.247,4.77,3.44,0.844,0.69,34,38,34,29,3,-1,5.1,4.2,5.1,3.8,0.2,-0.1,0.1,0.3,0.0,2.0,0.5,0.537,0.7,0.5,0.4,0.55,0.467,0.467,5.09,4.16,2624,2497,2305,2230,346,279,588,551,126,95,14,10,89,66,339,257,53,52,251,212,517,474,0.255,0.247,0.333,0.315,0.449,0.375,0.782,0.69,117,92,0.055,0.043,0.006,0.004,0.043,0.026,0.147,0.115,5.15,3.81,4.77,3.44,22,24,585,500,350,255,322,228,232,226,577,581,87,118,4.38,3.84,1.346,1.218,8.7,7.6
2025-06-13T22:10:00-04:00,LAD,6,SF,2,SF,2,LAD,6,-1.5,1.5,0.426,0.59,135,-144,0,LAD -1.5,Yoshinobu Yamamoto,Logan Webb,2.2,2.58,1.0,1.16,86.0,101,73.2,87.1,0.186,0.252,0.594,0.58,0.265,0.233,4.16,3.14,1.175,1.16,41,40,28,29,1,-1,5.5,4.3,4.5,3.6,0.0,-0.2,1.0,0.5,0.0,0.0,0.594,0.58,0.5,0.7,0.55,0.55,0.5,0.533,5.52,4.26,2686,2568,2375,2266,381,294,630,527,117,102,12,11,86,48,365,280,42,42,259,244,573,584,0.265,0.233,0.34,0.311,0.457,0.373,0.798,0.684,126,98,0.049,0.045,0.005,0.005,0.044,0.029,0.154,0.124,4.54,3.57,4.16,3.14,21,21,564,529,313,246,285,213,247,214,614,599,94,120,4.24,3.31,1.317,1.217,8.2,7.8
