game_time_est,fav_team,fav_score,dog_team,dog_score,home_team,home_score,away_team,away_score,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,market,fav_pitcher,dog_pitcher,fav_pitcher_era,dog_pitcher_era,fav_pitcher_whip,dog_pitcher_whip,fav_pitcher_so,dog_pitcher_so,fav_pitcher_ip,dog_pitcher_ip,fav_pitcher_avg,dog_pitcher_avg,fav_win_pct,dog_win_pct,fav_ba,dog_ba,fav_era_p,dog_era_p,fav_W,dog_W,fav_L,dog_L,fav_Strk,dog_Strk,fav_R,dog_R,fav_RA,dog_RA,fav_SOS,dog_SOS,fav_SRS,dog_SRS,fav_pythWL,dog_pythWL,fav_Luck,dog_Luck,fav_last10,dog_last10,fav_last20,dog_last20,fav_last30,dog_last30,fav_R/G,dog_R/G,fav_PA,dog_PA,fav_AB,dog_AB,fav_R_b,dog_R_b,fav_H_b,dog_H_b,fav_2B,dog_2B,fav_3B,dog_3B,fav_HR,dog_HR,fav_RBI,dog_RBI,fav_SB,dog_SB,fav_BB_b,dog_BB_b,fav_SO_b,dog_SO_b,fav_BA,dog_BA,fav_OBP,dog_OBP,fav_SLG,dog_SLG,fav_OPS,dog_OPS,fav_OPS+,dog_OPS+,fav_RA/G,dog_RA/G,fav_ERA,dog_ERA,fav_SV,dog_SV,fav_H_p,dog_H_p,fav_R_p,dog_R_p,fav_ER,dog_ER,fav_BB_p,dog_BB_p,fav_SO_p,dog_SO_p,fav_ERA+,dog_ERA+,fav_FIP,dog_FIP,fav_WHIP,dog_WHIP,fav_H9,dog_H9,fav_pitcher_so_in,dog_pitcher_so_in,fav_pythWL_pct,dog_pythWL_pct,fav_last10_pct,dog_last10_pct,fav_last20_pct,dog_last20_pct,fav_last30_pct,dog_last30_pct,fav_2B_pct,dog_2B_pct,fav_3B_pct,dog_3B_pct,fav_HR_pct,dog_HR_pct,fav_RBI_pct,dog_RBI_pct
2025-06-03T19:40:00-04:00,DET,1,CWS,8,CWS,8,DET,1,-1.5,1.5,0.502,0.522,-101,-109,0,CWS +1.5,TBD,Shane Smith,,2.68,,1.16,,54.0,,57.0,,0.204,0.656,0.3,0.251,0.22,3.13,4.25,40,18,21,42,2,-4,5.1,3.4,3.5,4.4,-0.1,0.0,1.5,-1.1,41-20,23-37,-1.0,-5.0,7-3,3-7,14-6,7-13,21-9,11-19,5.07,3.37,2315,2185,2065,1955,309,202,519,430,94,89,10,3,57,66,295,195,21,46,202,192,547,504,0.251,0.22,0.324,0.292,0.413,0.341,0.736,0.633,109,80,3.46,4.43,3.13,4.25,19,5,454,487,211,266,189,243,171,222,521,432,128,97,3.62,4.59,1.151,1.378,7.5,8.5,,0.9473684210526315,0.6721311475409836,0.38333333333333336,0.7,0.3,0.7,0.35,0.7,0.36666666666666664,0.04552058111380145,0.04552429667519182,0.004842615012106538,0.001534526854219949,0.027602905569007265,0.03375959079283888,0.14285714285714285,0.09974424552429667
2025-06-03T18:40:00-04:00,MIA,2,COL,3,MIA,2,COL,3,-1.5,1.5,0.448,0.582,123,-139,1,MIA -1.5,Sandy Alcantara,TBD,8.47,,1.67,,40.0,,51.0,,0.279,,0.397,0.167,0.249,0.217,5.11,5.55,23,10,35,50,-2,1,4.1,3.2,5.5,6.2,0.2,0.4,-1.2,-2.7,21-37,14-46,2.0,-4.0,4-6,2-8,8-12,3-17,11-19,5-25,4.07,3.17,2201,2180,1978,1982,236,190,492,430,98,89,8,15,71,75,226,188,46,28,182,161,483,586,0.249,0.217,0.315,0.281,0.384,0.356,0.698,0.636,91,71,5.47,6.22,5.11,5.55,11,8,529,614,317,373,293,320,219,206,463,397,86,83,4.47,4.71,1.45,1.579,9.2,10.6,0.7843137254901961,,0.3620689655172414,0.23333333333333334,0.4,0.2,0.4,0.15,0.36666666666666664,0.16666666666666666,0.04954499494438827,0.04490413723511604,0.004044489383215369,0.0075681130171543895,0.0358948432760364,0.037840565085771945,0.11425682507583418,0.09485368314833502
2025-06-03T19:07:00-04:00,PHI,8,TOR,3,TOR,3,PHI,8,-1.5,1.5,0.455,0.567,120,-131,0,TOR +1.5,Cristopher Sánchez,Bowden Francis,3.32,5.04,1.31,1.36,70.0,46.0,59.2,55.1,0.246,0.271,0.61,0.525,0.256,0.254,4.0,4.03,36,31,23,28,-4,5,4.8,4.2,4.4,4.3,-0.2,0.0,0.1,-0.1,32-27,29-30,4.0,2.0,5-5,6-4,13-7,12-8,20-10,18-12,4.76,4.2,2274,2244,2016,1983,281,248,517,504,92,102,9,2,60,81,267,238,56,35,217,205,463,413,0.256,0.254,0.333,0.328,0.405,0.395,0.738,0.723,104,103,4.39,4.29,4.0,4.03,20,18,515,466,259,253,236,236,181,171,571,537,104,104,3.52,4.16,1.312,1.209,8.7,8.0,1.1824324324324325,0.8348457350272233,0.5423728813559322,0.4915254237288136,0.5,0.6,0.65,0.6,0.6666666666666666,0.6,0.04563492063492063,0.05143721633888049,0.004464285714285714,0.0010085728693898135,0.02976190476190476,0.04084720121028744,0.1324404761904762,0.1200201714573878
2025-06-03T18:40:00-04:00,PIT,0,HOU,3,PIT,0,HOU,3,-1.5,1.5,0.396,0.61,153,-156,1,PIT -1.5,Paul Skenes,Lance McCullers Jr.,2.15,5.89,0.92,1.69,77.0,26.0,75.1,18.1,0.187,0.26,0.367,0.542,0.227,0.254,3.96,3.66,22,32,38,27,-1,1,3.2,4.1,4.2,3.8,0.3,0.2,-0.7,0.4,23-37,31-28,-1.0,1.0,5-5,7-3,9-11,12-8,11-19,16-14,3.23,4.05,2243,2182,1997,1959,194,239,454,497,75,80,10,6,48,59,188,228,58,29,208,172,524,449,0.227,0.254,0.306,0.321,0.34,0.391,0.645,0.712,81,100,4.2,3.8,3.96,3.66,12,16,473,423,252,224,234,211,190,185,436,560,106,111,3.82,3.58,1.246,1.171,8.0,7.3,1.0252996005326231,1.43646408839779,0.38333333333333336,0.5254237288135594,0.5,0.7,0.45,0.6,0.36666666666666664,0.5333333333333333,0.03755633450175263,0.0408371618172537,0.005007511266900351,0.0030627871362940277,0.024036054081121683,0.030117406840224605,0.09414121181772658,0.11638591117917305
2025-06-03T19:10:00-04:00,CIN,4,MIL,2,CIN,4,MIL,2,-1.5,1.5,0.364,0.659,175,-193,1,CIN -1.5,Hunter Greene,Freddy Peralta,2.63,2.77,0.91,1.17,66.0,66.0,54.2,65.0,0.195,0.208,0.475,0.541,0.244,0.238,3.74,3.95,29,33,32,28,-3,8,4.5,4.5,4.0,4.2,-0.1,0.0,0.3,0.3,34-27,32-29,-5.0,1.0,4-6,8-2,9-11,13-7,13-17,17-13,4.51,4.54,2294,2307,2050,2042,275,277,501,487,102,87,7,5,67,64,263,254,55,81,208,211,543,496,0.244,0.238,0.318,0.315,0.392,0.365,0.71,0.681,92,92,4.03,4.23,3.74,3.95,16,15,463,492,246,258,224,237,184,220,485,495,119,104,4.05,4.12,1.2,1.318,7.7,8.2,1.2177121771217712,1.0153846153846153,0.5573770491803278,0.5245901639344263,0.4,0.8,0.45,0.65,0.43333333333333335,0.5666666666666667,0.04975609756097561,0.042605288932419196,0.0034146341463414634,0.002448579823702253,0.032682926829268294,0.031341821743388835,0.12829268292682927,0.12438785504407443
2025-06-03T19:05:00-04:00,NYY,2,CLE,3,CLE,3,NYY,2,-1.5,1.5,0.488,0.545,105,-120,0,NYY -1.5,Carlos Rodón,Tanner Bibee,2.6,3.86,0.94,1.27,90.0,50.0,72.2,63.0,0.164,0.249,0.621,0.552,0.259,0.234,3.6,4.06,36,32,22,26,1,2,5.5,4.1,3.8,4.3,-0.1,0.0,1.6,-0.2,38-20,27-31,-2.0,5.0,7-3,6-4,14-6,9-11,19-11,17-13,5.5,4.05,2268,2132,1971,1890,319,235,511,443,107,81,10,6,56,64,306,222,42,41,240,188,512,461,0.259,0.234,0.345,0.308,0.468,0.38,0.813,0.688,128,95,3.81,4.33,3.6,4.06,17,18,410,494,221,251,205,231,197,216,547,502,111,99,3.59,4.1,1.186,1.388,7.2,8.7,1.2465373961218835,0.7936507936507936,0.6551724137931034,0.46551724137931033,0.7,0.6,0.7,0.45,0.6333333333333333,0.5666666666666667,0.05428716387620497,0.04285714285714286,0.0050735667174023336,0.0031746031746031746,0.028411973617453068,0.033862433862433865,0.1552511415525114,0.11746031746031746
2025-06-03T18:45:00-04:00,CHC,8,WAS,3,WAS,3,CHC,8,-1.5,1.5,0.48,0.531,108,-113,0,WAS +1.5,Cade Horton,Trevor Williams,3.98,5.69,1.23,1.45,16.0,43.0,20.1,55.1,0.266,0.291,0.627,0.475,0.261,0.244,3.84,5.02,37,28,22,31,2,-1,5.8,4.5,4.1,5.1,-0.1,-0.2,1.5,-0.8,38-21,26-33,-1.0,2.0,8-2,6-4,15-5,11-9,20-10,15-15,5.78,4.49,2313,2197,2050,1969,341,265,536,480,113,100,14,10,67,58,333,252,76,55,222,174,464,463,0.261,0.244,0.336,0.313,0.447,0.396,0.783,0.709,124,101,4.14,5.12,3.84,5.02,15,17,487,518,244,302,226,289,176,203,473,468,100,80,4.04,4.13,1.252,1.392,8.3,9.0,0.7960199004975124,0.7803992740471869,0.6440677966101694,0.4406779661016949,0.8,0.6,0.75,0.55,0.6666666666666666,0.5,0.055121951219512196,0.05078720162519045,0.006829268292682927,0.005078720162519045,0.032682926829268294,0.029456576942610464,0.1624390243902439,0.12798374809547994
2025-06-03T22:10:00-04:00,LAD,5,NYM,6,NYM,6,LAD,5,-1.5,1.5,0.408,0.612,145,-158,0,LAD -1.5,Clayton Kershaw,Tylor Megill,4.91,3.52,1.55,1.36,6.0,72.0,11.0,53.2,0.275,0.227,0.6,0.633,0.268,0.246,4.13,2.83,36,38,24,22,-2,4,5.8,4.4,4.5,3.3,0.0,-0.1,1.3,1.0,37-23,38-22,-1.0,0.0,5-5,8-2,10-10,13-7,16-14,17-13,5.77,4.4,2331,2266,2057,1985,346,264,551,488,102,102,9,13,77,41,333,255,40,46,229,216,493,463,0.268,0.246,0.344,0.328,0.469,0.413,0.813,0.741,130,112,4.45,3.27,4.13,2.83,18,19,487,443,267,196,246,168,211,217,550,536,96,135,4.2,3.42,1.302,1.234,8.2,7.5,0.5454545454545454,1.3533834586466165,0.6166666666666667,0.6333333333333333,0.5,0.8,0.5,0.65,0.5333333333333333,0.5666666666666667,0.049586776859504134,0.05138539042821159,0.004375303840544483,0.00654911838790932,0.0374331550802139,0.02065491183879093,0.16188624210014585,0.12846347607052896
2025-06-03T19:10:00-04:00,BOS,3,LAA,4,BOS,3,LAA,4,-1.5,1.5,0.405,0.628,147,-169,1,BOS -1.5,Brayan Bello,Yusei Kikuchi,3.83,3.06,1.63,1.52,29.0,58.0,40.0,64.2,0.281,0.256,0.468,0.458,0.252,0.225,3.95,4.84,29,27,33,32,-1,1,4.7,4.1,4.5,5.1,-0.1,0.0,0.1,-0.9,32-30,24-35,-3.0,3.0,3-7,3-7,7-13,11-9,12-18,15-15,4.66,4.1,2403,2152,2158,1957,289,242,543,440,115,81,8,6,61,78,277,234,54,24,205,150,572,577,0.252,0.225,0.322,0.286,0.414,0.406,0.736,0.692,105,94,4.47,5.05,3.95,4.84,13,14,538,537,277,298,244,278,202,244,517,435,106,86,3.88,4.88,1.33,1.511,8.7,9.3,0.725,0.9034267912772586,0.5161290322580645,0.4067796610169492,0.3,0.3,0.35,0.55,0.4,0.5,0.05329008341056534,0.041389882473173226,0.0037071362372567192,0.0030659172202350538,0.028266913809082483,0.0398569238630557,0.1283595922150139,0.1195707715891671
2025-06-03T19:15:00-04:00,ATL,3,ARI,8,ATL,3,ARI,8,-1.5,1.5,0.417,0.614,140,-159,1,ATL -1.5,Spencer Strider,Zac Gallen,4.5,5.54,1.29,1.4,15.0,66.0,14.0,66.2,0.24,0.238,0.466,0.475,0.246,0.254,3.66,4.81,27,28,31,31,-1,1,4.1,5.0,3.8,5.2,0.0,0.3,0.2,0.1,31-27,29-30,-4.0,-1.0,3-7,2-8,9-11,8-12,14-16,13-17,4.07,5.02,2201,2276,1968,2003,236,296,485,509,82,116,6,12,63,74,227,289,35,50,199,212,496,439,0.246,0.254,0.319,0.331,0.389,0.444,0.708,0.775,98,114,3.84,5.19,3.66,4.81,10,18,445,505,223,306,208,281,188,198,507,502,112,87,3.94,4.29,1.236,1.337,7.8,8.6,1.0714285714285714,0.9969788519637461,0.5344827586206896,0.4915254237288136,0.3,0.2,0.45,0.4,0.4666666666666667,0.43333333333333335,0.041666666666666664,0.05791313030454318,0.003048780487804878,0.005991013479780329,0.03201219512195122,0.036944583125312035,0.11534552845528455,0.14428357463804292
