game_time_est,fav_team,fav_score,dog_team,dog_score,home_team,home_score,away_team,away_score,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,market,fav_pitcher,dog_pitcher,fav_pitcher_era,dog_pitcher_era,fav_pitcher_fip,dog_pitcher_fip,fav_pitcher_whip,dog_pitcher_whip,fav_pitcher_so9,dog_pitcher_so9,fav_pitcher_bb9,dog_pitcher_bb9,fav_pitcher_era+,dog_pitcher_era+,fav_win_pct,dog_win_pct,fav_ba,dog_ba,fav_era,dog_era
2025-05-29T21:40:00-04:00,SEA,,WAS,,SEA,,WAS,,-1.5,1.5,0.347,0.671,188,-204,1,SEA -1.5,Emerson Hancock,MacKenzie Gore,5.95,3.47,5.36,2.81,1.653,1.251,6.4,13.4,2.7,3.0,61.0,115.0,0.556,0.455,.238,.241,3.74,5.04
2025-05-29T19:07:00-04:00,TOR,,OAK,,TOR,,OAK,,-1.5,1.5,0.434,0.585,130,-141,1,TOR -1.5,José Berríos,Jacob Lopez,4.22,2.57,4.71,3.71,1.359,1.571,7.9,10.9,3.7,5.1,95.0,164.0,0.491,0.411,.244,.255,4.00,5.39
2025-05-29T20:10:00-04:00,HOU,,TB,,HOU,,TB,,-1.5,1.5,0.348,0.673,187,-206,1,HOU -1.5,Ryan Gusto,Shane Baz,4.58,4.94,4.57,4.92,1.528,1.39,9.7,8.6,4.1,3.6,86.0,78.0,0.545,0.509,.255,.245,3.37,3.58
2025-05-29T18:45:00-04:00,ATL,,PHI,,PHI,,ATL,,-1.5,1.5,0.392,0.62,155,-163,0,PHI +1.5,AJ Smith-Shawver,Cristopher Sánchez,3.67,3.17,3.55,3.44,1.416,1.259,8.9,10.8,4.3,3.3,111.0,130.0,0.472,0.648,.246,.259,3.71,3.65
