game_time_est,fav_team,fav_score,dog_team,dog_score,home_team,home_score,away_team,away_score,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,market,fav_pitcher,dog_pitcher,fav_pitcher_era,dog_pitcher_era,fav_pitcher_whip,dog_pitcher_whip,fav_pitcher_so,dog_pitcher_so,fav_pitcher_ip,dog_pitcher_ip,fav_pitcher_avg,dog_pitcher_avg,fav_win_pct,dog_win_pct,fav_ba,dog_ba,fav_era_p,dog_era_p,fav_W,dog_W,fav_L,dog_L,fav_Strk,dog_Strk,fav_R,dog_R,fav_RA,dog_RA,fav_SOS,dog_SOS,fav_SRS,dog_SRS,fav_pythWL,dog_pythWL,fav_Luck,dog_Luck,fav_last10,dog_last10,fav_last20,dog_last20,fav_last30,dog_last30,fav_R/G,dog_R/G,fav_PA,dog_PA,fav_AB,dog_AB,fav_R_b,dog_R_b,fav_H_b,dog_H_b,fav_2B,dog_2B,fav_3B,dog_3B,fav_HR,dog_HR,fav_RBI,dog_RBI,fav_SB,dog_SB,fav_BB_b,dog_BB_b,fav_SO_b,dog_SO_b,fav_BA,dog_BA,fav_OBP,dog_OBP,fav_SLG,dog_SLG,fav_OPS,dog_OPS,fav_OPS+,dog_OPS+,fav_RA/G,dog_RA/G,fav_ERA,dog_ERA,fav_SV,dog_SV,fav_H_p,dog_H_p,fav_R_p,dog_R_p,fav_ER,dog_ER,fav_BB_p,dog_BB_p,fav_SO_p,dog_SO_p,fav_ERA+,dog_ERA+,fav_FIP,dog_FIP,fav_WHIP,dog_WHIP,fav_H9,dog_H9,fav_pitcher_so_in,dog_pitcher_so_in,fav_pythWL_pct,dog_pythWL_pct,fav_last10_pct,dog_last10_pct,fav_last20_pct,dog_last20_pct,fav_last30_pct,dog_last30_pct,fav_2B_pct,dog_2B_pct,fav_3B_pct,dog_3B_pct,fav_HR_pct,dog_HR_pct,fav_RBI_pct,dog_RBI_pct
2025-06-06T13:10:00-04:00,TB,3,MIA,4,MIA,4,TB,3,-1.5,1.5,0.42,0.597,138,-148,0,TB -1.5,Zack Littell,Edward Cabrera,3.86,4.14,1.1,1.42,48.0,48.0,74.2,45.2,0.254,0.261,0.532,0.383,0.246,0.247,3.43,5.04,33,23,29,37,3,-4,4.4,4.0,3.6,5.4,0.0,0.1,0.8,-1.3,36-26,22-38,-3.0,1.0,7-3,3-7,14-6,8-12,19-11,11-19,4.35,4.0,2291,2268,2067,2039,270,240,508,503,96,100,3,8,82,72,257,230,86,48,187,186,525,492,0.246,0.247,0.311,0.313,0.388,0.379,0.699,0.691,100,90,3.6,5.38,3.43,5.04,15,11,477,542,223,323,211,299,164,221,488,476,114,87,4.25,4.41,1.156,1.429,7.7,9.1,0.6469002695417789,1.0619469026548671,0.5806451612903226,0.36666666666666664,0.7,0.3,0.7,0.4,0.6333333333333333,0.36666666666666664,0.04644412191582003,0.04904364884747425,0.001451378809869376,0.00392349190779794,0.03967102080309628,0.03531142717018146,0.12433478471214321,0.11280039234919079
2025-06-06T19:40:00-04:00,KAN,2,CWS,7,CWS,7,KAN,2,-1.5,1.5,0.452,0.561,121,-128,0,CWS +1.5,Seth Lugo,Davis Martin,3.45,3.67,1.15,1.24,45.0,41.0,60.0,68.2,0.237,0.26,0.524,0.317,0.25,0.223,3.23,4.16,33,20,30,43,1,1,3.4,3.4,3.5,4.3,0.1,0.0,0.1,-0.9,31-32,25-38,2.0,-5.0,5-5,3-7,8-12,6-14,16-14,11-19,3.43,3.44,2327,2301,2120,2052,216,217,531,458,106,94,12,3,60,67,213,210,51,47,149,206,434,525,0.25,0.223,0.303,0.296,0.367,0.342,0.67,0.638,88,82,3.48,4.35,3.23,4.16,21,5,492,512,219,274,202,251,178,233,512,458,128,99,3.69,4.5,1.191,1.373,7.9,8.5,0.75,0.6011730205278593,0.49206349206349204,0.3968253968253968,0.5,0.3,0.4,0.3,0.5333333333333333,0.36666666666666664,0.05,0.04580896686159844,0.005660377358490566,0.0014619883040935672,0.02830188679245283,0.032651072124756333,0.10047169811320755,0.1023391812865497
2025-06-06T20:40:00-04:00,NYM,4,COL,2,COL,2,NYM,4,-1.5,1.5,0.646,0.374,-182,167,0,COL +1.5,Kodai Senga,Antonio Senzatela,1.6,7.14,1.18,1.98,59.0,31.0,62.0,58.0,0.203,0.377,0.619,0.194,0.244,0.216,2.85,5.39,39,12,24,50,-1,3,4.4,3.2,3.3,6.1,-0.1,0.3,1.1,-2.6,40-23,14-48,-1.0,-2.0,7-3,3-7,11-9,5-15,17-13,6-24,4.44,3.16,2389,2250,2090,2047,280,196,511,443,105,94,13,16,44,75,271,194,49,30,230,163,483,599,0.244,0.216,0.328,0.279,0.413,0.356,0.741,0.635,113,70,3.32,6.08,2.85,5.39,19,10,465,625,209,377,178,322,226,210,565,406,134,86,3.42,4.65,1.231,1.554,7.5,10.5,0.9516129032258065,0.5344827586206896,0.6349206349206349,0.22580645161290322,0.7,0.3,0.55,0.25,0.5666666666666667,0.2,0.050239234449760764,0.04592085979482169,0.006220095693779904,0.007816316560820713,0.021052631578947368,0.03663898387884709,0.12966507177033493,0.09477283829995115
2025-06-06T22:15:00-04:00,ATL,4,SF,5,SF,5,ATL,4,-1.5,1.5,0.432,0.6,131,-150,0,SF +1.5,Spencer Schwellenbach,Hayden Birdsong,3.13,2.37,1.03,1.24,71.0,40.0,74.2,38.0,0.229,0.243,0.443,0.556,0.245,0.231,3.82,3.04,27,35,34,28,-4,2,4.1,4.1,4.0,3.4,0.0,-0.1,0.1,0.6,31-30,37-26,-4.0,-2.0,2-8,4-6,7-13,10-10,13-17,15-15,4.1,4.11,2313,2339,2069,2074,250,259,506,479,87,94,6,9,70,42,240,248,36,39,209,219,523,532,0.245,0.231,0.318,0.309,0.388,0.37,0.706,0.679,98,96,4.0,3.44,3.82,3.04,10,19,473,479,244,217,229,188,205,187,533,547,107,126,4.07,3.21,1.258,1.198,7.9,7.8,0.9568733153638813,1.0526315789473684,0.5081967213114754,0.5873015873015873,0.2,0.4,0.35,0.5,0.43333333333333335,0.5,0.04204929917834703,0.04532304725168756,0.0028999516674722086,0.004339440694310511,0.033832769453842435,0.020250723240115717,0.11599806669888835,0.11957569913211186
2025-06-06T21:38:00-04:00,SEA,4,LAA,5,LAA,5,SEA,4,-1.5,1.5,0.441,0.574,127,-135,0,LAA +1.5,Bryce Miller,Kyle Hendricks,5.36,5.34,1.53,1.29,37.0,39.0,43.2,59.0,0.271,0.256,0.525,0.459,0.236,0.226,3.87,4.88,32,28,29,33,-3,-1,4.4,4.2,4.4,5.1,-0.2,0.0,-0.2,-0.9,31-30,25-36,1.0,3.0,3-7,3-7,9-11,11-9,13-17,16-14,4.41,4.18,2345,2235,2070,2030,269,255,488,459,74,86,3,7,66,80,260,246,56,25,222,157,551,591,0.236,0.226,0.318,0.288,0.392,0.405,0.709,0.693,109,95,4.38,5.11,3.87,4.88,18,15,546,559,267,312,239,290,188,256,489,451,96,85,4.0,4.89,1.321,1.522,8.8,9.4,0.8564814814814814,0.6610169491525424,0.5081967213114754,0.4098360655737705,0.3,0.3,0.45,0.55,0.43333333333333335,0.5333333333333333,0.035748792270531404,0.042364532019704436,0.0014492753623188406,0.0034482758620689655,0.03188405797101449,0.03940886699507389,0.12560386473429952,0.12118226600985221
2025-06-06T19:05:00-04:00,NYY,6,BOS,9,BOS,9,NYY,6,-1.5,1.5,0.476,0.539,110,-117,0,NYY -1.5,Will Warren,Walker Buehler,5.19,4.44,1.42,1.31,69.0,42.0,52.0,46.2,0.246,0.26,0.623,0.469,0.257,0.254,3.52,4.0,38,30,23,34,1,1,5.3,4.7,3.7,4.5,-0.1,-0.1,1.6,0.1,40-21,33-31,-2.0,-3.0,7-3,3-7,14-6,8-12,20-10,12-18,5.34,4.73,2370,2489,2063,2228,326,303,531,565,109,120,10,8,58,62,313,291,43,56,249,217,533,588,0.257,0.254,0.342,0.325,0.462,0.416,0.805,0.741,127,106,3.72,4.53,3.52,4.0,18,13,432,557,227,290,211,256,202,209,578,531,112,104,3.52,3.87,1.176,1.331,7.2,8.7,1.3269230769230769,0.9090909090909091,0.6557377049180327,0.515625,0.7,0.3,0.7,0.4,0.6666666666666666,0.4,0.052835676199709164,0.05385996409335727,0.004847309743092583,0.003590664272890485,0.028114396509936985,0.027827648114901255,0.15172079495879787,0.1306104129263914
2025-06-06T18:40:00-04:00,PHI,4,PIT,5,PIT,5,PHI,4,-1.5,1.5,0.431,0.574,132,-135,0,PIT +1.5,Joe Ross,Bailey Falter,4.34,3.14,1.28,1.08,22.0,41.0,29.0,66.0,0.263,0.214,0.597,0.365,0.254,0.226,4.04,3.94,37,23,25,40,-2,-1,4.7,3.2,4.4,4.2,-0.2,0.3,0.1,-0.8,33-29,24-39,4.0,-1.0,3-7,4-6,12-8,9-11,19-11,11-19,4.69,3.16,2384,2344,2117,2087,291,199,538,471,94,78,9,10,63,52,276,192,56,61,225,215,489,556,0.254,0.226,0.33,0.304,0.402,0.334,0.732,0.638,103,79,4.4,4.17,4.04,3.94,20,13,539,495,273,263,250,245,189,194,586,463,103,107,3.56,3.81,1.309,1.233,8.7,8.0,0.7586206896551724,0.6212121212121212,0.532258064516129,0.38095238095238093,0.3,0.4,0.6,0.45,0.6333333333333333,0.36666666666666664,0.044402456306093525,0.037374221370388115,0.004251299008030231,0.004791566842357451,0.02975909305621162,0.024916147580258743,0.13037316957959377,0.09199808337326305
2025-06-06T18:45:00-04:00,TEX,0,WAS,2,WAS,2,TEX,0,-1.5,1.5,0.417,0.607,140,-154,0,WAS +1.5,Patrick Corbin,Michael Soroka,3.71,5.81,1.26,1.23,41.0,28.0,53.1,31.0,0.249,0.26,0.46,0.468,0.222,0.242,3.19,5.02,29,29,34,33,-3,-1,3.4,4.4,3.4,5.1,0.0,-0.1,0.0,-0.8,31-32,27-35,-2.0,2.0,4-6,5-5,7-13,12-8,13-17,15-15,3.37,4.37,2233,2295,2032,2061,212,271,451,499,73,106,6,10,54,61,207,258,56,57,161,177,520,474,0.222,0.242,0.284,0.31,0.358,0.392,0.642,0.702,85,101,3.41,5.11,3.19,5.02,17,18,451,547,215,317,194,304,179,214,494,492,118,80,3.63,4.13,1.15,1.396,7.4,9.0,0.7721280602636534,0.9032258064516129,0.49206349206349204,0.43548387096774194,0.4,0.5,0.35,0.6,0.43333333333333335,0.5,0.0359251968503937,0.051431344007763224,0.002952755905511811,0.0048520135856380394,0.0265748031496063,0.029597282872392043,0.10187007874015748,0.12518195050946143
2025-06-06T19:10:00-04:00,ARI,3,CIN,3,CIN,3,ARI,3,-1.5,1.5,0.403,0.608,148,-155,0,CIN +1.5,Eduardo Rodriguez,Nick Lodolo,7.05,3.1,1.7,1.11,52.0,60.0,44.2,69.2,0.309,0.239,0.5,0.476,0.255,0.243,4.76,3.8,31,30,31,33,4,-1,5.1,4.4,5.2,4.1,0.2,-0.1,0.2,0.3,31-31,34-29,0.0,-4.0,5-5,4-6,9-11,10-10,14-16,12-18,5.11,4.44,2397,2365,2106,2110,317,280,537,513,121,107,12,7,78,71,310,268,51,57,229,218,465,560,0.255,0.243,0.333,0.318,0.448,0.391,0.781,0.709,117,92,5.16,4.08,4.76,3.8,20,17,526,481,320,257,292,235,208,189,529,501,88,117,4.28,4.08,1.328,1.203,8.6,7.8,1.176470588235294,0.8670520231213873,0.5,0.5396825396825397,0.5,0.4,0.45,0.5,0.4666666666666667,0.4,0.05745489078822412,0.05071090047393365,0.005698005698005698,0.0033175355450236967,0.037037037037037035,0.03364928909952607,0.14719848053181386,0.12701421800947868
2025-06-06T19:10:00-04:00,HOU,4,CLE,2,CLE,2,HOU,4,-1.5,1.5,0.422,0.595,137,-147,0,CLE +1.5,Colton Gordon,Logan Allen,5.95,4.22,1.37,1.59,20.0,38.0,19.2,49.0,0.289,0.279,0.548,0.541,0.252,0.234,3.56,3.99,34,33,28,28,1,-1,4.0,4.0,3.7,4.2,0.1,0.1,0.5,-0.2,33-29,29-32,1.0,4.0,7-3,4-6,12-8,9-11,17-13,15-15,4.03,3.95,2288,2238,2060,1991,250,241,519,465,85,85,6,6,59,67,239,228,33,47,176,193,476,492,0.252,0.234,0.317,0.305,0.391,0.377,0.708,0.683,99,93,3.69,4.23,3.56,3.99,17,18,440,514,229,258,216,238,192,225,592,523,114,102,3.49,4.1,1.159,1.377,7.3,8.6,1.0416666666666667,0.7755102040816326,0.532258064516129,0.47540983606557374,0.7,0.4,0.6,0.45,0.5666666666666667,0.5,0.0412621359223301,0.04269211451531894,0.002912621359223301,0.0030135610246107484,0.028640776699029126,0.03365143144148669,0.11601941747572815,0.11451531893520844
