game_time_est,fav_team,fav_score,dog_team,dog_score,home_team,home_score,away_team,away_score,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,market,fav_pitcher,dog_pitcher,fav_pitcher_era,dog_pitcher_era,fav_pitcher_whip,dog_pitcher_whip,fav_pitcher_so,dog_pitcher_so,fav_pitcher_ip,dog_pitcher_ip,fav_pitcher_avg,dog_pitcher_avg,fav_win_pct,dog_win_pct,fav_ba,dog_ba,fav_era_p,dog_era_p,fav_pitcher_so_in,dog_pitcher_so_in,fav_W,dog_W,fav_L,dog_L,fav_Strk,dog_Strk,fav_R,dog_R,fav_RA,dog_RA,fav_SOS,dog_SOS,fav_SRS,dog_SRS,fav_Luck,dog_Luck,fav_pythWL_pct,dog_pythWL_pct,fav_last10_pct,dog_last10_pct,fav_last20_pct,dog_last20_pct,fav_last30_pct,dog_last30_pct,fav_R/G,dog_R/G,fav_PA,dog_PA,fav_AB,dog_AB,fav_R_b,dog_R_b,fav_H_b,dog_H_b,fav_2B,dog_2B,fav_3B,dog_3B,fav_HR,dog_HR,fav_RBI,dog_RBI,fav_SB,dog_SB,fav_BB_b,dog_BB_b,fav_SO_b,dog_SO_b,fav_BA,dog_BA,fav_OBP,dog_OBP,fav_SLG,dog_SLG,fav_OPS,dog_OPS,fav_OPS+,dog_OPS+,fav_2B_pct,dog_2B_pct,fav_3B_pct,dog_3B_pct,fav_HR_pct,dog_HR_pct,fav_RBI_pct,dog_RBI_pct,fav_RA/G,dog_RA/G,fav_ERA,dog_ERA,fav_SV,dog_SV,fav_H_p,dog_H_p,fav_R_p,dog_R_p,fav_ER,dog_ER,fav_BB_p,dog_BB_p,fav_SO_p,dog_SO_p,fav_ERA+,dog_ERA+,fav_FIP,dog_FIP,fav_WHIP,dog_WHIP,fav_H9,dog_H9
2025-06-15T14:10:00-04:00,KAN,,OAK,,KAN,,OAK,,-1.5,1.5,0.42,0.602,138,-151,1,KAN -1.5,Noah Cameron,Jeffrey Springs,2.17,4.64,0.88,1.3,25.0,64.0,37.1,73.2,0.165,0.23,0.479,0.389,.249,.254,3.44,5.53,0.674,0.874,34,28,37,44,-5,2,3.3,4.3,3.7,5.9,0.0,-0.1,-0.3,-1.7,2.0,2.0,0.451,0.361,0.2,0.5,0.3,0.3,0.333,0.2,3.31,4.29,2617,2741,2387,2471,235,309,595,627,114,122,14,8,71,104,231,300,55,41,168,233,489,589,.249,.254,.302,.320,.367,.416,.669,.737,88,106,0.048,0.049,0.006,0.003,0.019,0.036,0.097,0.121,3.69,5.88,3.44,5.53,22,15,558,681,262,423,242,392,209,278,573,573,121,76,3.81,4.89,1.212,1.503,7.9,9.6
2025-06-15T14:35:00-04:00,TEX,,CWS,,TEX,,CWS,,-1.5,1.5,0.418,0.605,139,-153,1,TEX -1.5,Kumar Rocker,Aaron Civale,8.87,4.91,1.84,1.36,21.0,19.0,23.1,22.0,0.346,0.274,0.493,0.324,.228,.222,3.14,4.15,0.909,0.864,35,23,36,48,3,-4,3.7,3.5,3.3,4.3,0.0,0.0,0.3,-0.9,-4.0,-5.0,0.549,0.394,0.6,0.4,0.5,0.35,0.5,0.367,3.70,3.48,2567,2599,2325,2319,263,247,530,515,92,110,6,4,58,75,254,237,62,49,195,233,575,616,.228,.222,.293,.295,.371,.343,.663,.638,92,81,0.04,0.047,0.003,0.002,0.033,0.023,0.109,0.102,3.34,4.34,3.14,4.15,19,7,511,594,237,308,216,283,195,260,558,517,120,100,3.53,4.46,1.139,1.392,7.4,8.7
2025-06-15T16:10:00-04:00,SEA,,CLE,,SEA,,CLE,,-1.5,1.5,0.366,0.671,173,-204,1,SEA -1.5,Emerson Hancock,Luis L. Ortiz,5.04,4.26,1.5,1.45,41.0,76.0,55.1,69.2,0.292,0.252,0.507,0.507,.244,.233,4.02,3.95,0.744,1.098,35,35,34,34,2,-2,4.4,3.9,4.5,4.2,-0.2,0.1,-0.3,-0.2,1.0,3.0,0.493,0.464,0.3,0.3,0.35,0.4,0.433,0.4,4.38,3.91,2671,2528,2362,2249,302,270,576,524,92,95,4,6,81,75,292,255,69,56,249,219,612,564,.244,.233,.323,.306,.399,.377,.723,.682,112,92,0.039,0.042,0.002,0.003,0.038,0.032,0.124,0.113,4.49,4.20,4.02,3.95,19,19,612,587,310,290,279,267,215,252,561,580,92,104,4.12,4.12,1.323,1.379,8.8,8.7
2025-06-15T14:10:00-04:00,MIL,,STL,,MIL,,STL,,-1.5,1.5,0.377,0.643,165,-180,1,MIL -1.5,Quinn Priester,Miles Mikolas,3.65,4.48,1.3,1.31,43.0,38.0,61.2,66.1,0.235,0.267,0.528,0.521,.236,.255,3.81,4.00,0.703,0.575,38,37,34,34,-1,1,4.3,4.6,4.1,4.3,0.1,0.1,0.3,0.4,0.0,0.0,0.528,0.521,0.5,0.3,0.65,0.45,0.6,0.5,4.35,4.59,2701,2701,2388,2409,313,326,563,615,96,124,8,4,75,58,289,310,88,39,247,228,593,554,.236,.255,.313,.326,.363,.391,.676,.717,91,102,0.04,0.051,0.003,0.002,0.027,0.027,0.121,0.129,4.07,4.32,3.81,4.00,18,17,572,614,293,307,270,280,260,193,595,506,105,102,4.08,3.69,1.303,1.282,8.1,8.8
2025-06-15T14:10:00-04:00,HOU,,MIN,,HOU,,MIN,,-1.5,1.5,0.36,0.661,178,-195,1,HOU -1.5,Brandon Walter,Simeon Woods Richardson,1.64,5.74,0.91,1.63,10.0,39.0,11.0,42.1,0.22,0.302,0.571,0.514,.255,.242,3.47,3.90,0.909,0.926,40,36,30,34,4,-3,4.1,4.2,3.6,4.1,0.0,-0.1,0.6,0.0,1.0,0.0,0.557,0.514,0.7,0.3,0.7,0.4,0.667,0.533,4.14,4.20,2587,2617,2331,2350,290,294,594,569,103,111,7,8,68,75,277,282,42,36,200,207,536,579,.255,.242,.319,.313,.394,.389,.713,.703,100,95,0.044,0.047,0.003,0.003,0.03,0.031,0.119,0.12,3.60,4.09,3.47,3.90,20,14,497,567,252,286,238,267,215,186,689,610,118,107,3.44,3.74,1.153,1.223,7.2,8.3
2025-06-15T13:35:00-04:00,ATL,,COL,,ATL,,COL,,-1.5,1.5,0.608,0.398,-155,151,1,ATL -1.5,Grant Holmes,Austin Gomber,4.07,,1.22,,77.0,,73.0,,0.213,,0.449,0.186,.246,.224,3.68,5.69,1.055,,31,13,38,57,3,-2,4.2,3.3,3.9,6.3,0.0,0.3,0.3,-2.7,-6.0,-3.0,0.536,0.229,0.4,0.3,0.35,0.25,0.4,0.2,4.19,3.27,2624,2563,2344,2328,289,229,577,521,96,111,6,22,76,91,278,226,37,32,236,191,596,675,.246,.224,.319,.288,.390,.368,.709,.655,98,76,0.041,0.048,0.003,0.009,0.032,0.026,0.119,0.097,3.88,6.30,3.68,5.69,10,10,523,717,268,441,249,384,223,248,622,473,112,81,3.90,4.80,1.224,1.589,7.7,10.6
2025-06-15T13:35:00-04:00,PHI,,TOR,,PHI,,TOR,,-1.5,1.5,0.414,0.6,142,-150,1,PHI -1.5,Zack Wheeler,José Berríos,2.85,3.38,0.9,1.25,101.0,71.0,82.0,82.2,0.186,0.234,0.586,0.543,.253,.254,3.91,4.11,1.232,0.864,41,38,29,32,3,-2,4.6,4.3,4.2,4.3,-0.2,0.0,0.2,0.0,3.0,4.0,0.543,0.486,0.4,0.7,0.45,0.65,0.567,0.6,4.61,4.26,2672,2654,2375,2361,323,298,602,600,108,121,10,3,72,97,307,287,62,38,248,228,551,476,.253,.254,.329,.323,.400,.397,.728,.720,101,101,0.045,0.051,0.004,0.001,0.031,0.03,0.129,0.122,4.24,4.33,3.91,4.11,21,23,598,553,297,303,273,285,211,212,652,626,107,103,3.59,4.26,1.288,1.227,8.6,8.0
2025-06-15T13:35:00-04:00,BAL,,LAA,,BAL,,LAA,,-1.5,1.5,0.352,0.678,184,-211,1,BAL -1.5,Scott Blewett,Yusei Kikuchi,3.41,2.92,1.31,1.47,26.0,68.0,29.0,77.0,0.248,0.248,0.42,0.478,.240,.227,4.93,4.75,0.897,0.883,29,33,40,36,2,-2,3.9,4.2,5.1,5.0,-0.1,-0.1,-1.2,-0.9,3.0,4.0,0.377,0.42,0.6,0.6,0.65,0.45,0.467,0.567,3.88,4.20,2545,2523,2296,2290,268,290,550,520,101,93,9,7,97,90,250,280,51,33,196,175,603,674,.240,.227,.305,.289,.393,.403,.698,.693,100,94,0.044,0.041,0.004,0.003,0.034,0.043,0.109,0.122,5.07,4.97,4.93,4.75,17,18,630,628,350,343,331,320,225,275,566,513,78,88,4.51,4.79,1.415,1.489,9.4,9.3
2025-06-15T13:35:00-04:00,WAS,,MIA,,WAS,,MIA,,-1.5,1.5,0.421,0.597,138,-148,1,WAS -1.5,MacKenzie Gore,Eury Pérez,2.88,12.0,1.12,2.0,114.0,5.0,81.1,3.0,0.23,0.308,0.429,0.397,.240,.251,4.93,5.09,1.406,1.667,30,27,40,41,-7,2,4.2,4.1,5.1,5.4,0.0,0.1,-0.9,-1.3,1.0,2.0,0.414,0.368,0.2,0.4,0.35,0.4,0.433,0.4,4.20,4.10,2578,2578,2324,2329,294,279,558,584,114,114,10,8,72,82,279,268,57,53,194,203,536,551,.240,.251,.307,.313,.383,.384,.690,.697,96,92,0.049,0.049,0.004,0.003,0.028,0.026,0.12,0.115,5.07,5.43,4.93,5.09,19,14,618,619,355,369,337,341,237,243,548,540,81,86,4.19,4.39,1.390,1.430,9.0,9.2
2025-06-15T13:35:00-04:00,NYY,,BOS,,BOS,,NYY,,-1.5,1.5,0.515,0.507,-106,-103,0,BOS +1.5,Max Fried,Brayan Bello,1.84,3.96,0.93,1.55,81.0,37.0,88.0,52.1,0.198,0.277,0.609,0.5,.257,.254,3.63,4.02,0.92,0.71,42,36,27,36,-2,4,5.4,4.9,3.8,4.6,0.0,0.1,1.5,0.3,-3.0,-2.0,0.652,0.528,0.5,0.7,0.6,0.5,0.667,0.467,5.36,4.88,2681,2810,2341,2505,370,351,601,636,122,141,11,9,68,71,356,336,52,62,278,250,603,664,.257,.254,.340,.328,.458,.423,.798,.751,122,109,0.052,0.056,0.005,0.004,0.047,0.035,0.152,0.134,3.84,4.60,3.63,4.02,21,18,499,621,265,331,246,290,232,238,640,603,113,104,3.65,3.89,1.197,1.323,7.4,8.6
