Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2013-06-09,DET,CLE,4,1,-130,120,-121,111,9.0,9.0,9.0,9.0,-115,-105,-120,110
2013-06-09,TOR,TEX,4,6,-136,126,-138,128,9.0,9.0,9.0,9.0,-120,100,105,-125
2013-06-09,CIN,SLC,4,11,-105,-105,103,-108,8.5,8.5,8.5,8.5,105,-125,112,-122
2013-06-09,NYM,MIA,4,8,-167,157,-215,195,7.5,7.5,7.5,7.5,100,-120,-105,-105
2013-06-09,BOS,LAA,10,5,-157,147,-151,141,10.0,10.0,10.5,10.5,-115,-105,100,-110
2013-06-09,WAS,MIN,7,0,-186,176,-185,175,7.5,7.5,7.0,7.0,-110,-110,-110,100
2013-06-09,TB,BAL,7,10,-162,152,-137,127,7.5,7.5,7.5,7.5,-115,-105,-115,105
2013-06-09,CHW,OAK,4,2,128,-138,122,-132,8.5,8.5,8.5,8.5,-105,-115,101,-111
2013-06-09,MIL,PHI,9,1,-139,129,-149,139,8.5,8.5,8.5,8.5,100,-120,110,-120
2013-06-09,CHC,PIT,4,1,-105,-105,115,-125,8.0,8.0,8.5,8.5,-105,-115,-123,113
2013-06-09,ARI,SF,2,6,-126,116,-137,127,9.0,9.0,9.0,9.0,-130,110,100,-110
2013-06-09,SEA,NYY,1,2,-143,133,-146,136,7.0,7.0,6.5,6.5,105,-125,-110,100
2013-06-09,COL,SD,8,7,-165,155,-172,162,10.5,10.5,11.5,11.5,-120,100,110,-120
2013-06-09,KC,HOU,2,0,-160,150,-165,155,8.5,8.5,8.5,8.5,-120,100,-120,110
2013-06-09,LAD,ATL,1,8,158,-168,157,-167,7.5,7.5,7.5,7.5,-105,-115,100,-110
