Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2013-09-22,DET,CHW,3,6,-300,270,-243,223,8.5,8.5,7.5,7.5,-105,-115,-105,-105
2013-09-22,CLE,HOU,9,2,-245,225,-256,236,8.5,8.5,8.0,8.0,-105,-115,115,-125
2013-09-22,NYY,SF,1,2,-142,132,-145,135,8.5,8.5,8.5,8.5,-105,-115,-110,-110
2013-09-22,PHI,NYM,3,4,-215,200,-197,184,7.5,7.5,6.5,6.5,-105,-115,-110,100
2013-09-22,PIT,CIN,3,11,-104,-106,-118,108,7.5,7.5,6.5,6.5,-115,-105,-110,100
2013-09-22,BOS,TOR,5,2,-181,171,-150,140,8.5,8.5,8.5,8.5,-115,-105,-105,-105
2013-09-22,WAS,MIA,2,4,-186,176,-231,211,8.5,8.5,8.0,8.0,-105,-115,105,-115
2013-09-22,TB,BAL,3,1,-110,100,104,-114,8.0,8.0,7.5,7.5,105,-125,-115,105
2013-09-22,MIL,SLC,6,4,149,-159,139,-144,8.0,8.0,8.5,8.5,-115,-105,105,-115
2013-09-22,KC,TEX,4,0,-133,123,-127,117,7.5,7.5,7.0,7.0,-110,-110,100,-110
2013-09-22,CHC,ATL,2,5,134,-144,147,-157,7.5,7.5,7.5,7.5,-115,-105,115,-125
2013-09-22,LAA,SEA,2,3,-114,104,-108,-102,7.5,7.5,7.0,7.0,-105,-115,-110,100
2013-09-22,OAK,MIN,11,7,-260,240,-257,237,7.5,7.5,8.0,8.0,-115,-105,-101,-109
2013-09-22,SD,LAD,0,1,124,-134,135,-145,6.5,6.5,6.5,6.5,-110,-110,100,-110
2013-09-22,COL,ARI,9,13,111,-121,117,-127,10.0,10.0,9.5,9.5,-110,-110,-105,-105
