Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2013-05-03,CHC,CIN,5,6,115,-125,-114,104,7.0,7.0,7.0,7.0,-125,105,-103,-107
2013-05-03,CLE,MIN,7,6,-155,145,-148,138,8.5,8.5,8.5,8.5,100,-120,-105,-105
2013-05-03,NYY,OAK,0,2,-155,145,-144,134,8.0,8.0,8.0,8.0,-110,-110,100,-110
2013-05-03,PHI,MIA,4,1,-145,135,-165,155,8.0,8.0,7.5,7.5,100,-120,-117,107
2013-05-03,PIT,WAS,3,1,-115,105,-136,126,7.0,7.0,7.0,7.0,-115,-105,-117,107
2013-05-03,TOR,SEA,0,4,105,-115,122,-132,7.5,7.5,7.5,7.5,110,-130,-116,106
2013-05-03,ATL,NYM,5,7,-175,165,-184,174,7.5,7.5,7.5,7.5,100,-120,105,-115
2013-05-03,TEX,BOS,7,0,-150,140,-128,118,9.5,9.5,9.0,9.0,-120,100,100,-110
2013-05-03,MIL,SLC,1,6,-110,100,-113,103,7.5,7.5,8.0,8.0,110,-130,-110,100
2013-05-03,HOU,DET,3,4,160,-170,183,-196,8.5,8.5,8.0,8.0,105,-125,-120,100
2013-05-03,COL,TB,4,7,125,-135,120,-130,9.5,9.5,9.0,9.0,-115,-105,-114,104
2013-05-03,LAA,BAL,4,0,-135,125,-136,126,8.5,8.5,8.5,8.5,-110,-110,-110,100
2013-05-03,SD,ARI,7,6,115,-125,107,-117,7.0,7.0,7.5,7.5,-105,-115,-105,-105
2013-05-03,SF,LAD,2,1,140,-150,130,-140,6.0,6.0,6.5,6.5,-115,-105,-105,-105
