Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2022-06-05,PIT,ARI,3,0,125,-135,130,-150,7.5,7.5,7.5,7.5,-115,-105,-105,-115
2022-06-05,LAD,NYM,4,5,-181,166,-180,160,8.5,8.5,9.0,9.0,-110,-110,-115,-105
2022-06-05,TOR,MIN,6,8,-180,166,-260,215,8.5,8.5,8.5,8.5,-103,-117,-105,-115
2022-06-05,CIN,WAS,4,5,-145,134,-180,160,9.5,9.5,9.5,9.5,-105,-115,-120,100
2022-06-05,TEX,SEA,5,6,-120,110,-140,120,7.5,7.5,7.5,7.5,-116,-104,-115,-105
2022-06-05,MIL,SD,4,6,-126,116,-120,-130,7.5,7.5,7.5,7.5,100,-120,-110,-110
2022-06-05,PHI,LAA,9,7,-112,102,-120,100,8.5,8.5,8.5,8.5,-115,-105,-105,-115
2022-06-05,TB,CHW,5,6,100,-110,-115,-105,7.0,7.0,7.0,7.0,-120,100,-120,100
2022-06-05,BAL,CLE,2,3,-103,-107,-105,-115,8.5,8.5,9.0,9.0,-125,105,100,-120
2022-06-05,COL,ATL,7,8,148,-161,135,-155,11.0,11.0,11.0,11.0,-117,-103,-115,-105
2022-06-05,NYY,DET,5,4,-320,283,-300,240,8.5,8.5,8.0,8.0,-120,100,-115,-105
2022-06-05,OAK,BOS,2,5,-108,-102,-115,-105,7.0,7.0,7.5,7.5,-120,100,105,-125
2022-06-05,MIA,SF,1,5,115,-125,100,-120,8.0,8.0,8.0,8.0,-110,-110,-115,-105
2022-06-05,CHC,STL,3,5,115,-125,115,-135,9.0,9.0,9.0,9.0,-105,-115,-105,-115
2022-06-05,KC,HOU,4,7,165,-179,190,-230,9.5,9.5,9.5,9.5,-103,-117,100,-120
