Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2022-05-25,NYY,BAL,2,0,-215,196,-160,140,7.5,7.5,7.5,7.5,-110,-110,-110,-110
2022-05-25,CIN,CHC,4,3,-119,109,-155,135,9.0,9.0,8.5,8.5,-105,-115,-105,-115
2022-05-25,MIN,DET,2,4,-210,192,-200,170,7.5,7.5,7.5,7.5,-105,-115,-110,-110
2022-05-25,CHW,BOS,3,1,-165,152,-150,130,7.5,7.5,7.5,7.5,-109,-111,-105,-115
2022-05-25,SEA,OAK,2,4,-161,148,-175,155,7.0,7.0,7.0,7.0,-101,-119,-115,-105
2022-05-25,PIT,COL,10,5,-116,106,-130,110,8.0,8.0,8.0,8.0,-115,-105,-115,-105
2022-05-25,ATL,PHI,8,4,-135,125,-150,130,9.0,9.0,9.0,9.0,-102,-118,-105,-115
2022-05-25,SD,MIL,1,2,-124,114,-140,120,7.5,7.5,7.5,7.5,-115,-105,100,-120
2022-05-25,HOU,CLE,2,1,-185,170,-180,160,8.5,8.5,8.5,8.5,-111,-109,-105,-115
2022-05-25,TB,MIA,5,4,-200,184,-180,160,7.0,7.0,7.0,7.0,-105,-115,-105,-115
2022-05-25,SF,NYM,9,3,-115,105,-115,-105,9.0,9.0,9.0,9.0,-115,-105,-115,-105
2022-05-25,LAA,TEX,2,7,-153,141,-175,155,9.0,9.0,9.0,9.0,-105,-115,-115,-105
2022-05-25,WAS,LAD,1,0,200,-220,175,-210,8.5,8.5,8.5,8.5,-115,-105,-115,-105
