Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2022-09-02,PIT,TOR,0,4,200,-250,200,-250,8.0,8.0,8.0,8.0,-120,100,-115,-105
2022-09-02,CIN,COL,3,2,-115,-105,-125,105,9.5,9.5,9.0,9.0,-105,-115,-120,100
2022-09-02,BAL,OAK,5,2,-175,145,-165,140,8.0,8.0,8.0,8.0,-115,-105,-105,-115
2022-09-02,BOS,TEX,9,1,-190,155,-200,165,10.0,10.0,9.5,9.5,-110,-110,-105,-115
2022-09-02,NYM,WAS,7,3,-275,220,-300,230,8.0,8.0,7.5,7.5,-105,-115,-120,100
2022-09-02,TB,NYY,9,0,-135,110,-140,115,7.0,7.0,7.5,7.5,-115,-105,-105,-115
2022-09-02,CLE,SEA,1,6,115,-140,110,-135,7.5,7.5,7.5,7.5,-105,-115,-105,-115
2022-09-02,DET,KC,5,4,-115,-105,-110,-110,8.0,8.0,8.0,8.0,-115,-105,-115,-105
2022-09-02,ATL,MIA,8,1,-175,145,-190,155,7.0,7.0,7.0,7.0,100,-120,100,-120
2022-09-02,CHW,MIN,4,3,115,-140,115,-140,8.0,8.0,8.0,8.0,-110,-110,-115,-105
2022-09-02,STL,CHC,8,0,-250,200,-250,200,8.0,8.0,8.0,8.0,-110,-110,-110,-110
2022-09-02,LAA,HOU,2,4,135,-160,120,-145,8.0,8.0,8.5,8.5,-110,-110,-120,100
2022-09-02,ARI,MIL,2,1,100,-120,-105,-115,8.5,8.5,8.5,8.5,-115,-105,-120,100
2022-09-02,LAD,SD,1,7,-165,140,-165,140,8.0,8.0,8.0,8.0,-105,-115,100,-120
2022-09-02,SF,PHI,13,1,-110,-110,-120,100,7.5,7.5,7.5,7.5,-115,-105,-120,100
