Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2022-09-05,NYY,MIN,5,2,-185,150,-165,135,8.0,8.0,8.0,8.0,-115,-105,-115,-105
2022-09-05,BAL,TOR,3,7,-115,-105,-110,-110,7.5,7.5,7.5,7.5,100,-120,-110,-110
2022-09-05,COL,MIL,4,6,140,-165,110,-135,11.0,11.0,11.5,11.5,-110,-110,-115,-105
2022-09-05,STL,WAS,0,6,-250,200,-250,200,8.5,8.5,8.0,8.0,-110,-110,-120,100
2022-09-05,SEA,CHW,2,3,-120,100,105,-125,8.0,8.0,7.5,7.5,-105,-115,-105,-115
2022-09-05,SD,ARI,0,5,-250,190,-225,185,8.0,8.0,8.0,8.0,-110,-110,-115,-105
2022-09-05,HOU,TEX,1,0,-160,135,-190,155,8.0,8.0,8.0,8.0,-105,-115,-105,-115
2022-09-05,KC,CLE,5,6,110,-135,120,-145,7.5,7.5,7.0,7.0,100,-120,-125,105
2022-09-05,LAA,DET,10,0,-190,155,-190,155,8.5,8.5,8.5,8.5,-110,-110,-105,-115
2022-09-05,LAD,SF,4,7,-200,165,-225,180,8.0,8.0,8.0,8.0,-120,100,-115,-105
2022-09-05,BAL,TOR,4,8,108,-126,104,-122,8.5,8.5,8.5,8.5,-110,-110,-110,-110
2022-09-05,TB,BOS,4,3,-180,152,-120,-106,7.5,7.5,8.5,8.5,102,-124,-115,-111
