game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
5058402,2026-05-13,3.0,0,0,2,0,0,0.0,0.67,0.0,0.0,0.0,6.0,5.0,5,4,2,5,1,7.2,1.4,9.0,2.5,1.8,3.6
5058401,2026-05-13,2.3333,0,0,1,6,0,0.0,0.43,23.14,6.0,0.0,3.86,2.3333,1,0,0,3,0,0.0,0.43,11.57,0.0,0.0,0.0
5058403,2026-05-13,3.3333,4,1,1,2,1,2.7,1.5,5.4,2.0,2.7,2.7,5.0,1,1,0,3,1,1.8,0.2,5.4,0.0,1.8,0.0
5058404,2026-05-13,6.0,4,2,1,4,1,3.0,0.83,6.0,4.0,1.5,1.5,7.0,3,0,3,4,0,0.0,0.86,5.14,1.33,0.0,3.86
5058405,2026-05-13,3.0,1,0,2,4,0,0.0,1.0,12.0,2.0,0.0,6.0,3.0,4,2,0,4,1,6.0,1.33,12.0,0.0,3.0,0.0
5058406,2026-05-13,3.0,5,1,2,3,0,3.0,2.33,9.0,1.5,0.0,6.0,4.3333,2,4,6,2,1,8.31,1.85,4.15,0.33,2.08,12.46
5058407,2026-05-13,5.3333,1,0,3,5,0,0.0,0.75,8.44,1.67,0.0,5.06,2.6666,2,0,0,5,0,0.0,0.75,16.88,0.0,0.0,0.0
5058408,2026-05-13,4.6667,2,0,2,6,0,0.0,0.86,11.57,3.0,0.0,3.86,1.0,3,2,0,1,1,18.0,3.0,9.0,0.0,9.0,0.0
5058409,2026-05-13,4.6667,3,2,1,7,1,3.86,0.86,13.5,7.0,1.93,1.93,3.0,2,1,2,4,1,3.0,1.33,12.0,2.0,3.0,6.0
5058410,2026-05-13,6.0,4,1,1,6,0,1.5,0.83,9.0,6.0,0.0,1.5,3.3333,1,1,1,4,1,2.7,0.6,10.8,4.0,2.7,2.7
5058411,2026-05-13,2.0,2,3,1,3,1,13.5,1.5,13.5,3.0,4.5,4.5,3.3333,3,0,0,2,0,0.0,0.9,5.4,0.0,0.0,0.0
5058412,2026-05-13,4.0,7,5,4,3,0,11.25,2.75,6.75,0.75,0.0,9.0,1.6667,4,3,1,2,0,16.2,3.0,10.8,2.0,0.0,5.4
5058413,2026-05-13,4.6667,1,1,4,5,0,1.93,1.07,9.64,1.25,0.0,7.71,3.6667,4,0,2,3,0,0.0,1.64,7.36,1.5,0.0,4.91
5058414,2026-05-13,3.0,4,1,0,3,0,3.0,1.33,9.0,0.0,0.0,0.0,3.0,4,2,0,1,1,6.0,1.33,3.0,0.0,3.0,0.0
5058415,2026-05-13,2.0,2,0,0,2,0,0.0,1.0,9.0,0.0,0.0,0.0,3.3333,2,0,1,0,0,0.0,0.9,0.0,0.0,0.0,2.7
