game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
633419,2021-06-30,4.3333,9,3,1,5,0,6.23,2.31,10.38,5.0,0.0,2.08,6.0,4,1,1,5,1,1.5,0.83,7.5,5.0,1.5,1.5
633426,2021-06-30,4.0,3,3,4,1,0,6.75,1.75,2.25,0.25,0.0,9.0,5.0,5,2,1,2,0,3.6,1.2,3.6,2.0,0.0,1.8
633427,2021-06-30,4.0,3,1,1,5,0,2.25,1.0,11.25,5.0,0.0,2.25,6.0,16,13,5,9,3,19.5,3.5,13.5,1.8,4.5,7.5
633432,2021-06-30,3.6667,7,5,3,5,0,12.27,2.73,12.27,1.67,0.0,7.36,3.6667,0,0,1,4,0,0.0,0.27,9.82,4.0,0.0,2.45
633435,2021-06-30,1.0,1,1,1,2,1,9.0,2.0,18.0,2.0,9.0,9.0,1.0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
633437,2021-06-30,4.0,1,0,1,5,0,0.0,0.5,11.25,5.0,0.0,2.25,5.0,12,12,5,4,3,21.6,3.4,7.2,0.8,5.4,9.0
633445,2021-06-30,7.3333,8,4,2,9,2,4.91,1.36,11.05,4.5,2.45,2.45,6.0,5,2,3,5,1,3.0,1.33,7.5,1.67,1.5,4.5
633461,2021-06-30,2.0,4,1,0,1,1,4.5,2.0,4.5,0.0,4.5,0.0,2.0,1,0,0,2,0,0.0,0.5,9.0,0.0,0.0,0.0
633467,2021-06-30,3.6667,2,0,0,4,0,0.0,0.55,9.82,0.0,0.0,0.0,3.0,1,1,0,2,1,3.0,0.33,6.0,0.0,3.0,0.0
633474,2021-06-30,8.3333,4,0,4,9,0,0.0,0.96,9.72,2.25,0.0,4.32,6.3333,8,9,5,7,2,12.79,2.05,9.95,1.4,2.84,7.11
633479,2021-06-30,3.0,2,1,0,2,1,3.0,0.67,6.0,0.0,3.0,0.0,4.6667,8,8,2,2,3,15.43,2.14,3.86,1.0,5.79,3.86
633484,2021-06-30,6.0,6,8,4,7,2,12.0,1.67,10.5,1.75,3.0,6.0,8.3333,7,1,5,6,1,1.08,1.44,6.48,1.2,1.08,5.4
633485,2021-06-30,5.0,5,1,2,5,1,1.8,1.4,9.0,2.5,1.8,3.6,4.6667,1,0,1,5,0,0.0,0.43,9.64,5.0,0.0,1.93
633491,2021-06-30,3.0,3,0,0,5,0,0.0,1.0,15.0,0.0,0.0,0.0,3.6667,7,3,2,3,0,7.36,2.45,7.36,1.5,0.0,4.91
633506,2021-06-30,3.3333,6,2,3,2,1,5.4,2.7,5.4,0.67,2.7,8.1,2.0,0,0,0,4,0,0.0,0.0,18.0,0.0,0.0,0.0
