game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
632664,2021-08-30,3.3333,1,0,1,5,0,0.0,0.6,13.5,5.0,0.0,2.7,3.0,2,2,2,2,0,6.0,1.33,6.0,1.0,0.0,6.0
632665,2021-08-30,3.3333,3,2,1,3,0,5.4,1.2,8.1,3.0,0.0,2.7,4.0,1,1,2,7,1,2.25,0.75,15.75,3.5,2.25,4.5
632668,2021-08-30,2.0,2,1,1,2,0,4.5,1.5,9.0,2.0,0.0,4.5,3.3333,4,6,3,1,1,16.2,2.1,2.7,0.33,2.7,8.1
632674,2021-08-30,3.0,4,1,0,2,1,3.0,1.33,6.0,0.0,3.0,0.0,3.3333,1,0,1,4,0,0.0,0.6,10.8,4.0,0.0,2.7
632678,2021-08-30,4.0,5,3,0,1,2,6.75,1.25,2.25,0.0,4.5,0.0,2.0,2,0,0,3,0,0.0,1.0,13.5,0.0,0.0,0.0
632687,2021-08-30,7.3333,5,1,1,8,0,1.23,0.82,9.82,8.0,0.0,1.23,3.0,2,0,1,1,0,0.0,1.0,3.0,1.0,0.0,3.0
632690,2021-08-30,7.0,6,5,4,11,1,6.43,1.43,14.14,2.75,1.29,5.14,4.0,5,3,1,4,1,6.75,1.5,9.0,4.0,2.25,2.25
632691,2021-08-30,5.0,3,1,2,2,1,1.8,1.0,3.6,1.0,1.8,3.6,3.0,3,0,1,3,0,0.0,1.33,9.0,3.0,0.0,3.0
632692,2021-08-30,3.0,3,0,0,3,0,0.0,1.0,9.0,0.0,0.0,0.0,2.6667,1,0,0,2,0,0.0,0.37,6.75,0.0,0.0,0.0
632703,2021-08-30,4.0,5,2,2,1,1,4.5,1.75,2.25,0.5,2.25,4.5,4.3333,4,4,3,5,1,8.31,1.62,10.38,1.67,2.08,6.23
633372,2021-08-30,3.0,1,0,1,3,0,0.0,0.67,9.0,3.0,0.0,3.0,3.0,3,0,0,2,0,0.0,1.0,6.0,0.0,0.0,0.0
