game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
633187,2021-07-21,4.0,3.8,4,1,3,0,1,1,5,4,2,0,6.75,0.0,1.25,0.53,11.25,9.47,5.0,4.0,4.5,0.0,2.25,2.37
633190,2021-07-21,3.0,7.0,2,1,0,1,0,4,3,3,0,0,0.0,1.29,0.67,0.71,9.0,3.86,0.0,0.75,0.0,0.0,0.0,5.14
633191,2021-07-21,4.0,5.0,2,3,1,0,1,0,1,3,0,0,2.25,0.0,0.75,0.6,2.25,5.4,1.0,0.0,0.0,0.0,2.25,0.0
633196,2021-07-21,5.0,1.0,2,0,2,0,3,0,4,3,1,0,3.6,0.0,1.0,0.0,7.2,27.0,1.33,0.0,1.8,0.0,5.4,0.0
633203,2021-07-21,3.0,1.0,1,1,0,0,1,0,2,0,0,0,0.0,0.0,0.67,1.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
633205,2021-07-21,4.0,4.0,4,6,4,1,1,1,4,3,1,0,9.0,2.25,1.25,1.75,9.0,6.75,4.0,3.0,2.25,0.0,2.25,2.25
633213,2021-07-21,6.0,6.1,1,8,2,5,8,3,4,8,0,2,3.0,7.38,1.5,1.8,6.0,11.8,0.5,2.67,0.0,2.95,12.0,4.43
633217,2021-07-21,2.0,4.0,3,0,3,0,3,0,2,4,1,0,13.5,0.0,3.0,0.0,9.0,9.0,0.67,0.0,4.5,0.0,13.5,0.0
633222,2021-07-21,4.0,4.0,2,3,1,1,1,0,6,2,1,0,2.25,2.25,0.75,0.75,13.5,4.5,6.0,0.0,2.25,0.0,2.25,0.0
633225,2021-07-21,4.0,3.0,3,4,1,2,1,2,5,6,0,0,2.25,6.0,1.0,2.0,11.25,18.0,5.0,3.0,0.0,0.0,2.25,6.0
633227,2021-07-21,4.0,2.8,8,0,1,0,1,1,4,2,1,0,2.25,0.0,2.25,0.36,9.0,6.43,4.0,2.0,2.25,0.0,2.25,3.21
633241,2021-07-21,3.0,3.0,2,4,1,0,2,2,1,6,0,0,3.0,0.0,1.33,2.0,3.0,18.0,0.5,3.0,0.0,0.0,6.0,6.0
633250,2021-07-21,3.0,2.0,5,2,2,1,1,0,3,2,1,0,6.0,4.5,2.0,1.0,9.0,9.0,3.0,0.0,3.0,0.0,3.0,0.0
633260,2021-07-21,4.0,5.0,4,5,1,2,1,3,3,7,0,2,2.25,3.6,1.25,1.6,6.75,12.6,3.0,2.33,0.0,3.6,2.25,5.4
