game_pk,home_pitching_qs_rate_rolling_10,away_pitching_qs_rate_rolling_10
745444,,
746175,1.0,1.0
745039,,
745116,,
745283,,
745445,0.5,
745687,,
746089,,
746165,0.5,
746335,,
746418,,
746737,,
746821,,
747060,,
747224,,
745117,0.0,1.0
745276,0.0,0.0
745435,0.3333333333333333,0.0
745604,,
745682,0.0,1.0
745848,,
746091,0.0,0.0
746167,0.6666666666666666,0.0
746412,0.0,0.0
747223,1.0,0.0
745037,1.0,1.0
745119,0.5,0.5
745278,0.5,0.5
745436,0.25,0.5
745599,0.0,1.0
745684,0.0,0.5
745850,1.0,1.0
746087,0.0,0.5
746168,0.75,0.0
746333,0.0,1.0
746410,0.0,0.5
746736,1.0,0.0
746818,1.0,1.0
747063,1.0,0.0
747221,1.0,0.0
745035,1.0,0.5
745115,0.6666666666666666,0.3333333333333333
745279,0.6666666666666666,0.6666666666666666
745438,0.2,0.3333333333333333
745602,0.0,0.5
745683,0.0,0.6666666666666666
745845,0.5,0.5
746090,0.0,0.6666666666666666
746166,0.6,0.0
746332,0.0,1.0
746413,0.0,0.6666666666666666
746739,0.5,0.0
746815,0.5,0.5
747062,0.5,0.0
747222,0.6666666666666666,0.0
744875,0.0,0.5
745109,0.5,0.6666666666666666
745277,0.5,0.5
745437,0.16666666666666666,0.0
745600,0.0,0.3333333333333333
745675,0.25,0.75
745842,0.6666666666666666,0.6666666666666666
746085,0.0,0.3333333333333333
746170,0.6666666666666666,0.25
746409,0.0,0.5
746817,0.6666666666666666,0.3333333333333333
746899,0.6666666666666666,0.25
747058,0.6666666666666666,0.3333333333333333
747218,0.75,0.75
745111,0.4,0.75
745273,0.4,0.4
745439,0.14285714285714285,0.2
745598,0.0,0.5
745680,0.2,0.8
746009,0.6666666666666666,0.6666666666666666
746086,0.0,0.5
746169,0.7142857142857143,0.2
746411,0.2,0.4
746814,0.5,0.5
746898,0.75,0.4
747057,0.5,0.25
747220,0.6,0.8
744869,0.0,0.4
745114,0.5,0.8
745275,0.3333333333333333,0.5
745440,0.125,0.3333333333333333
745603,0.2,0.4
745678,0.16666666666666666,0.6666666666666666
746008,0.75,0.75
746083,0.16666666666666666,0.6
746163,0.625,0.16666666666666666
746407,0.3333333333333333,0.5
746900,0.8,0.3333333333333333
747059,0.4,0.4
747219,0.6666666666666666,0.6666666666666666
744870,0.2,0.3333333333333333
745200,0.42857142857142855,0.14285714285714285
745843,0.75,0.75
745844,0.8,0.8
745928,0.8,0.5714285714285714
746327,0.3333333333333333,0.6
744874,0.16666666666666666,0.3333333333333333
745033,0.8333333333333334,0.42857142857142855
745361,0.14285714285714285,0.2222222222222222
745524,0.2857142857142857,0.5
745764,0.7142857142857143,0.42857142857142855
746007,0.6,0.2857142857142857
746249,0.6666666666666666,0.7142857142857143
746328,0.42857142857142855,0.5
746497,0.8333333333333334,0.2857142857142857
746576,0.2857142857142857,0.42857142857142855
746733,0.5,0.6666666666666666
746897,0.6666666666666666,0.5555555555555556
747143,0.6,0.5714285714285714
744873,0.14285714285714285,0.42857142857142855
745031,0.8571428571428571,0.375
745197,0.375,0.25
745359,0.25,0.3
745522,0.25,0.5714285714285714
745766,0.75,0.5
745926,0.8333333333333334,0.625
746006,0.5,0.25
746248,0.5714285714285714,0.75
746329,0.5,0.5714285714285714
746498,0.7142857142857143,0.25
746575,0.25,0.375
746731,0.5714285714285714,0.7142857142857143
746896,0.5714285714285714,0.5
747140,0.5,0.5
744871,0.125,0.5
745032,0.875,0.3333333333333333
745198,0.4444444444444444,0.3333333333333333
745362,0.2222222222222222,0.3
745523,0.3333333333333333,0.625
745765,0.6666666666666666,0.4444444444444444
746003,0.42857142857142855,0.3333333333333333
746251,0.625,0.7777777777777778
746330,0.5555555555555556,0.625
746493,0.625,0.3333333333333333
746574,0.2222222222222222,0.3333333333333333
746734,0.5,0.625
746895,0.625,0.5
747141,0.42857142857142855,0.4444444444444444
744956,0.4,0.3
745034,0.8888888888888888,0.4
745194,0.4,0.5555555555555556
745363,0.3,0.2222222222222222
745432,0.4,0.6666666666666666
745520,0.4,0.5555555555555556
745761,0.7,0.4
745925,0.8571428571428571,0.5
746252,0.5555555555555556,0.4
746569,0.3,0.4
746654,0.6666666666666666,0.5555555555555556
746735,0.5555555555555556,0.5
747142,0.5,0.6666666666666666
744957,0.4,0.3
745030,0.8,0.4
745195,0.4,0.6
745357,0.3,0.3
745433,0.4,0.6
745517,0.5,0.5
745762,0.8,0.4
745924,0.75,0.5
746250,0.6,0.4
746326,0.6,0.4
746571,0.4,0.3
746653,0.7,0.5
746732,0.5,0.4444444444444444
746981,0.8,0.6666666666666666
747138,0.4444444444444444,0.6
744950,0.5,0.2
745024,0.7,0.5
745196,0.5,0.7
745355,0.2,0.4
745429,0.4,0.6
745763,0.8,0.5
745923,0.6666666666666666,0.5
746247,0.6,0.4
746323,0.7,0.5
746573,0.5,0.3
746655,0.6,0.4
746728,0.4,0.4
746980,0.8,0.7
745029,0.7,0.5
745601,0.8,0.4
746322,0.8,0.5
746977,0.7,0.6
747137,0.4,0.5
744954,0.5,0.5
745112,0.4,0.3
745274,0.2,0.6
745596,0.9,0.3
745679,0.6,0.4
745838,0.5,0.8
746084,0.6,0.3
746162,0.6,0.5
746408,0.5,0.8
746491,0.5,0.7
746812,0.4,0.4
746978,0.6,0.6
747055,0.7,0.4
747217,0.4,0.6
744953,0.4,0.4
745110,0.5,0.4
745272,0.3,0.5
745594,0.9,0.4
745676,0.6,0.5
745839,0.5,0.8
746082,0.6,0.4
746161,0.5,0.5
746405,0.4,0.7
746489,0.6,0.6
746490,0.6,0.6
746656,0.6,0.7
746658,0.6,0.7
746811,0.3,0.5
746979,0.5,0.6
747054,0.6,0.5
747215,0.3,0.7
744952,0.5,0.3
745113,0.5,0.5
745271,0.3,0.5
745595,0.9,0.5
745681,0.7,0.6
745841,0.4,0.7
746079,0.7,0.4
746164,0.5,0.5
746404,0.4,0.6
746492,0.5,0.7
746648,0.6,0.7
746810,0.3,0.5
746975,0.5,0.5
747056,0.6,0.4
747216,0.4,0.6
744951,0.5,0.7
745106,0.4,0.4
745268,0.4,0.6
745597,0.8,0.3
745677,0.7,0.5
745840,0.4,0.6
746002,0.3,0.6
746080,0.6,0.5
746158,0.5,0.5
746406,0.3,0.3
746488,0.5,0.5
746813,0.2,0.8
746974,0.5,0.6
747053,0.7,0.6
747213,0.4,0.5
744944,0.6,0.7
745108,0.4,0.4
745270,0.5,0.5
745593,0.8,0.4
745674,0.7,0.5
745837,0.5,0.6
746004,0.3,0.6
746081,0.6,0.6
746157,0.5,0.6
746400,0.3,0.3
746486,0.5,0.5
746976,0.4,0.6
747051,0.6,0.5
747214,0.5,0.6
744948,0.5,0.6
745105,0.5,0.4
745267,0.6,0.5
745591,0.8,0.4
745671,0.8,0.6
745836,0.5,0.7
746005,0.3,0.6
746076,0.6,0.5
746159,0.6,0.6
746401,0.3,0.4
746487,0.6,0.5
746807,0.3,0.8
746809,0.2,0.8
746973,0.3,0.5
747049,0.6,0.4
