game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
745444,,,,
746175,5.0,2.0,5.0,2.0
745039,,,,
745116,,,,
745283,,,,
745445,8.5,,8.5,
745687,,,,
746089,,,,
746165,8.0,,8.0,
746335,,,,
746418,,,,
746737,,,,
746821,,,,
747060,,,,
747224,,,,
745117,2.0,8.0,2.0,8.0
745276,4.0,6.0,4.0,6.0
745435,7.666666666666667,4.0,7.666666666666667,4.0
745604,,,,
745682,0.0,8.0,0.0,8.0
745848,,,,
746091,5.0,6.0,5.0,6.0
746167,7.666666666666667,1.0,7.666666666666667,1.0
746412,4.0,5.0,4.0,5.0
747223,16.0,1.0,16.0,1.0
745037,4.0,3.0,4.0,3.0
745119,5.0,5.0,5.0,5.0
745278,2.5,3.0,2.5,3.0
745436,6.5,6.0,6.5,6.0
745599,3.0,9.0,3.0,9.0
745684,2.0,7.0,2.0,7.0
745850,1.0,3.0,1.0,3.0
746087,3.5,6.5,3.5,6.5
746168,7.25,2.0,7.25,2.0
746333,1.0,4.0,1.0,4.0
746410,2.5,6.0,2.5,6.0
746736,8.0,2.0,8.0,2.0
746818,0.0,1.0,0.0,1.0
747063,11.0,3.0,11.0,3.0
747221,11.5,2.0,11.5,2.0
745035,7.5,2.5,7.5,2.5
745115,5.0,3.6666666666666665,5.0,3.6666666666666665
745279,3.0,3.0,3.0,3.0
745438,6.4,7.0,6.4,7.0
745602,3.5,10.5,3.5,10.5
745683,2.3333333333333335,8.666666666666666,2.3333333333333335,8.666666666666666
745845,3.5,5.0,3.5,5.0
746090,3.3333333333333335,7.333333333333333,3.3333333333333335,7.333333333333333
746166,6.8,3.3333333333333335,6.8,3.3333333333333335
746332,1.0,4.5,1.0,4.5
746413,2.6666666666666665,5.666666666666667,2.6666666666666665,5.666666666666667
746739,7.0,4.5,7.0,4.5
746815,3.0,4.0,3.0,4.0
747062,12.0,3.5,12.0,3.5
747222,9.0,4.333333333333333,9.0,4.333333333333333
744875,4.666666666666667,7.75,4.666666666666667,7.75
745109,4.25,6.666666666666667,4.25,6.666666666666667
745277,2.5,7.25,2.5,7.25
745437,8.6,3.5,7.5,3.5
745600,4.0,6.666666666666667,4.0,6.666666666666667
745675,2.75,3.5,2.75,3.5
745842,2.6666666666666665,3.6666666666666665,2.6666666666666665,3.6666666666666665
746085,4.25,3.6666666666666665,4.25,3.6666666666666665
746170,6.8,6.25,6.5,6.25
746409,2.75,5.0,2.75,5.0
