game_pk,home_batting_obp_rolling_5,away_batting_obp_rolling_5,home_batting_obp_rolling_10,away_batting_obp_rolling_10
745444,,,,
746175,0.38095238095238093,0.23529411764705882,0.38095238095238093,0.23529411764705882
745039,,,,
745116,,,,
745283,,,,
745445,0.3855421686746988,,0.3855421686746988,
745687,,,,
746089,,,,
746165,0.4222222222222222,,0.4222222222222222,
746335,,,,
746418,,,,
746737,,,,
746821,,,,
747060,,,,
747224,,,,
745117,0.2857142857142857,0.358974358974359,0.2857142857142857,0.358974358974359
745276,0.2571428571428571,0.325,0.2571428571428571,0.325
745435,0.3728813559322034,0.30303030303030304,0.3728813559322034,0.30303030303030304
745604,,,,
745682,0.16129032258064516,0.3684210526315789,0.16129032258064516,0.3684210526315789
745848,,,,
746091,0.26666666666666666,0.3269230769230769,0.26666666666666666,0.3269230769230769
746167,0.416,0.125,0.416,0.125
746412,0.375,0.425,0.375,0.425
747223,0.4883720930232558,0.21212121212121213,0.4883720930232558,0.21212121212121213
745037,0.35,0.2894736842105263,0.35,0.2894736842105263
745119,0.3194444444444444,0.2916666666666667,0.3194444444444444,0.2916666666666667
745278,0.23076923076923078,0.2702702702702703,0.23076923076923078,0.2702702702702703
745436,0.3509933774834437,0.3424657534246575,0.3509933774834437,0.3424657534246575
745599,0.22857142857142856,0.4,0.22857142857142856,0.4
745684,0.23076923076923078,0.3717948717948718,0.23076923076923078,0.3717948717948718
745850,0.10344827586206896,0.3142857142857143,0.10344827586206896,0.3142857142857143
746087,0.3048780487804878,0.3655913978494624,0.3048780487804878,0.3655913978494624
746168,0.3885350318471338,0.18181818181818182,0.3885350318471338,0.18181818181818182
746333,0.1875,0.35714285714285715,0.1875,0.35714285714285715
746410,0.35443037974683544,0.40476190476190477,0.35443037974683544,0.40476190476190477
746736,0.3333333333333333,0.1875,0.3333333333333333,0.1875
746818,0.1,0.21212121212121213,0.1,0.21212121212121213
747063,0.41025641025641024,0.16129032258064516,0.41025641025641024,0.16129032258064516
747221,0.46987951807228917,0.21212121212121213,0.46987951807228917,0.21212121212121213
745035,0.4146341463414634,0.2608695652173913,0.4146341463414634,0.2608695652173913
745115,0.35185185185185186,0.2830188679245283,0.35185185185185186,0.2830188679245283
745279,0.23300970873786409,0.26548672566371684,0.23300970873786409,0.26548672566371684
745438,0.34210526315789475,0.3333333333333333,0.34210526315789475,0.3333333333333333
745602,0.2916666666666667,0.43333333333333335,0.2916666666666667,0.43333333333333335
745683,0.2621359223300971,0.3951612903225806,0.2621359223300971,0.3951612903225806
745845,0.2463768115942029,0.3375,0.2463768115942029,0.3375
746090,0.27350427350427353,0.38571428571428573,0.27350427350427353,0.38571428571428573
746166,0.3872549019607843,0.20192307692307693,0.3872549019607843,0.20192307692307693
746332,0.21212121212121213,0.3246753246753247,0.21212121212121213,0.3246753246753247
746413,0.30357142857142855,0.38524590163934425,0.30357142857142855,0.38524590163934425
746739,0.3424657534246575,0.3150684931506849,0.3424657534246575,0.3150684931506849
746815,0.2361111111111111,0.2948717948717949,0.2361111111111111,0.2948717948717949
747062,0.4050632911392405,0.22058823529411764,0.4050632911392405,0.22058823529411764
747222,0.45528455284552843,0.2830188679245283,0.45528455284552843,0.2830188679245283
744875,0.32432432432432434,0.3829787234042553,0.32432432432432434,0.3829787234042553
745109,0.3049645390070922,0.37398373983739835,0.3049645390070922,0.37398373983739835
745277,0.21481481481481482,0.36024844720496896,0.21481481481481482,0.36024844720496896
745437,0.385,0.22695035460992907,0.36324786324786323,0.22695035460992907
745600,0.3113207547169811,0.375,0.3113207547169811,0.375
745675,0.291970802919708,0.2847682119205298,0.291970802919708,0.2847682119205298
745842,0.24761904761904763,0.29914529914529914,0.24761904761904763,0.29914529914529914
746085,0.2721518987341772,0.22,0.2721518987341772,0.22
746170,0.3826530612244898,0.3333333333333333,0.38235294117647056,0.3333333333333333
746409,0.31788079470198677,0.32,0.31788079470198677,0.32
746817,0.22115384615384615,0.3790322580645161,0.22115384615384615,0.3790322580645161
746899,0.3333333333333333,0.2753623188405797,0.3333333333333333,0.2753623188405797
747058,0.3508771929824561,0.2897196261682243,0.3508771929824561,0.2897196261682243
747218,0.4117647058823529,0.36875,0.4117647058823529,0.36875
745111,0.30113636363636365,0.3719512195121951,0.30113636363636365,0.3719512195121951
745273,0.24561403508771928,0.33505154639175255,0.24561403508771928,0.33505154639175255
745439,0.32786885245901637,0.2648648648648649,0.3458646616541353,0.2648648648648649
745598,0.30344827586206896,0.35714285714285715,0.30344827586206896,0.35714285714285715
745680,0.2619047619047619,0.30569948186528495,0.2619047619047619,0.30569948186528495
746009,0.35294117647058826,0.2818181818181818,0.35294117647058826,0.2818181818181818
746086,0.2857142857142857,0.2517985611510791,0.2857142857142857,0.2517985611510791
746169,0.3516483516483517,0.3386243386243386,0.375,0.3386243386243386
746411,0.3333333333333333,0.27932960893854747,0.3333333333333333,0.27932960893854747
746814,0.21804511278195488,0.38414634146341464,0.21804511278195488,0.38414634146341464
