game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
718092,2023-05-20,4.0,1,0,1,3,0,0.0,0.5,6.75,3.0,0.0,2.25,2.0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,9.0
718093,2023-05-20,2.0,2,1,2,2,0,4.5,2.0,9.0,1.0,0.0,9.0,5.0,4,2,3,4,0,3.6,1.4,7.2,1.33,0.0,5.4
718094,2023-05-20,6.6667,8,4,4,11,1,5.4,1.8,14.85,2.75,1.35,5.4,3.0,4,1,0,4,0,3.0,1.33,12.0,0.0,0.0,0.0
718095,2023-05-20,5.6667,5,2,1,5,1,3.18,1.06,7.94,5.0,1.59,1.59,6.0,1,0,2,8,0,0.0,0.5,12.0,4.0,0.0,3.0
718096,2023-05-20,4.3333,7,3,2,4,1,6.23,2.08,8.31,2.0,2.08,4.15,4.0,2,0,0,6,0,0.0,0.5,13.5,0.0,0.0,0.0
718097,2023-05-20,2.0,2,1,0,3,1,4.5,1.0,13.5,0.0,4.5,0.0,5.6667,7,4,4,7,0,6.35,1.94,11.12,1.75,0.0,6.35
718098,2023-05-20,3.0,2,0,1,2,0,0.0,1.0,6.0,2.0,0.0,3.0,2.0,2,1,1,1,1,4.5,1.5,4.5,1.0,4.5,4.5
718100,2023-05-20,4.0,8,4,1,2,0,9.0,2.25,4.5,2.0,0.0,2.25,6.0,6,3,4,3,2,4.5,1.67,4.5,0.75,3.0,6.0
718101,2023-05-20,3.0,5,2,0,4,1,6.0,1.67,12.0,0.0,3.0,0.0,3.6667,1,0,1,4,0,0.0,0.55,9.82,4.0,0.0,2.45
718102,2023-05-20,4.3333,5,3,2,4,1,6.23,1.62,8.31,2.0,2.08,4.15,5.0,6,3,2,8,1,5.4,1.6,14.4,4.0,1.8,3.6
718103,2023-05-20,3.0,1,0,1,4,0,0.0,0.67,12.0,4.0,0.0,3.0,2.6667,2,0,0,2,0,0.0,0.75,6.75,0.0,0.0,0.0
718104,2023-05-20,3.0,1,0,1,4,0,0.0,0.67,12.0,4.0,0.0,3.0,3.0,2,0,0,4,0,0.0,0.67,12.0,0.0,0.0,0.0
718108,2023-05-20,3.0,0,0,1,3,0,0.0,0.33,9.0,3.0,0.0,3.0,3.0,4,2,0,1,0,6.0,1.33,3.0,0.0,0.0,0.0
718109,2023-05-20,2.0,3,2,0,3,0,9.0,1.5,13.5,0.0,0.0,0.0,3.0,4,3,1,3,1,9.0,1.67,9.0,3.0,3.0,3.0
