game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
717702,2023-06-18,3.3333,2,0,0,4,0,0.0,0.6,10.8,0.0,0.0,0.0,2.0,1,0,1,3,0,0.0,1.0,13.5,3.0,0.0,4.5
717703,2023-06-18,3.0,6,2,1,4,0,6.0,2.33,12.0,4.0,0.0,3.0,3.3333,1,0,2,5,0,0.0,0.9,13.5,2.5,0.0,5.4
717704,2023-06-18,2.0,2,0,0,1,0,0.0,1.0,4.5,0.0,0.0,0.0,1.0,1,2,2,2,0,18.0,3.0,18.0,1.0,0.0,18.0
717705,2023-06-18,3.0,3,1,1,3,0,3.0,1.33,9.0,3.0,0.0,3.0,3.0,3,2,0,8,1,6.0,1.0,24.0,0.0,3.0,0.0
717706,2023-06-18,5.3333,7,3,3,3,0,5.06,1.88,5.06,1.0,0.0,5.06,4.0,2,0,4,2,0,0.0,1.5,4.5,0.5,0.0,9.0
717707,2023-06-18,4.3333,3,3,2,4,1,6.23,1.15,8.31,2.0,2.08,4.15,5.0,3,1,3,4,0,1.8,1.2,7.2,1.33,0.0,5.4
717708,2023-06-18,3.6667,6,2,0,2,0,4.91,1.64,4.91,0.0,0.0,0.0,4.0,0,0,0,4,0,0.0,0.0,9.0,0.0,0.0,0.0
717709,2023-06-18,6.6667,3,1,3,5,0,1.35,0.9,6.75,1.67,0.0,4.05,4.3333,8,6,3,4,2,12.46,2.54,8.31,1.33,4.15,6.23
717710,2023-06-18,3.0,2,0,0,2,0,0.0,0.67,6.0,0.0,0.0,0.0,3.3333,2,4,3,2,0,10.8,1.5,5.4,0.67,0.0,8.1
717711,2023-06-18,4.6667,2,0,1,3,0,0.0,0.64,5.79,3.0,0.0,1.93,8.3333,5,4,2,14,0,4.32,0.84,15.12,7.0,0.0,2.16
717712,2023-06-18,4.0,1,1,2,3,1,2.25,0.75,6.75,1.5,2.25,4.5,4.0,2,0,1,2,0,0.0,0.75,4.5,2.0,0.0,2.25
717713,2023-06-18,6.0,3,2,4,4,2,3.0,1.17,6.0,1.0,3.0,6.0,5.0,2,2,3,3,1,3.6,1.0,5.4,1.0,1.8,5.4
717714,2023-06-18,3.0,1,0,0,2,0,0.0,0.33,6.0,0.0,0.0,0.0,3.0,3,0,0,2,0,0.0,1.0,6.0,0.0,0.0,0.0
717715,2023-06-18,2.0,1,0,0,3,0,0.0,0.5,13.5,0.0,0.0,0.0,3.0,1,0,0,5,0,0.0,0.33,15.0,0.0,0.0,0.0
717716,2023-06-18,4.0,6,1,1,7,1,2.25,1.75,15.75,7.0,2.25,2.25,5.0,11,7,3,6,2,12.6,2.8,10.8,2.0,3.6,5.4
717730,2023-06-18,6.6667,2,0,0,7,0,0.0,0.3,9.45,0.0,0.0,0.0,3.3333,6,4,1,2,0,10.8,2.1,5.4,2.0,0.0,2.7
