Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-04,Miami Marlins,2.0,Colorado Rockies,3.0,Final
2025-06-04,Cincinnati Reds,1.0,Milwaukee Brewers,9.0,Final
2025-06-04,Boston Red Sox,11.0,Los Angeles Angels,9.0,Final
2025-06-04,Pittsburgh Pirates,3.0,Houston Astros,0.0,Final
2025-06-04,Washington Nationals,2.0,Chicago Cubs,0.0,Final
2025-06-04,New York Yankees,0.0,Cleveland Guardians,4.0,Final
2025-06-04,Toronto Blue Jays,2.0,Philadelphia Phillies,1.0,Final
2025-06-04,Atlanta Braves,1.0,Arizona Diamondbacks,2.0,Final
2025-06-04,Tampa Bay Rays,5.0,Texas Rangers,4.0,Final
2025-06-04,Chicago White Sox,4.0,Detroit Tigers,5.0,Final
2025-06-04,Seattle Mariners,2.0,Baltimore Orioles,3.0,Final
2025-06-04,San Francisco Giants,6.0,San Diego Padres,5.0,Final
2025-06-04,Athletics,1.0,Minnesota Twins,6.0,Final
2025-06-04,Los Angeles Dodgers,1.0,New York Mets,6.0,Final
2025-06-04,St. Louis Cardinals,,Kansas City Royals,,Postponed
