Date,Home Team,Home Score,Away Team,Away Score,Status
2025-07-30,Baltimore Orioles,8,Toronto Blue Jays,9,Final
2025-07-30,Detroit Tigers,7,Arizona Diamondbacks,2,Final
2025-07-30,Minnesota Twins,1,Boston Red Sox,13,Final
2025-07-30,Houston Astros,9,Washington Nationals,1,Final
2025-07-30,Kansas City Royals,1,Atlanta Braves,0,Final
2025-07-30,Chicago White Sox,9,Philadelphia Phillies,3,Final
2025-07-30,Milwaukee Brewers,3,Chicago Cubs,10,Final
2025-07-30,San Francisco Giants,1,Pittsburgh Pirates,2,Final
2025-07-30,San Diego Padres,5,New York Mets,0,Final
2025-07-30,Cleveland Guardians,5,Colorado Rockies,0,Final
2025-07-30,New York Yankees,5,Tampa Bay Rays,4,Final
2025-07-30,Cincinnati Reds,5,Los Angeles Dodgers,2,Final
2025-07-30,St. Louis Cardinals,0,Miami Marlins,2,Final
2025-07-30,Los Angeles Angels,3,Texas Rangers,6,Final
2025-07-30,Athletics,5,Seattle Mariners,4,Final
