Date,Home Team,Home Score,Away Team,Away Score,Status
2025-05-31,Chicago Cubs,2,Cincinnati Reds,0,Final
2025-05-31,Toronto Blue Jays,8,Athletics,7,Final
2025-05-31,Texas Rangers,0,St. Louis Cardinals,2,Final
2025-05-31,Baltimore Orioles,4,Chicago White Sox,2,Final
2025-05-31,Philadelphia Phillies,7,Milwaukee Brewers,17,Final
2025-05-31,Cleveland Guardians,7,Los Angeles Angels,5,Final
2025-05-31,Kansas City Royals,1,Detroit Tigers,0,Final
2025-05-31,New York Mets,8,Colorado Rockies,2,Final
2025-05-31,Houston Astros,3,Tampa Bay Rays,16,Final
2025-05-31,Atlanta Braves,5,Boston Red Sox,0,Final
2025-05-31,Miami Marlins,1,San Francisco Giants,0,Final
2025-05-31,Seattle Mariners,5,Minnesota Twins,4,Final
2025-05-31,Los Angeles Dodgers,18,New York Yankees,2,Final
2025-05-31,San Diego Padres,0,Pittsburgh Pirates,5,Final
2025-05-31,Arizona Diamondbacks,7,Washington Nationals,11,Final
