balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games
46214,776589,2025-08-25,138,134,STL,PIT,St. Louis Cardinals,Pittsburgh Pirates,Cardinals,Pirates,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,137,132,69,58,68,74,0.504,0.439,616,475,632,541,-16,-66,4.5,3.6,4.61,4.1,-0.12,-0.5,0.0,0.0,0.0,0.0,0.504,0.439,0.0,0.0,37,39,30,30,32,19,38,44,L2,W4,0,0,0.0,0.0,0.0,0.0,69-68,58-74,37-30,39-30,32-38,19-44,0-0,0-0,69-68,58-74,3-7,6-4
46211,776592,2025-08-25,140,108,TEX,LAA,Texas Rangers,Los Angeles Angels,Rangers,Angels,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,132,130,66,61,66,69,0.5,0.469,546,564,483,652,63,-88,4.14,4.34,3.66,5.02,0.48,-0.68,0.0,0.0,0.0,0.0,0.5,0.469,0.0,0.0,40,34,26,35,26,27,40,34,W3,L3,0,0,0.0,0.0,0.0,0.0,66-66,61-69,40-26,34-35,26-40,27-34,0-0,0-0,66-66,61-69,5-5,3-7
46208,776598,2025-08-25,121,143,NYM,PHI,New York Mets,Philadelphia Phillies,Mets,Phillies,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,133,133,69,78,64,55,0.519,0.586,602,634,565,535,37,99,4.53,4.77,4.25,4.02,0.28,0.74,0.0,0.0,0.0,0.0,0.519,0.586,0.0,0.0,41,44,25,23,28,34,39,32,L1,W2,0,0,0.0,0.0,0.0,0.0,69-64,78-55,41-25,44-23,28-39,34-32,0-0,0-0,69-64,78-55,5-5,7-3
46217,776595,2025-08-25,136,135,SEA,SD,Seattle Mariners,San Diego Padres,Mariners,Padres,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,131,132,70,74,61,58,0.534,0.561,597,549,575,496,22,53,4.56,4.16,4.39,3.76,0.17,0.4,0.0,0.0,0.0,0.0,0.534,0.561,0.0,0.0,39,43,26,22,31,31,35,36,W1,L1,0,0,0.0,0.0,0.0,0.0,70-61,74-58,39-26,43-22,31-35,31-36,0-0,0-0,70-61,74-58,3-7,5-5
46212,776593,2025-08-25,158,109,MIL,AZ,Milwaukee Brewers,Arizona Diamondbacks,Brewers,D-backs,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,134,132,83,64,51,68,0.619,0.485,684,648,515,639,169,9,5.1,4.91,3.84,4.84,1.26,0.07,0.0,0.0,0.0,0.0,0.619,0.485,0.0,0.0,43,34,22,32,40,30,29,36,L2,L1,0,0,0.0,0.0,0.0,0.0,83-51,64-68,43-22,34-32,40-29,30-36,0-0,0-0,83-51,64-68,4-6,5-5
46213,776599,2025-08-25,145,118,CWS,KC,Chicago White Sox,Kansas City Royals,White Sox,Royals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,132,134,47,69,85,65,0.356,0.515,520,522,596,520,-76,2,3.94,3.9,4.52,3.88,-0.58,0.01,0.0,0.0,0.0,0.0,0.356,0.515,0.0,0.0,28,38,39,30,19,31,46,35,W2,W1,0,0,0.0,0.0,0.0,0.0,47-85,69-65,28-39,38-30,19-46,31-35,0-0,0-0,47-85,69-65,3-7,7-3
46215,776594,2025-08-25,119,113,LAD,CIN,Los Angeles Dodgers,Cincinnati Reds,Dodgers,Reds,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,131,135,74,69,57,66,0.565,0.511,676,602,582,563,94,39,5.16,4.46,4.44,4.17,0.72,0.29,0.0,0.0,0.0,0.0,0.565,0.511,0.0,0.0,41,37,24,31,33,32,33,35,W1,W1,0,0,0.0,0.0,0.0,0.0,74-57,69-66,41-24,37-31,33-33,32-35,0-0,0-0,74-57,69-66,6-4,5-5
46207,776596,2025-08-25,141,142,TOR,MIN,Toronto Blue Jays,Minnesota Twins,Blue Jays,Twins,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,133,132,76,61,57,71,0.571,0.462,645,551,606,605,39,-54,4.85,4.17,4.56,4.58,0.29,-0.41,0.0,0.0,0.0,0.0,0.571,0.462,0.0,0.0,42,34,21,31,34,27,36,40,L1,L2,0,0,0.0,0.0,0.0,0.0,76-57,61-71,42-21,34-31,34-36,27-40,0-0,0-0,76-57,61-71,6-4,2-8
46210,776597,2025-08-25,147,120,NYY,WSH,New York Yankees,Washington Nationals,Yankees,Nationals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,131,133,71,53,60,80,0.542,0.398,671,561,566,733,105,-172,5.12,4.22,4.32,5.51,0.8,-1.29,0.0,0.0,0.0,0.0,0.542,0.398,0.0,0.0,39,26,28,41,32,27,32,39,W1,L2,0,0,0.0,0.0,0.0,0.0,71-60,53-80,39-28,26-41,32-32,27-39,0-0,0-0,71-60,53-80,6-4,5-5
46205,776600,2025-08-25,146,144,MIA,ATL,Miami Marlins,Atlanta Braves,Marlins,Braves,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,131,133,61,61,70,72,0.466,0.459,563,585,633,599,-70,-14,4.3,4.4,4.83,4.5,-0.53,-0.11,0.0,0.0,0.0,0.0,0.466,0.459,0.0,0.0,30,34,35,33,31,27,35,39,W1,W1,0,0,0.0,0.0,0.0,0.0,61-70,61-72,30-35,34-33,31-35,27-39,0-0,0-0,61-70,61-72,3-7,7-3
